,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2297,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-302,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2298,Jérémy Sebas,mq MTQ,FWMF,Strasbourg,fr Ligue 1,21-349,2003,13,1,190,2.1,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,3,10,0.00,0.00,0.00,0.00,0.00,0.35,0.01,0.35,0.35,0.35,Matches
2299,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,33-106,1991,7,5,426,4.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2300,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,20-040,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2301,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-298,2000,11,10,803,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,23,41,17,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
2302,Nicolas Seiwald,at AUT,DFMF,RB Leipzig,de Bundesliga,23-329,2001,22,12,1387,15.4,0,0,0,0,0,0,2,0,0.1,0.1,1.0,1.0,11,97,19,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.07,Matches
2303,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,22-230,2002,7,4,409,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,13,18,26,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
2304,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-031,1992,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2305,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,31-133,1993,25,24,2145,23.8,0,4,4,0,0,0,7,0,0.6,0.6,2.6,3.2,52,54,93,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.13,0.03,0.13,Matches
2306,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25-081,2000,28,28,2465,27.4,7,4,11,7,0,0,9,0,8.6,8.6,5.1,13.7,112,86,224,0.26,0.15,0.40,0.26,0.40,0.31,0.19,0.50,0.31,0.50,Matches
2307,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24-060,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
2308,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-323,1997,11,11,917,10.2,0,0,0,0,0,0,4,0,0.8,0.8,0.2,1.0,11,45,3,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
2309,Stefano Sensi,it ITA,MF,Monza,it Serie A,29-236,1995,8,2,211,2.3,1,0,1,0,1,1,0,0,0.9,0.1,0.0,0.1,2,23,4,0.43,0.00,0.43,0.00,0.00,0.37,0.00,0.37,0.04,0.04,Matches
2310,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-352,1997,14,12,937,10.4,1,1,2,1,0,0,4,1,1.7,1.7,0.8,2.6,14,37,15,0.10,0.10,0.19,0.10,0.19,0.17,0.08,0.25,0.17,0.25,Matches
2311,Sergi,es ESP,DF,Leganés,es La Liga,32-343,1992,27,26,2322,25.8,2,0,2,2,0,0,2,1,1.4,1.4,0.4,1.8,3,63,1,0.08,0.00,0.08,0.08,0.08,0.05,0.01,0.07,0.05,0.07,Matches
2312,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-024,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,4,18,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,Matches
2313,Benjamin Šeško,si SVN,FWMF,RB Leipzig,de Bundesliga,21-302,2003,25,24,1868,20.8,10,5,15,9,1,1,2,1,7.5,6.7,1.8,8.6,35,37,110,0.48,0.24,0.72,0.43,0.67,0.36,0.09,0.45,0.32,0.41,Matches
2314,Ryan Sessegnon,eng ENG,DFMF,Fulham,eng Premier League,24-315,2000,7,1,96,1.1,2,0,2,2,0,0,0,0,0.5,0.5,0.4,0.9,3,2,7,1.87,0.00,1.87,1.87,1.87,0.51,0.35,0.86,0.51,0.86,Matches
2315,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,32-153,1992,22,11,967,10.7,3,3,6,3,0,0,2,0,2.3,2.3,1.0,3.2,40,41,73,0.28,0.28,0.56,0.28,0.56,0.21,0.09,0.30,0.21,0.30,Matches
2316,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-260,1995,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2317,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-104,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2318,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,29-273,1995,18,5,561,6.2,2,2,4,2,0,0,1,0,2.4,2.4,0.6,3.0,14,15,41,0.32,0.32,0.64,0.32,0.64,0.39,0.09,0.48,0.39,0.48,Matches
2319,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-243,1992,20,16,1417,15.7,0,2,2,0,0,0,1,0,0.3,0.3,2.2,2.5,9,79,27,0.00,0.13,0.13,0.00,0.13,0.02,0.14,0.16,0.02,0.16,Matches
2320,Armindo Sieb,de GER,FWMF,Mainz 05,de Bundesliga,22-040,2003,23,5,723,8.0,2,2,4,2,0,0,2,0,2.7,2.7,1.1,3.9,25,16,56,0.25,0.25,0.50,0.25,0.50,0.34,0.14,0.48,0.34,0.48,Matches
2321,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-172,1995,21,19,1686,18.7,3,1,4,1,2,2,4,0,3.0,1.4,2.7,4.1,8,105,19,0.16,0.05,0.21,0.05,0.11,0.16,0.14,0.30,0.07,0.22,Matches
2322,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-020,2000,9,7,567,6.3,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,3,10,5,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
2323,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-263,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2324,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22-317,2002,15,7,694,7.7,2,0,2,2,0,0,2,0,0.4,0.4,0.5,0.9,9,24,24,0.26,0.00,0.26,0.26,0.26,0.05,0.07,0.12,0.05,0.12,Matches
2325,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,29-143,1995,6,4,369,4.1,1,0,1,0,1,2,1,0,2.6,1.0,0.3,1.3,6,10,28,0.24,0.00,0.24,0.00,0.00,0.63,0.08,0.71,0.24,0.32,Matches
2326,André Silva,pt POR,FWMF,RB Leipzig,de Bundesliga,29-143,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,1.3,0.5,0.6,1.1,6,4,11,0.68,1.36,2.05,0.00,1.36,0.90,0.38,1.28,0.36,0.74,Matches
2327,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,30-231,1994,26,22,2041,22.7,2,4,6,2,0,0,5,0,3.0,3.0,4.2,7.2,82,97,169,0.09,0.18,0.26,0.09,0.26,0.13,0.18,0.32,0.13,0.32,Matches
2328,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-241,1997,19,13,1239,13.8,0,5,5,0,0,0,2,0,0.1,0.1,4.4,4.6,39,75,105,0.00,0.36,0.36,0.00,0.36,0.01,0.32,0.33,0.01,0.33,Matches
2329,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-253,2002,20,18,1518,16.9,8,2,10,6,2,3,7,0,7.6,5.3,1.0,6.2,26,20,100,0.47,0.12,0.59,0.36,0.47,0.45,0.06,0.51,0.31,0.37,Matches
2330,Jota Silva,pt POR,FWMF,Nott'ham Forest,eng Premier League,25-240,1999,25,4,725,8.1,2,1,3,2,0,0,4,0,1.5,1.5,2.8,4.3,17,14,47,0.25,0.12,0.37,0.25,0.37,0.19,0.35,0.54,0.19,0.54,Matches
2331,Eric da Silva Moreira,de GER,MFDF,Nott'ham Forest,eng Premier League,18-330,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2332,Rui Silva,pt POR,GK,Betis,es La Liga,31-050,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2333,Marco Silvestri,it ITA,GK,Empoli,it Serie A,34-027,1991,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2334,Abdallah Sima,sn SEN,FWMF,Brest,fr Ligue 1,23-285,2001,20,10,899,10.0,4,2,6,4,0,0,2,0,4.3,4.3,0.9,5.2,31,21,68,0.40,0.20,0.60,0.40,0.60,0.44,0.09,0.52,0.44,0.52,Matches
2335,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-330,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.00,0.46,Matches
2336,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-267,1995,24,1,366,4.1,1,1,2,1,0,0,1,0,2.6,2.6,0.5,3.1,9,4,24,0.25,0.25,0.49,0.25,0.49,0.64,0.13,0.77,0.64,0.77,Matches
2337,Giuliano Simeone,ar ARG,MFDF,Atlético Madrid,es La Liga,22-101,2002,23,17,1288,14.3,1,5,6,1,0,0,3,0,1.8,1.8,3.6,5.4,46,28,123,0.07,0.35,0.42,0.07,0.42,0.13,0.25,0.38,0.13,0.38,Matches
2338,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,29-260,1995,24,23,1920,21.3,6,8,14,3,3,3,2,0,4.5,2.2,5.8,8.1,118,47,177,0.28,0.37,0.66,0.14,0.52,0.21,0.27,0.49,0.10,0.38,Matches
2339,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-291,1997,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2340,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-342,2003,18,18,1541,17.1,7,4,11,7,0,0,4,0,3.5,3.5,5.3,8.8,59,102,125,0.41,0.23,0.64,0.41,0.64,0.21,0.31,0.51,0.21,0.51,Matches
2341,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-145,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2342,Danel Sinani,lu LUX,FWMF,St. Pauli,de Bundesliga,27-358,1997,18,6,595,6.6,1,1,2,1,0,0,2,0,0.6,0.6,1.8,2.3,7,35,27,0.15,0.15,0.30,0.15,0.30,0.09,0.27,0.35,0.09,0.35,Matches
2343,Lassine Sinayoko,ml MLI,FWMF,Auxerre,fr Ligue 1,25-111,1999,26,18,1651,18.3,2,4,6,1,1,1,4,0,4.6,3.8,3.5,7.3,40,47,142,0.11,0.22,0.33,0.05,0.27,0.25,0.19,0.44,0.21,0.40,Matches
2344,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-094,2000,19,15,1376,15.3,1,2,3,1,0,0,3,0,1.4,1.4,1.4,2.9,24,79,19,0.07,0.13,0.20,0.07,0.20,0.09,0.09,0.19,0.09,0.19,Matches
2345,Luis Sinisterra,co COL,FWMF,Bournemouth,eng Premier League,25-285,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.00,0.46,1.00,Matches
2346,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-268,1995,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2347,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,37-007,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2348,Jailson Siqueira,br BRA,DFMF,Celta Vigo,es La Liga,29-203,1995,11,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,36,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2349,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,20-055,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2350,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-122,1995,17,8,809,9.0,3,1,4,2,1,1,1,0,4.3,3.5,0.6,4.1,13,11,34,0.33,0.11,0.44,0.22,0.33,0.48,0.06,0.54,0.39,0.46,Matches
2351,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-153,1997,26,24,2136,23.7,2,1,3,2,0,0,7,0,1.3,1.3,0.9,2.2,29,89,52,0.08,0.04,0.13,0.08,0.13,0.05,0.04,0.09,0.05,0.09,Matches
2352,Niama Sissoko,ml MLI,FWMF,Reims,fr Ligue 1,19-103,2005,4,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,2,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54,Matches
2353,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-230,1996,23,23,2000,22.2,0,0,0,0,0,0,4,1,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2354,Tim Skarke,de GER,FWMF,Union Berlin,de Bundesliga,28-203,1996,25,9,891,9.9,0,1,1,0,0,0,1,0,1.9,1.9,0.8,2.7,22,20,79,0.00,0.10,0.10,0.00,0.10,0.19,0.09,0.28,0.19,0.28,Matches
2355,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-323,1995,22,19,1621,18.0,0,2,2,0,0,0,5,0,0.8,0.8,1.2,1.9,11,77,22,0.00,0.11,0.11,0.00,0.11,0.04,0.06,0.11,0.04,0.11,Matches
2356,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-194,2000,16,7,779,8.7,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,14,23,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
2357,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-121,1999,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches
2358,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,25-121,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,24,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2359,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-328,1991,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2360,Andreas Skov Olsen,dk DEN,FWMF,Wolfsburg,de Bundesliga,25-090,1999,7,2,292,3.2,0,1,1,0,0,0,0,0,0.4,0.4,1.4,1.8,12,14,23,0.00,0.31,0.31,0.00,0.31,0.12,0.43,0.55,0.12,0.55,Matches
2361,Robert Skov,dk DEN,DFMF,Union Berlin,de Bundesliga,28-313,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.21,0.21,0.42,0.11,0.32,0.18,0.25,0.43,0.10,0.35,Matches
2362,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,30-046,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,20,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
2363,Steven Skrzybski,de GER,FWMF,Holstein Kiel,de Bundesliga,32-131,1992,16,8,787,8.7,6,1,7,5,1,1,0,0,3.1,2.3,1.0,3.3,8,39,44,0.69,0.11,0.80,0.57,0.69,0.35,0.12,0.47,0.26,0.38,Matches
2364,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-326,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2365,William Smallbone,ie IRL,MF,Southampton,eng Premier League,25-036,2000,12,6,555,6.2,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.0,4,22,18,0.16,0.00,0.16,0.16,0.16,0.06,0.10,0.17,0.06,0.17,Matches
2366,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-334,1991,17,12,1035,11.5,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,7,31,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2367,Eric Smith,se SWE,DFMF,St. Pauli,de Bundesliga,28-080,1997,24,24,2107,23.4,1,0,1,1,0,0,5,0,1.2,1.2,1.3,2.5,10,75,7,0.04,0.00,0.04,0.04,0.04,0.05,0.05,0.11,0.05,0.11,Matches
2368,Justin Smith,ca CAN,MF,Espanyol,es La Liga,22-053,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2369,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-244,2000,26,22,1724,19.2,5,2,7,5,0,0,1,0,4.1,4.1,1.1,5.2,50,110,104,0.26,0.10,0.37,0.26,0.37,0.21,0.06,0.27,0.21,0.27,Matches
2370,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24-224,2000,6,6,505,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,22,9,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
2371,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29-343,1995,9,0,92,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2372,Simon Sohm,ch SUI,MF,Parma,it Serie A,23-352,2001,28,27,2295,25.5,4,0,4,4,0,0,4,0,2.6,2.6,1.7,4.4,58,117,46,0.16,0.00,0.16,0.16,0.16,0.10,0.07,0.17,0.10,0.17,Matches
2373,Alex Sola,es ESP,MFFW,Getafe,es La Liga,25-293,1999,19,13,1029,11.4,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.6,24,23,61,0.00,0.09,0.09,0.00,0.09,0.08,0.06,0.14,0.08,0.14,Matches
2374,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-196,1997,20,20,1778,19.8,7,3,10,7,0,0,0,0,9.2,9.2,2.8,12.0,27,38,75,0.35,0.15,0.51,0.35,0.51,0.47,0.14,0.61,0.47,0.61,Matches
2375,Ola Solbakken,no NOR,MFFW,Empoli,it Serie A,26-203,1998,14,6,591,6.6,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,13,15,25,0.00,0.00,0.00,0.00,0.00,0.12,0.06,0.18,0.12,0.18,Matches
2376,Carlos Soler,es ESP,MFFW,West Ham,eng Premier League,28-086,1997,24,12,1098,12.2,1,1,2,1,0,0,5,0,1.2,1.2,1.1,2.3,12,45,21,0.08,0.08,0.16,0.08,0.16,0.10,0.09,0.19,0.10,0.19,Matches
2377,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-050,2000,10,10,862,9.6,0,1,1,0,0,0,3,1,0.4,0.4,0.5,0.9,9,32,4,0.00,0.10,0.10,0.00,0.10,0.04,0.05,0.10,0.04,0.10,Matches
2378,Jhon Solis,co COL,MF,Girona,es La Liga,20-177,2004,13,2,418,4.6,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,6,26,11,0.22,0.00,0.22,0.22,0.22,0.13,0.02,0.14,0.13,0.14,Matches
2379,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-102,1988,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2380,David Soria,es ESP,GK,Getafe,es La Liga,31-359,1993,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2381,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-218,1997,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2382,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-067,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
2383,Ramón Sosa,py PAR,FWMF,Nott'ham Forest,eng Premier League,25-210,1999,14,1,241,2.7,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.4,10,4,14,0.37,0.00,0.37,0.37,0.37,0.35,0.15,0.51,0.35,0.51,Matches
2384,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-100,2003,19,13,1131,12.6,0,0,0,0,0,0,4,0,0.1,0.1,1.3,1.4,20,75,34,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches
2385,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,34-155,1990,24,18,1496,16.6,1,1,2,1,0,0,2,0,3.6,3.6,1.4,5.0,39,90,139,0.06,0.06,0.12,0.06,0.12,0.22,0.08,0.30,0.22,0.30,Matches
2386,Riccardo Sottil,it ITA,FWMF,Fiorentina,it Serie A,25-299,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19,Matches
2387,Riccardo Sottil,it ITA,FWMF,Milan,it Serie A,25-299,1999,3,1,82,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,10,0,12,0.00,0.00,0.00,0.00,0.00,0.19,0.30,0.49,0.19,0.49,Matches
2388,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-030,1995,27,24,2083,23.1,7,1,8,7,0,0,8,0,4.9,4.9,1.0,5.9,6,65,55,0.30,0.04,0.35,0.30,0.35,0.21,0.04,0.25,0.21,0.25,Matches
2389,Matìas Soulé,ar ARG,MFFW,Roma,it Serie A,21-348,2003,18,13,1022,11.4,3,1,4,3,0,0,2,0,2.0,2.0,3.0,5.0,57,49,114,0.26,0.09,0.35,0.26,0.35,0.18,0.26,0.44,0.18,0.44,Matches
2390,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-030,1999,22,18,1563,17.4,0,0,0,0,0,0,8,0,0.2,0.2,0.4,0.6,29,77,20,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2391,Issa Soumaré,sn SEN,MFFW,Le Havre,fr Ligue 1,24-170,2000,21,14,1275,14.2,3,3,6,3,0,0,0,0,2.6,2.6,1.9,4.4,34,29,97,0.21,0.21,0.42,0.21,0.42,0.18,0.13,0.31,0.18,0.31,Matches
2392,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-051,1997,23,18,1573,17.5,1,1,2,1,0,0,5,0,1.9,1.9,0.8,2.8,16,82,36,0.06,0.06,0.11,0.06,0.11,0.11,0.05,0.16,0.11,0.16,Matches
2393,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-268,2002,12,11,1018,11.3,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,0,16,2,0.00,0.09,0.09,0.00,0.09,0.03,0.01,0.04,0.03,0.04,Matches
2394,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-268,2002,7,7,630,7.0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,2,14,0,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
2395,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-232,2000,16,11,1064,11.8,1,1,2,1,0,0,3,1,0.3,0.3,1.5,1.8,36,62,48,0.08,0.08,0.17,0.08,0.17,0.02,0.13,0.15,0.02,0.15,Matches
2396,Leonardo Spinazzola,it ITA,DFFW,Napoli,it Serie A,32-004,1993,20,11,972,10.8,1,1,2,1,0,0,1,0,0.4,0.4,2.3,2.7,58,50,56,0.09,0.09,0.19,0.09,0.19,0.04,0.21,0.25,0.04,0.25,Matches
2397,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-323,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2398,Anton Stach,de GER,MFDF,Hoffenheim,de Bundesliga,26-134,1998,22,21,1874,20.8,1,1,2,1,0,0,6,0,1.3,1.3,1.1,2.4,22,111,27,0.05,0.05,0.10,0.05,0.10,0.06,0.05,0.11,0.06,0.11,Matches
