,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
930,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27-274,1997,12.7,1241,37,183,684,379,11,1241,5,4,80.0,1,20.0,643,2799,1288,19,29,1,7,2,968,41,Matches
931,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,32-153,1992,19.6,838,28,165,255,425,80,838,19,5,26.3,12,63.2,450,2167,1068,50,21,17,43,11,532,169,Matches
932,Andrés García,es ESP,DFMF,Aston Villa,eng Premier League,22-050,2003,3.0,208,6,30,86,93,2,208,16,5,31.3,10,62.5,124,982,538,22,12,2,8,6,133,19,Matches
933,Eric García,es ESP,MFDF,Barcelona,es La Liga,24-079,2001,10.4,916,48,252,570,96,16,916,7,3,42.9,2,28.6,524,2430,1324,11,5,1,11,5,684,6,Matches
934,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,25-227,1999,15.6,1135,49,355,444,344,22,1135,13,5,38.5,8,61.5,615,2624,1459,41,25,10,13,6,725,102,Matches
935,Joan García,es ESP,GK,Espanyol,es La Liga,23-329,2001,27.0,929,787,926,3,1,1,929,0,0,,0,,528,3293,2184,0,0,0,2,0,334,0,Matches
936,Pablo Garcia,es ESP,FW,Betis,es La Liga,18-226,2006,0.3,13,0,3,5,6,2,13,2,1,50.0,1,50.0,8,72,33,1,0,1,2,0,8,5,Matches
937,Rubén García,es ESP,FWMF,Osasuna,es La Liga,31-258,1993,19.5,1075,27,157,484,446,47,1075,30,10,33.3,16,53.3,578,2554,1027,26,34,9,29,16,713,116,Matches
938,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-077,1996,5.6,371,6,71,175,128,14,371,9,4,44.4,5,55.6,180,787,299,11,3,1,10,7,232,69,Matches
939,Alejandro Garnacho,ar ARG,MFFW,Manchester Utd,eng Premier League,20-271,2004,18.2,834,12,102,278,468,126,834,65,18,27.7,41,63.1,592,4405,2155,96,47,49,46,37,625,212,Matches
940,James Garner,eng ENG,MFDF,Everton,eng Premier League,24-016,2001,9.6,522,24,127,253,147,8,522,11,5,45.5,6,54.5,246,1002,336,7,9,1,8,6,275,17,Matches
941,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,20-076,2005,10.4,609,70,288,304,22,6,609,0,0,,0,,275,1329,736,9,2,0,1,0,337,0,Matches
942,Federico Gatti,it ITA,DF,Juventus,it Serie A,26-278,1998,24.0,1667,165,772,848,62,27,1667,13,7,53.8,5,38.5,1152,7625,4077,24,14,1,12,8,1277,6,Matches
943,Gavi,es ESP,MFFW,Barcelona,es La Liga,20-236,2004,5.9,386,7,56,238,93,14,386,10,4,40.0,3,30.0,187,737,346,3,6,0,11,7,261,20,Matches
944,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-086,1992,27.5,1022,879,1017,5,0,0,1022,4,3,75.0,1,25.0,641,2987,1777,0,0,0,1,0,626,0,Matches
945,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,29-185,1995,2.4,143,4,26,97,21,4,143,2,1,50.0,1,50.0,83,287,124,2,2,0,5,1,90,1,Matches
946,Mory Gbane,ci CIV,DFMF,Reims,fr Ligue 1,24-094,2000,5.5,286,48,148,120,19,2,286,1,1,100.0,0,0.0,137,830,426,1,4,0,2,1,173,3,Matches
947,Yann Gboho,fr FRA,MFFW,Toulouse,fr Ligue 1,24-074,2001,19.2,723,4,67,291,383,103,723,103,45,43.7,54,52.4,527,3670,2167,90,54,28,51,43,543,151,Matches
948,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-142,1990,26.0,893,777,891,2,0,0,893,0,0,,0,,483,2357,1382,0,0,0,0,0,422,0,Matches
949,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,17-127,2007,0.2,6,0,0,3,3,1,6,1,0,0.0,1,100.0,5,18,4,0,0,0,1,0,5,3,Matches
950,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-254,2000,14.6,1063,48,320,643,109,15,1063,11,5,45.5,6,54.5,540,2027,1062,17,10,1,12,4,707,29,Matches
951,Dennis Geiger,de GER,MFFW,Hoffenheim,de Bundesliga,26-292,1998,5.6,289,9,52,174,64,5,289,4,3,75.0,1,25.0,172,866,424,9,8,2,5,4,207,14,Matches
952,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-281,2000,2.0,69,3,16,38,15,3,69,0,0,,0,,32,254,144,7,4,0,1,0,39,4,Matches
953,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24-281,2000,12.7,720,47,188,291,247,25,720,9,3,33.3,6,66.7,299,1332,742,21,11,6,17,8,354,74,Matches
954,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-312,1999,2.5,160,6,26,68,67,7,160,3,1,33.3,2,66.7,79,451,254,9,6,1,5,4,98,7,Matches
955,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-053,2006,1.0,51,0,9,12,31,8,51,4,3,75.0,1,25.0,36,342,206,9,1,5,1,0,41,16,Matches
956,Yannick Gerhardt,de GER,MFDF,Wolfsburg,de Bundesliga,31-016,1994,11.5,554,36,146,255,156,21,554,6,1,16.7,5,83.3,255,1041,422,11,11,5,15,2,305,47,Matches
957,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-265,2001,13.5,797,71,390,340,72,13,797,5,2,40.0,3,60.0,369,1535,746,5,4,0,5,2,465,16,Matches
958,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,22-082,2003,14.6,714,86,349,334,35,12,714,7,2,28.6,1,14.3,362,1748,809,6,7,0,4,2,408,3,Matches
959,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,31-136,1993,9.3,479,101,277,187,17,8,479,2,0,0.0,2,100.0,200,834,258,0,1,1,2,0,247,3,Matches
960,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,29-163,1995,21.8,1297,60,345,524,444,39,1297,52,21,40.4,27,51.9,582,2789,1530,35,28,7,42,8,686,105,Matches
961,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,25-061,2000,22.4,1200,27,147,592,481,78,1200,65,27,41.5,30,46.2,688,3876,1995,55,37,10,57,32,907,101,Matches
962,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,31-168,1993,3.8,207,26,91,103,13,7,207,1,1,100.0,0,0.0,94,365,181,1,1,0,1,0,136,3,Matches
963,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22-357,2002,15.6,708,45,170,378,172,32,708,44,15,34.1,21,47.7,370,2348,1027,30,21,7,33,14,423,39,Matches
964,Bryan Gil,es ESP,FWMF,Girona,es La Liga,24-046,2001,19.1,1019,9,110,356,568,82,1019,104,41,39.4,52,50.0,715,4663,2103,76,43,34,56,39,795,210,Matches
965,Mario Gila,es ESP,DF,Lazio,it Serie A,24-212,2000,24.2,1831,197,792,955,97,21,1831,12,3,25.0,6,50.0,1135,6579,3559,38,29,0,13,7,1313,9,Matches
966,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-291,2001,1.1,73,2,14,46,13,0,73,2,1,50.0,1,50.0,44,210,117,2,0,0,0,0,58,2,Matches
967,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-291,2001,7.4,561,19,125,341,96,1,561,7,5,71.4,2,28.6,294,1172,568,7,6,0,7,4,419,7,Matches
968,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28-038,1997,22.7,1297,156,740,531,42,17,1297,10,4,40.0,3,30.0,692,3147,1475,7,8,0,18,5,756,5,Matches
969,Santiago Giménez,mx MEX,FW,Milan,it Serie A,23-345,2001,5.6,141,11,18,57,67,21,141,15,5,33.3,10,66.7,74,359,183,11,3,4,15,1,88,26,Matches
970,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,20-348,2004,10.4,502,24,107,211,187,16,502,8,3,37.5,3,37.5,262,1095,521,11,6,4,14,7,297,34,Matches
971,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-069,1994,21.5,1404,160,679,658,73,37,1404,3,2,66.7,1,33.3,773,3917,2066,6,8,1,5,0,941,12,Matches
972,Jamie Gittens,eng ENG,FWMF,Dortmund,de Bundesliga,20-233,2004,17.9,788,8,76,263,473,104,788,160,76,47.5,65,40.6,559,4734,2659,106,50,59,44,29,583,160,Matches
973,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,29-258,1995,9.3,549,6,51,204,295,67,548,26,11,42.3,13,50.0,337,1901,980,37,16,16,15,4,421,114,Matches
974,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,27-073,1998,1.2,63,3,22,32,9,1,63,0,0,,0,,33,202,79,2,2,0,2,1,40,1,Matches
975,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,27-073,1998,0.3,12,0,2,9,1,1,12,0,0,,0,,6,11,2,0,0,0,1,0,8,1,Matches
976,Martial Godo,eng ENG,FW,Fulham,eng Premier League,22-015,2003,0.2,11,0,1,4,6,3,11,2,0,0.0,2,100.0,8,48,18,0,0,0,0,0,6,3,Matches
977,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-277,2004,21.6,960,91,508,429,34,6,960,8,2,25.0,4,50.0,445,2082,893,8,10,2,13,4,540,3,Matches
978,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-147,1993,20.1,1236,117,607,541,93,15,1236,6,3,50.0,3,50.0,732,3916,1963,15,10,0,7,6,820,7,Matches
979,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,30-011,1995,7.0,269,220,268,1,0,0,269,0,0,,0,,131,705,467,0,0,0,0,0,140,0,Matches
980,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,28-303,1996,12.6,825,7,102,436,300,31,825,36,22,61.1,11,30.6,498,2916,1494,38,36,9,27,16,559,72,Matches
981,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-242,1993,9.7,785,22,120,484,185,8,785,17,6,35.3,11,64.7,452,1531,712,11,16,0,16,14,604,20,Matches
982,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-210,2000,8.2,410,2,40,224,150,18,409,10,5,50.0,4,40.0,249,1322,668,15,17,3,11,3,330,47,Matches
983,João Gomes,br BRA,MF,Wolves,eng Premier League,24-045,2001,25.0,1478,55,322,815,358,31,1478,41,19,46.3,16,39.0,750,4354,2090,43,38,5,29,41,979,57,Matches
984,Rodrigo Gomes,pt POR,DFFW,Wolves,eng Premier League,21-265,2003,6.3,297,22,70,105,125,22,297,11,3,27.3,6,54.5,147,982,586,17,11,7,14,6,173,57,Matches
985,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-072,1999,20.0,1373,170,655,661,73,11,1373,21,15,71.4,4,19.0,780,3927,2167,18,14,0,14,11,913,11,Matches
986,Carlos Gómez,co COL,MFFW,Rennes,fr Ligue 1,22-198,2002,3.5,161,4,14,66,83,11,161,19,8,42.1,11,57.9,109,534,240,8,3,4,10,6,115,42,Matches
987,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-242,1998,5.9,137,4,12,49,78,22,137,10,3,30.0,7,70.0,71,319,103,3,4,2,11,8,90,24,Matches
988,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-002,2003,2.8,219,11,52,122,47,3,219,10,5,50.0,5,50.0,105,408,203,5,2,0,3,6,126,7,Matches
989,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27-310,1997,5.8,481,54,183,264,37,5,481,0,0,,0,,303,1638,947,5,2,1,1,2,335,2,Matches
990,Moi Gómez,es ESP,MFFW,Osasuna,es La Liga,30-279,1994,7.7,491,3,81,291,123,7,491,23,12,52.2,10,43.5,303,1312,420,11,8,1,8,8,341,13,Matches
991,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,33-001,1992,7.2,415,63,278,129,8,4,415,0,0,,0,,222,851,376,0,0,0,1,0,291,1,Matches
992,Sergio Gómez,es ESP,MFDF,Real Sociedad,es La Liga,24-206,2000,23.2,1380,29,226,628,545,30,1380,41,20,48.8,18,43.9,677,3602,1538,36,34,3,34,12,828,119,Matches
993,Unai Gómez,es ESP,MFFW,Athletic Club,es La Liga,21-308,2003,9.0,289,10,40,140,113,15,289,21,9,42.9,8,38.1,146,755,380,11,9,2,15,16,173,32,Matches
994,Tidiam Gomis,fr FRA,MF,RB Leipzig,de Bundesliga,18-233,2006,0.1,7,0,2,2,4,1,7,1,1,100.0,0,0.0,3,88,65,1,1,1,0,0,5,0,Matches
995,Fabio González,es ESP,MF,Las Palmas,es La Liga,28-045,1997,0.6,57,1,5,41,11,2,57,0,0,,0,,37,178,85,0,0,0,1,0,42,0,Matches
996,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-085,2002,4.3,378,8,60,238,81,5,378,4,1,25.0,2,50.0,231,1014,415,5,6,1,5,4,288,8,Matches
997,Nicolás González,ar ARG,FW,Juventus,it Serie A,26-357,1998,12.0,514,25,82,217,220,42,514,28,7,25.0,16,57.1,258,1417,601,19,20,8,27,9,363,79,Matches
998,Peter González,do DOM,MFFW,Getafe,es La Liga,22-247,2002,3.7,129,3,17,47,68,10,129,12,2,16.7,8,66.7,70,316,73,3,2,2,12,9,77,24,Matches
999,Urko González,es ESP,MF,Espanyol,es La Liga,24-009,2001,4.7,176,27,66,101,12,2,176,6,2,33.3,4,66.7,76,465,199,2,2,1,8,4,76,0,Matches
1000,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-009,2001,0.5,20,2,7,10,3,1,20,0,0,,0,,12,41,5,0,0,0,1,2,18,0,Matches
1001,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-033,2001,23.4,1100,16,110,413,595,122,1098,93,35,37.6,42,45.2,710,5230,2813,104,52,54,28,34,787,187,Matches
1002,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-051,1995,11.9,1117,32,172,708,243,22,1117,8,7,87.5,1,12.5,654,3596,1922,30,34,3,4,4,863,23,Matches
1003,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,34-236,1990,9.0,327,246,323,4,0,0,327,1,1,100.0,0,0.0,184,924,590,0,0,0,0,0,155,0,Matches
1004,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28-237,1996,11.2,751,26,171,408,177,8,751,7,3,42.9,4,57.1,311,1183,499,14,12,2,11,12,407,38,Matches
1005,Robin Gosens,de GER,DF,Fiorentina,it Serie A,30-267,1994,22.9,1334,70,452,588,304,44,1334,8,3,37.5,4,50.0,659,2870,1451,26,16,1,22,3,793,65,Matches
1006,Robin Gosens,de GER,DF,Union Berlin,de Bundesliga,30-267,1994,1.0,51,1,12,20,19,1,51,0,0,,0,,17,61,37,1,2,0,2,0,26,5,Matches
1007,Mario Götze,de GER,MFFW,Eint Frankfurt,de Bundesliga,32-299,1992,15.0,854,12,139,421,305,31,854,20,7,35.0,12,60.0,540,2187,1067,24,22,4,22,21,611,80,Matches
1008,Amine Gouiri,dz ALG,FWMF,Marseille,fr Ligue 1,25-041,2000,6.1,282,3,9,87,189,49,282,10,3,30.0,7,70.0,154,663,333,13,7,8,12,9,208,61,Matches
1009,Amine Gouiri,dz ALG,MFFW,Rennes,fr Ligue 1,25-041,2000,11.5,474,5,43,220,217,47,474,33,15,45.5,16,48.5,266,1398,692,22,9,11,20,21,354,63,Matches
1010,Lucas Gourna-Douath,fr FRA,MF,Roma,it Serie A,21-236,2003,1.5,96,0,12,59,25,2,96,1,0,0.0,1,100.0,47,194,90,2,1,0,0,2,72,6,Matches
1011,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,33-262,1991,24.7,1521,190,699,722,115,29,1520,10,6,60.0,4,40.0,852,4541,2515,17,17,1,14,5,903,13,Matches
1012,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-080,1999,20.7,865,594,842,23,0,0,865,1,1,100.0,0,0.0,505,2213,1355,0,0,0,0,0,506,0,Matches
1013,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-125,1992,17.5,1122,102,449,608,68,13,1122,5,2,40.0,3,60.0,601,2557,1359,10,12,0,9,3,739,3,Matches
1014,José Gragera,es ESP,MF,Espanyol,es La Liga,24-119,2000,6.3,284,13,74,190,21,4,284,4,1,25.0,2,50.0,119,457,216,1,0,0,3,1,164,3,Matches
1015,Samuel Grandsir,fr FRA,MFFW,Le Havre,fr Ligue 1,28-227,1996,0.9,42,0,4,22,16,0,42,2,0,0.0,2,100.0,24,182,102,5,0,0,0,1,23,5,Matches
1016,Alberto Grassi,it ITA,MF,Empoli,it Serie A,30-022,1995,16.9,762,55,226,441,105,13,762,7,3,42.9,3,42.9,336,1564,625,12,9,1,16,14,400,12,Matches
1017,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,22-317,2002,27.5,1810,94,386,1061,387,20,1810,59,29,49.2,21,35.6,1082,5682,2922,54,56,7,40,17,1288,44,Matches
1018,Archie Gray,eng ENG,DFMF,Tottenham,eng Premier League,19-017,2006,13.8,1039,133,523,468,57,1,1039,8,4,50.0,3,37.5,737,3334,1383,4,5,0,6,8,792,7,Matches
1019,Jack Grealish,eng ENG,FWMF,Manchester City,eng Premier League,29-200,1995,6.8,439,12,34,132,277,65,439,25,13,52.0,8,32.0,323,2560,1591,66,18,45,8,12,358,111,Matches
1020,Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,24-198,2000,18.5,1064,222,582,426,60,15,1064,2,1,50.0,1,50.0,503,2156,909,6,8,0,7,2,673,4,Matches
1021,Mason Greenwood,eng ENG,FWMF,Marseille,fr Ligue 1,23-179,2001,23.3,1347,4,87,572,702,112,1341,103,46,44.7,48,46.6,918,5428,2845,96,62,52,40,35,1112,225,Matches
1022,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,30-345,1994,5.2,168,6,19,75,75,28,168,6,3,50.0,3,50.0,76,349,173,6,1,3,11,8,119,27,Matches
1023,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,27-357,1997,23.0,828,679,819,9,0,0,828,2,2,100.0,0,0.0,482,2333,1307,0,0,0,1,0,401,0,Matches
1024,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,34-008,1991,22.4,1337,26,179,592,579,75,1335,25,11,44.0,13,52.0,728,3135,1569,37,40,5,33,17,995,135,Matches
1025,Vincenzo Grifo,it ITA,FWMF,Freiburg,de Bundesliga,31-356,1993,20.1,1371,27,197,729,453,50,1368,38,21,55.3,16,42.1,732,3781,1892,42,28,15,27,13,949,110,Matches
1026,Florian Grillitsch,at AUT,MF,Valladolid,es La Liga,29-234,1995,3.4,203,9,48,132,29,3,203,9,6,66.7,2,22.2,112,654,330,3,2,0,3,3,136,3,Matches
1027,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,29-234,1995,6.7,488,29,140,263,92,3,488,12,5,41.7,6,50.0,270,1348,585,4,8,0,5,10,330,4,Matches
1028,Álex Grimaldo,es ESP,DFMF,Leverkusen,de Bundesliga,29-190,1995,23.2,1891,43,271,714,920,75,1891,41,16,39.0,21,51.2,1066,4745,2559,69,43,19,45,11,1342,213,Matches
1029,Pascal Groß,de GER,MFDF,Dortmund,de Bundesliga,33-287,1991,20.1,1779,46,326,956,508,40,1779,8,2,25.0,6,75.0,952,4204,1983,33,35,3,20,6,1265,102,Matches
1030,Brajan Gruda,de GER,FWMF,Brighton,eng Premier League,20-302,2004,4.3,204,4,28,67,110,24,204,18,7,38.9,7,38.9,120,862,410,14,16,9,7,17,132,41,Matches
1031,Marco Grüll,at AUT,FWMF,Werder Bremen,de Bundesliga,26-266,1998,11.4,415,3,35,181,206,48,415,33,11,33.3,19,57.6,267,1368,502,19,16,8,35,36,304,77,Matches
1032,Albert Grønbaek,dk DEN,FWMF,Southampton,eng Premier League,23-310,2001,1.6,38,2,9,14,15,2,38,4,0,0.0,4,100.0,18,79,15,1,0,1,5,4,21,3,Matches
1033,Albert Grønbaek,dk DEN,MFFW,Rennes,fr Ligue 1,23-310,2001,9.0,386,5,48,146,198,41,386,37,11,29.7,24,64.9,218,1166,619,23,15,12,33,15,250,58,Matches
1034,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,38-078,1987,24.0,730,658,726,4,0,0,730,0,0,,0,,396,2024,1238,0,0,0,2,0,304,0,Matches
1035,Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,33-304,1991,3.5,107,3,9,42,56,18,107,2,0,0.0,2,100.0,70,211,85,1,3,1,8,4,82,17,Matches
1036,Nemanja Gudelj,rs SRB,DFMF,Sevilla,es La Liga,33-133,1991,20.8,1293,102,535,647,117,3,1293,5,3,60.0,1,20.0,575,2421,1088,10,4,0,14,3,804,5,Matches
1037,Gabriel Gudmundsson,se SWE,DF,Lille,fr Ligue 1,25-334,1999,17.4,1099,61,277,478,354,33,1099,45,18,40.0,22,48.9,626,4265,2320,66,37,8,17,18,730,103,Matches
1038,Gonçalo Guedes,pt POR,MFFW,Wolves,eng Premier League,28-120,1996,8.6,366,4,42,161,176,28,366,20,5,25.0,11,55.0,223,1693,878,31,19,5,33,14,247,58,Matches
1039,Axel Gueguin,fr FRA,FW,Montpellier,fr Ligue 1,20-005,2005,0.3,9,0,2,3,4,1,9,1,0,0.0,1,100.0,2,4,1,0,0,0,1,0,4,1,Matches
1040,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,24-259,2000,27.0,1678,258,868,717,103,23,1678,14,11,78.6,2,14.3,880,4464,2300,15,13,1,14,12,1024,8,Matches
1041,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,25-349,1999,28.3,1845,57,310,1172,385,29,1845,22,15,68.2,7,31.8,1167,7432,4185,74,60,7,19,13,1396,45,Matches
1042,Javier Guerra,es ESP,MF,Valencia,es La Liga,22-087,2003,20.4,1145,38,226,641,298,34,1145,55,23,41.8,29,52.7,634,3397,1738,32,31,10,42,44,773,60,Matches
1043,Raphaël Guerreiro,pt POR,DFMF,Bayern Munich,de Bundesliga,31-097,1993,13.8,1180,26,204,544,439,43,1180,17,8,47.1,8,47.1,638,2758,1362,31,28,5,15,12,884,95,Matches
1044,Evann Guessand,ci CIV,FWMF,Nice,fr Ligue 1,23-271,2001,24.7,791,15,85,362,369,111,791,86,41,47.7,40,46.5,491,3425,2021,77,43,25,62,59,586,141,Matches
1045,Ander Guevara,es ESP,MF,Alavés,es La Liga,27-265,1997,16.8,949,50,219,596,139,9,949,14,8,57.1,5,35.7,403,1827,909,11,13,0,14,15,512,13,Matches
1046,Pape Gueye,sn SEN,MF,Villarreal,es La Liga,26-064,1999,19.6,1144,50,257,654,245,50,1144,29,8,27.6,15,51.7,661,3221,1721,33,24,7,31,18,799,58,Matches
1047,Morgan Guilavogui,gn GUI,FWMF,St. Pauli,de Bundesliga,27-019,1998,14.5,645,24,89,289,275,71,645,37,16,43.2,17,45.9,285,1530,709,28,21,16,42,19,424,95,Matches
1048,Frederic Guilbert,fr FRA,DF,Lecce,it Serie A,30-095,1994,21.2,1290,89,454,627,234,4,1290,33,16,48.5,12,36.4,544,3058,1631,37,27,2,21,6,620,37,Matches
1049,Luis Guilherme,br BRA,MFFW,West Ham,eng Premier League,19-048,2006,0.6,44,3,12,11,21,2,44,4,0,0.0,2,50.0,19,152,73,1,2,1,1,0,26,6,Matches
1050,Hugo Guillamón,es ESP,MF,Valencia,es La Liga,25-057,2000,4.0,227,13,62,128,37,1,227,2,1,50.0,1,50.0,85,364,129,0,1,0,3,3,146,5,Matches
1051,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,27-133,1997,26.9,1638,60,359,855,441,44,1638,61,26,42.6,19,31.1,1087,5968,2567,39,30,7,44,68,1232,63,Matches
1052,Carlos Guirao,es ESP,MF,Betis,es La Liga,21-336,2003,1.2,60,3,14,38,10,1,60,1,1,100.0,0,0.0,28,134,60,1,1,0,1,2,34,2,Matches
1053,Bahereba Guirassy,fr FRA,FWMF,Nantes,fr Ligue 1,18-212,2006,3.5,176,5,29,70,80,15,176,25,9,36.0,15,60.0,101,646,312,13,12,4,9,12,105,32,Matches
1054,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29-017,1996,22.7,715,33,57,371,291,124,713,25,7,28.0,13,52.0,390,1622,549,16,14,10,60,25,561,103,Matches
1055,Marc Guiu,es ESP,FW,Chelsea,eng Premier League,19-084,2006,0.8,22,0,2,8,12,3,22,1,0,0.0,1,100.0,12,30,8,0,0,0,2,0,12,3,Matches
1056,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,34-327,1990,24.5,817,672,801,17,0,0,817,0,0,,0,,439,1981,1030,0,0,0,1,0,351,0,Matches
1057,Arda Güler,tr TUR,MFFW,Real Madrid,es La Liga,20-032,2005,7.2,507,12,74,211,227,28,507,27,11,40.7,11,40.7,327,1659,817,18,19,6,12,7,387,51,Matches
1058,Gerard Gumbau,es ESP,MF,Rayo Vallecano,es La Liga,30-101,1994,6.8,362,16,77,191,95,8,362,4,2,50.0,2,50.0,190,621,251,2,6,0,5,2,233,19,Matches
1059,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,26-298,1998,1.6,94,8,27,33,34,2,94,4,1,25.0,2,50.0,43,187,83,3,2,0,2,1,45,6,Matches
1060,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,34-156,1990,17.1,1338,33,210,641,504,48,1338,24,13,54.2,6,25.0,788,4403,2067,40,40,7,19,15,1052,63,Matches
1061,Christian Günter,de GER,DF,Freiburg,de Bundesliga,32-029,1993,23.8,1202,58,337,476,393,25,1202,7,3,42.9,4,57.1,518,1936,889,17,16,6,13,4,704,101,Matches
1062,Jon Guridi,es ESP,MFFW,Alavés,es La Liga,30-029,1995,16.3,673,14,92,363,224,40,672,16,6,37.5,8,50.0,338,1904,846,20,21,2,24,13,418,60,Matches
1063,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,28-198,1996,15.2,469,17,44,234,194,63,469,12,6,50.0,6,50.0,200,788,243,5,7,2,32,16,306,46,Matches
1064,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,21-314,2003,17.2,1339,46,331,650,367,36,1339,12,3,25.0,9,75.0,728,3674,1832,39,31,5,13,14,894,73,Matches
1065,Miguel Gutiérrez,es ESP,DFMF,Girona,es La Liga,23-245,2001,23.5,1519,56,319,578,636,43,1519,43,21,48.8,20,46.5,863,4696,2012,54,39,8,30,19,1017,178,Matches
1066,Albert Guðmundsson,is ISL,MFFW,Fiorentina,it Serie A,27-287,1997,9.5,390,6,52,201,142,21,388,14,6,42.9,3,21.4,239,1513,658,22,14,4,19,9,271,35,Matches
1067,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,23-065,2002,27.4,2304,99,554,1081,690,79,2304,38,22,57.9,13,34.2,1453,7632,4264,73,84,13,20,14,1661,95,Matches
1068,Emmanuel Gyasi,gh GHA,DFFW,Empoli,it Serie A,31-077,1994,28.1,1103,78,282,562,270,39,1103,28,17,60.7,9,32.1,453,1972,697,18,11,7,42,22,540,86,Matches
1069,Christian Gytkjær,dk DEN,FW,Venezia,it Serie A,34-327,1990,3.8,120,6,9,63,49,12,119,0,0,,0,,69,212,55,2,2,2,11,5,92,23,Matches
