,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1378,Moritz-Broni Kwarteng,gh GHA,MFFW,Bochum,de Bundesliga,26-335,1998,1.9,78,76,2,0,0,0,1,2,0,0,0,0,62,0,7,Matches
1379,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,29-052,1996,24.4,1102,813,285,32,2,2,142,216,37,13,19,0,809,4,32,Matches
1380,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26-310,1998,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1381,Rémy Labeau Lascary,gp GLP,FWMF,Lens,fr Ligue 1,22-026,2003,7.1,174,167,5,0,1,1,19,1,0,0,0,0,127,2,3,Matches
1382,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30-330,1994,14.1,347,326,20,0,2,2,19,0,0,0,0,0,239,1,13,Matches
1383,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,25-170,1999,15.0,504,361,141,36,0,0,0,0,0,0,0,0,354,2,1,Matches
1384,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-305,1991,17.3,426,401,22,0,4,6,17,1,0,0,0,0,297,3,18,Matches
1385,Younes Lachaab,fr FRA,MFFW,Lille,fr Ligue 1,20-082,2005,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
1386,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24-357,2000,24.9,1096,1064,32,28,2,6,6,2,0,0,0,0,895,0,11,Matches
1387,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,26-065,1999,12.0,367,278,88,31,0,1,0,0,0,0,0,0,256,1,1,Matches
1388,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,21-004,2004,1.5,143,141,2,2,1,1,0,0,0,0,0,0,129,0,0,Matches
1389,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27-306,1997,11.7,721,654,66,5,2,1,16,61,0,0,0,0,632,1,21,Matches
1390,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,32-214,1992,6.1,361,302,58,3,2,0,20,55,0,0,0,0,286,1,5,Matches
1391,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,33-177,1991,22.8,1372,1136,234,45,4,10,101,178,10,3,5,0,1048,2,34,Matches
1392,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36-323,1988,4.0,260,255,4,3,1,0,4,0,0,0,0,0,221,1,3,Matches
1393,Mathis Lambourde,fr FRA,FWMF,Hellas Verona,it Serie A,19-079,2006,0.6,14,12,1,0,0,0,1,0,0,0,0,0,9,1,0,Matches
1394,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26-298,1998,3.4,58,49,9,0,0,0,0,0,0,0,0,0,41,0,2,Matches
1395,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,24-180,2000,8.5,381,316,64,5,0,1,24,58,1,1,0,0,314,1,4,Matches
1396,Will Lankshear,eng ENG,FWMF,Tottenham,eng Premier League,19-343,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1397,Gianluca Lapadula,pe PER,FWMF,Cagliari,it Serie A,35-050,1990,3.4,63,60,3,0,0,0,3,0,0,0,0,0,38,0,4,Matches
1398,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29-346,1995,13.8,224,218,5,0,0,0,3,2,0,0,0,0,151,1,8,Matches
1399,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,28-034,1997,25.0,893,667,224,74,0,0,0,0,0,0,0,0,579,2,0,Matches
1400,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20-275,2004,19.7,938,918,19,16,0,5,5,3,0,0,0,0,824,1,13,Matches
1401,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,24-006,2001,8.1,144,129,14,1,1,1,4,0,0,0,0,0,83,1,1,Matches
1402,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-128,1997,4.0,199,158,39,1,0,0,17,38,0,0,0,0,145,2,4,Matches
1403,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-082,2004,6.0,293,290,2,2,3,2,0,0,0,0,0,0,269,1,1,Matches
1404,Valentino Lazaro,at AUT,DFFW,Torino,it Serie A,29-005,1996,21.7,1009,840,166,20,0,0,123,99,47,26,18,0,757,3,23,Matches
1405,Darko Lazović,rs SRB,DFFW,Hellas Verona,it Serie A,34-195,1990,15.5,470,405,63,2,2,0,70,49,12,8,3,0,290,2,22,Matches
1406,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-120,1993,13.8,676,563,112,14,1,1,85,98,0,0,0,0,535,1,20,Matches
1407,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,27-238,1997,12.8,708,673,33,27,1,11,6,1,0,0,0,0,608,2,1,Matches
1408,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26-342,1998,1.1,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1409,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,25-054,2000,3.5,263,247,15,9,1,2,7,2,3,2,1,0,226,1,1,Matches
1410,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-138,1996,16.3,879,859,20,15,0,3,1,4,0,0,0,0,791,0,3,Matches
1411,Nicola Leali,it ITA,GK,Genoa,it Serie A,32-040,1993,22.0,711,484,225,67,0,1,0,0,0,0,0,0,510,2,1,Matches
1412,Rafael Leão,pt POR,FW,Milan,it Serie A,25-292,1999,20.7,692,664,26,3,8,4,49,15,8,0,0,0,519,2,19,Matches
1413,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33-337,1991,22.0,791,568,222,73,0,1,0,0,0,0,0,0,525,1,1,Matches
1414,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-308,1993,10.1,631,607,21,14,4,10,15,5,2,2,0,0,537,3,11,Matches
1415,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-232,1993,26.0,1358,1277,73,66,4,7,11,5,0,0,0,0,1122,8,18,Matches
1416,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-065,1999,23.6,1249,1172,71,32,0,7,8,26,0,0,0,0,984,6,15,Matches
1417,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-315,1998,7.5,370,340,30,5,0,0,3,15,0,0,0,0,289,0,2,Matches
1418,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-313,1991,27.9,1534,1447,85,67,0,25,5,4,0,0,0,0,1277,2,15,Matches
1419,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-079,2004,3.6,160,157,3,1,0,0,0,2,0,0,0,0,138,0,0,Matches
1420,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31-329,1993,6.3,338,271,65,8,0,0,12,57,0,0,0,0,261,2,4,Matches
1421,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-244,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1422,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-137,1995,0.4,16,12,4,3,0,0,2,1,0,0,0,0,13,0,0,Matches
1423,Félix Lemaréchal,fr FRA,MFFW,Strasbourg,fr Ligue 1,21-234,2003,14.4,467,442,21,5,4,0,11,3,4,3,1,0,364,4,17,Matches
1424,Mario Lemina,ga GAB,MFDF,Wolves,eng Premier League,31-209,1993,15.2,613,582,26,9,6,4,10,9,0,0,0,0,493,5,7,Matches
1425,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-285,1995,15.3,910,884,25,23,0,11,1,1,0,0,0,0,791,1,11,Matches
1426,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-025,1992,29.0,1094,906,187,61,0,0,0,0,0,0,0,0,889,1,1,Matches
1427,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-146,1992,24.0,847,592,253,99,0,3,0,1,0,0,0,0,480,2,0,Matches
1428,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-098,2006,7.5,397,365,32,18,0,2,2,11,0,0,0,0,354,0,2,Matches
1429,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24-345,2000,10.3,203,193,8,0,1,2,10,1,0,0,0,0,138,2,8,Matches
1430,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-158,2002,18.5,592,574,17,3,2,0,13,5,1,1,0,0,470,1,26,Matches
1431,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,30-155,1994,17.1,773,728,38,10,4,5,5,27,0,0,0,0,579,7,12,Matches
1432,Louis Leroux,fr FRA,MFDF,Nantes,fr Ligue 1,19-065,2006,4.7,140,136,4,1,0,0,5,3,0,0,0,0,112,0,5,Matches
1433,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-220,1988,23.5,438,424,10,1,3,6,4,0,0,0,0,0,325,4,19,Matches
1434,Jamie Leweling,de GER,MFFW,Stuttgart,de Bundesliga,24-031,2001,14.4,465,447,13,1,2,1,48,12,0,0,0,0,334,5,25,Matches
1435,Rico Lewis,eng ENG,DFMF,Manchester City,eng Premier League,20-128,2004,18.9,1139,1028,111,22,3,0,3,89,0,0,0,0,1048,0,17,Matches
1436,Keane Lewis-Potter,eng ENG,DFFW,Brentford,eng Premier League,24-035,2001,26.3,965,847,111,8,2,7,58,101,1,0,0,0,754,7,23,Matches
1437,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-184,2006,8.5,414,337,73,7,3,1,4,66,0,0,0,0,377,4,1,Matches
1438,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,25-015,2000,0.6,24,22,2,2,0,0,0,0,0,0,0,0,23,0,0,Matches
1439,Mattia Liberali,it ITA,MF,Milan,it Serie A,17-357,2007,0.7,31,31,0,0,0,0,2,0,0,0,0,0,24,0,2,Matches
1440,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28-261,1996,23.0,1759,1647,106,43,0,14,4,9,0,0,0,0,1534,6,10,Matches
1441,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-229,1999,22.2,1293,1265,25,18,0,9,6,0,0,0,0,0,1163,3,11,Matches
1442,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18-271,2006,0.8,38,31,7,0,0,0,5,7,0,0,0,0,28,0,2,Matches
1443,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30-255,1994,2.7,85,83,2,1,0,0,1,1,0,0,0,0,77,0,1,Matches
1444,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,25-028,2000,13.8,428,383,42,11,1,0,71,6,25,12,8,2,297,3,18,Matches
1445,Karol Linetty,pl POL,MF,Torino,it Serie A,30-055,1995,14.2,482,461,20,13,1,2,4,0,2,2,0,0,406,1,8,Matches
1446,Samuel Lino,br BRA,MFDF,Atlético Madrid,es La Liga,25-096,1999,13.4,646,619,27,3,1,3,30,22,2,0,0,0,510,0,28,Matches
1447,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,27-228,1997,5.9,300,263,36,1,0,0,13,35,0,0,0,0,242,1,11,Matches
1448,Dailon Livramento,cv CPV,FWMF,Hellas Verona,it Serie A,23-329,2001,8.7,135,133,2,0,0,2,16,0,0,0,0,0,69,0,13,Matches
1449,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-137,2002,21.6,1134,935,196,14,0,0,32,181,1,0,0,0,960,3,19,Matches
1450,Marin Ljubicic,hr CRO,FWMF,Union Berlin,de Bundesliga,23-029,2002,1.5,29,26,3,0,0,0,0,0,0,0,0,0,18,0,3,Matches
1451,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,22-199,2002,0.6,24,24,0,0,0,0,4,0,0,0,0,0,20,0,0,Matches
1452,Diego Llorente,es ESP,DF,Betis,es La Liga,31-225,1993,26.4,1499,1441,55,49,0,11,1,5,0,0,0,0,1295,3,9,Matches
1453,Marcos Llorente,es ESP,DFMF,Atlético Madrid,es La Liga,30-058,1995,17.9,980,856,119,6,1,2,39,113,0,0,0,0,830,5,26,Matches
1454,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-254,1995,25.0,1224,1184,36,29,0,5,2,4,0,0,0,0,1068,4,6,Matches
1455,Giovani Lo Celso,ar ARG,MFFW,Betis,es La Liga,28-354,1996,11.5,679,561,118,55,8,6,78,8,52,26,19,0,521,0,17,Matches
1456,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-124,1994,23.7,1399,1366,30,30,3,7,2,0,0,0,0,0,1263,3,9,Matches
1457,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-080,1998,22.7,1792,1716,72,65,1,23,15,4,3,0,2,0,1583,4,12,Matches
1458,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-065,1996,7.7,286,283,3,3,1,1,5,0,0,0,0,0,253,0,2,Matches
1459,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-327,2004,0.3,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1460,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-122,2000,5.6,317,309,8,3,0,1,9,0,5,2,1,1,266,0,8,Matches
1461,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-150,1997,8.3,324,320,3,1,2,3,5,0,1,0,0,1,273,1,11,Matches
1462,Ademola Lookman,ng NGA,FWMF,Atalanta,it Serie A,27-160,1997,18.3,692,619,70,4,2,1,81,7,59,26,19,0,508,3,28,Matches
1463,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-179,1990,11.0,354,241,113,53,0,1,0,0,0,0,0,0,209,0,0,Matches
1464,David López,es ESP,DF,Girona,es La Liga,35-171,1989,21.8,1653,1575,75,52,0,14,3,4,0,0,0,0,1508,3,7,Matches
1465,Diego López,es ESP,MFFW,Valencia,es La Liga,22-320,2002,22.3,676,640,34,0,3,2,56,32,0,0,0,0,477,2,41,Matches
1466,Fer López,,FWMF,Celta Vigo,es La Liga,,,2.8,96,96,0,0,3,0,0,0,0,0,0,0,84,0,0,Matches
1467,Fermin López,es ESP,MFFW,Barcelona,es La Liga,21-322,2003,7.9,364,353,10,2,4,2,18,1,6,2,0,0,302,1,6,Matches
1468,Javi López,es ESP,DF,Real Sociedad,es La Liga,23-004,2002,16.7,809,605,203,17,0,7,40,186,0,0,0,0,641,1,22,Matches
1469,Pau López,es ESP,GK,Girona,es La Liga,30-106,1994,0.5,24,16,8,1,0,0,0,0,0,0,0,0,18,0,0,Matches
1470,Roberto López,es ESP,MF,Leganés,es La Liga,24-339,2000,4.4,205,174,27,13,0,3,23,1,11,6,3,0,152,4,5,Matches
1471,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-150,1995,12.8,825,786,37,13,3,5,15,10,8,3,2,0,697,2,10,Matches
1472,Iker Losada,es ESP,FWMF,Celta Vigo,es La Liga,23-240,2001,2.6,92,91,0,0,0,2,4,0,0,0,0,0,70,1,4,Matches
1473,Iker Losada,es ESP,MFFW,Betis,es La Liga,23-240,2001,3.7,142,141,1,1,2,1,4,0,0,0,0,0,107,0,6,Matches
1474,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,39-019,1986,12.0,386,377,8,8,0,1,4,0,0,0,0,0,294,1,7,Matches
1475,Jordan Lotomba,ch SUI,MFDF,Nice,fr Ligue 1,26-181,1998,0.4,21,19,2,0,0,0,2,2,0,0,0,0,17,0,0,Matches
1476,Tom Louchet,fr FRA,DFMF,Nice,fr Ligue 1,21-329,2003,7.7,399,323,73,12,0,0,33,53,8,3,4,0,323,3,10,Matches
1477,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-001,1998,21.3,794,711,81,34,3,5,73,9,38,2,24,0,630,2,16,Matches
1478,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-174,1999,15.7,613,573,39,25,3,8,15,4,10,2,5,0,512,1,11,Matches
1479,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-200,2000,21.9,324,288,36,0,1,3,5,0,0,0,0,0,206,0,8,Matches
1480,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-276,1998,21.9,1573,1493,79,46,0,12,3,4,0,0,0,0,1433,1,6,Matches
1481,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-201,2003,1.4,166,158,7,2,0,0,0,1,0,0,0,0,152,1,1,Matches
1482,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-308,1995,12.7,647,541,104,5,1,2,58,99,0,0,0,0,498,2,12,Matches
1483,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-083,1990,5.3,275,257,17,6,0,1,0,10,0,0,0,0,233,1,1,Matches
1484,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-324,1998,5.4,411,376,34,13,0,4,23,4,17,5,11,0,356,1,1,Matches
1485,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-320,1993,23.3,385,348,37,1,5,0,2,0,0,0,0,0,274,0,16,Matches
1486,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-102,2002,11.4,826,792,33,12,0,7,5,19,0,0,0,0,725,1,9,Matches
1487,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-186,1997,26.0,809,728,77,18,5,7,103,5,53,39,9,0,597,4,24,Matches
1488,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-228,1996,19.3,965,892,72,31,1,3,49,1,37,11,20,0,848,1,18,Matches
1489,Milos Lukovic,rs SRB,FWMF,Strasbourg,fr Ligue 1,19-131,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1490,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,30-042,1995,3.0,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0,Matches
1491,Daniel Luna,co COL,MF,Mallorca,es La Liga,21-326,2003,0.2,13,11,2,0,0,0,3,1,1,1,0,0,8,0,0,Matches
1492,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,26-046,1999,4.0,147,114,33,5,0,1,0,0,0,0,0,0,125,0,1,Matches
1493,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-185,1992,2.0,53,51,1,1,0,0,1,0,0,0,0,0,39,1,1,Matches
1494,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28-204,1996,29.0,1327,1268,56,38,1,1,7,7,0,0,0,0,1121,3,10,Matches
1495,Zito Luvumbo,ao ANG,FWMF,Cagliari,it Serie A,23-020,2002,12.3,229,216,13,1,0,0,47,3,2,1,0,0,136,0,13,Matches
1496,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-158,1993,9.6,593,464,126,37,0,11,82,65,24,6,17,0,426,3,17,Matches
1497,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-038,1999,22.6,1007,966,36,31,2,3,4,1,0,0,0,0,832,5,13,Matches
1498,Mathias Løvik,no NOR,DFFW,Parma,it Serie A,21-113,2003,0.9,51,44,6,0,0,0,3,6,0,0,0,0,38,1,2,Matches
1499,Othmane Maamma,ma MAR,FWMF,Montpellier,fr Ligue 1,19-174,2005,1.9,45,42,3,0,0,0,7,3,0,0,0,0,29,0,1,Matches
1500,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-019,2002,6.9,440,374,66,10,1,0,35,52,4,2,0,0,358,0,17,Matches
1501,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-095,1998,23.5,1227,1158,65,22,4,3,43,8,35,15,13,0,1045,4,26,Matches
1502,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,31-208,1993,15.1,684,572,111,5,0,0,42,101,5,3,0,0,570,1,10,Matches
1503,Shuto Machino,jp JPN,FWMF,Holstein Kiel,de Bundesliga,25-180,1999,15.3,504,404,97,4,1,0,24,72,7,4,2,0,324,3,21,Matches
1504,Darwin Machís,ve VEN,FWMF,Valladolid,es La Liga,32-050,1993,4.8,170,145,25,7,0,2,38,1,17,9,3,0,104,0,6,Matches
1505,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-179,1998,5.8,312,268,43,5,0,1,20,38,0,0,0,0,230,1,8,Matches
1506,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-126,1996,16.9,1086,972,109,39,11,5,87,4,56,36,6,0,870,5,13,Matches
1507,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,24-052,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1508,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,23-019,2002,16.1,486,466,16,0,1,4,46,15,1,0,0,0,380,4,10,Matches
1509,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-260,1997,19.6,770,586,176,7,3,0,72,169,0,0,0,0,538,8,24,Matches
1510,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-100,1997,26.1,1628,1547,80,51,1,8,9,3,0,0,0,0,1468,1,8,Matches
1511,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-172,2003,9.8,538,526,8,8,4,6,6,0,0,0,0,0,455,4,8,Matches
1512,Edmond-Paris Maghoma,eng ENG,MFFW,Brentford,eng Premier League,23-325,2001,1.2,69,68,1,1,0,0,3,0,0,0,0,0,61,0,2,Matches
1513,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-176,1995,11.8,393,373,19,14,0,2,2,5,0,0,0,0,317,1,2,Matches
1514,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-303,1998,20.3,847,804,39,28,0,5,13,8,0,0,0,0,717,4,14,Matches
1515,Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,25-206,1999,10.4,168,150,16,0,2,0,2,2,0,0,0,0,120,2,8,Matches
1516,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-024,1993,15.1,879,841,34,19,0,8,2,1,0,0,0,0,762,4,3,Matches
1517,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-259,2000,0.1,13,13,0,0,1,0,0,0,0,0,0,0,7,0,1,Matches
1518,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-080,1999,9.1,501,437,62,18,2,2,54,0,39,11,21,0,381,2,14,Matches
1519,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-269,1995,28.0,1163,950,209,58,1,2,0,0,0,0,0,0,993,4,1,Matches
1520,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-143,1994,26.0,1238,1209,25,21,1,0,4,3,0,0,0,0,1046,4,13,Matches
1521,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-344,2005,14.3,672,649,19,11,2,3,4,5,0,0,0,0,580,4,13,Matches
1522,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,27-212,1997,16.5,947,801,141,15,2,6,34,115,11,7,2,0,795,5,22,Matches
1523,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-133,1999,15.0,407,293,114,27,0,0,0,0,0,0,0,0,304,0,0,Matches
1524,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-071,1998,1.6,45,41,3,0,0,1,2,1,2,2,0,0,30,1,1,Matches
1525,Hamidou Makalou,ml MLI,FW,Brest,fr Ligue 1,18-257,2006,0.2,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1526,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-238,2001,2.3,112,90,22,1,0,0,7,21,0,0,0,0,95,0,2,Matches
1527,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-254,1998,18.7,926,895,28,27,2,2,6,1,0,0,0,0,824,3,7,Matches
1528,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-124,1991,6.5,310,290,19,9,0,2,0,1,0,0,0,0,288,1,2,Matches
1529,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-224,1999,1.1,55,49,6,0,0,0,1,6,0,0,0,0,49,0,2,Matches
1530,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-262,2006,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1531,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-302,2001,5.0,302,296,6,4,1,0,3,2,0,0,0,0,261,0,4,Matches
1532,Daniel Maldini,it ITA,MFFW,Monza,it Serie A,23-169,2001,14.5,382,344,37,9,1,4,38,2,11,4,7,0,261,1,14,Matches
1533,Daniel Maldini,it ITA,FWMF,Atalanta,it Serie A,23-169,2001,0.5,21,21,0,0,0,1,1,0,0,0,0,0,14,0,0,Matches
1534,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-219,1998,16.8,560,542,13,8,1,1,16,4,0,0,0,0,398,5,12,Matches
1535,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-079,1999,1.9,42,37,4,0,0,0,3,1,0,0,0,0,30,1,2,Matches
1536,Donyell Malen,nl NED,FWMF,Dortmund,de Bundesliga,26-079,1999,6.8,190,180,9,3,1,3,13,5,1,0,0,0,136,1,10,Matches
1537,Ruslan Malinovskyi,ua UKR,MFFW,Genoa,it Serie A,31-329,1993,3.3,152,147,5,3,3,1,1,1,1,1,0,0,128,0,2,Matches
1538,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-172,1999,8.4,271,267,3,3,0,2,1,0,0,0,0,0,194,1,6,Matches
1539,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,25-172,1999,0.3,13,13,0,0,1,0,0,0,0,0,0,0,8,0,0,Matches
1540,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-119,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1541,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-181,2000,24.0,729,491,236,79,0,1,0,0,0,0,0,0,489,2,1,Matches
1542,Dennis Man,ro ROU,FWMF,Parma,it Serie A,26-215,1998,20.1,729,677,51,7,3,3,31,12,28,5,1,0,580,1,25,Matches
1543,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-091,1999,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
1544,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-346,1996,25.9,1528,1443,83,64,1,2,29,18,0,0,0,0,1308,2,16,Matches
1545,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,40-001,1985,16.5,498,387,111,38,0,0,0,0,0,0,0,0,352,0,0,Matches
1546,Christos Mandas,gr GRE,GK,Lazio,it Serie A,23-193,2001,1.0,44,37,7,0,0,0,0,0,0,0,0,0,35,0,0,Matches
1547,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-067,1994,10.3,601,508,93,11,0,1,7,82,0,0,0,0,505,0,7,Matches
1548,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-158,1991,15.1,966,856,109,24,0,15,8,80,0,0,0,0,860,1,5,Matches
1549,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-273,1997,12.8,558,500,54,40,0,6,16,2,10,2,4,0,440,4,7,Matches
1550,Orel Mangala,be BEL,MF,Everton,eng Premier League,27-011,1998,14.0,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10,Matches
1551,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27-011,1998,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2,Matches
