,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1244,Juan Jesus,br BRA,DF,Napoli,it Serie A,31-293,1991,8,7,614,6.8,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,3,27,1,0.15,0.00,0.15,0.15,0.15,0.03,0.01,0.03,0.03,0.03,Matches
1245,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,31-329,1991,13,7,743,8.3,0,1,1,0,0,0,0,0,2.6,2.6,1.7,4.3,5,13,44,0.00,0.12,0.12,0.00,0.12,0.31,0.21,0.52,0.31,0.52,Matches
1246,Joaquín,es ESP,FWMF,Betis,es La Liga,41-252,1981,12,1,279,3.1,0,1,1,0,0,0,2,0,0.5,0.5,1.2,1.6,16,19,25,0.00,0.32,0.32,0.00,0.32,0.15,0.38,0.53,0.15,0.53,Matches
1247,Joelinton,br BRA,MFFW,Newcastle Utd,eng Premier League,26-228,1996,22,21,1850,20.6,2,1,3,2,0,0,10,0,3.4,3.4,1.8,5.2,45,89,105,0.10,0.05,0.15,0.10,0.15,0.17,0.09,0.25,0.17,0.25,Matches
1248,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,22-183,2000,9,2,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,2,1,0.00,0.00,0.00,0.00,0.00,0.03,0.18,0.20,0.03,0.20,Matches
1249,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,23-065,2000,13,8,744,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,12,36,17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1250,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,eng Premier League,21-311,2001,27,25,2217,24.6,7,2,9,6,1,2,4,0,6.8,5.3,2.9,8.1,71,25,128,0.28,0.08,0.37,0.24,0.32,0.28,0.12,0.39,0.21,0.33,Matches
1251,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22-296,2000,10,10,867,9.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.5,19,41,48,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches
1252,Curtis Jones,eng ENG,MFFW,Liverpool,eng Premier League,22-059,2001,7,1,195,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,18,16,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17,Matches
1253,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,25-322,1997,24,20,1781,19.8,2,1,3,2,0,0,2,0,1.8,1.8,2.3,4.2,60,165,61,0.10,0.05,0.15,0.10,0.15,0.09,0.12,0.21,0.09,0.21,Matches
1254,Joan Jordán,es ESP,MF,Sevilla,es La Liga,28-267,1994,20,17,1406,15.6,0,1,1,0,0,0,6,0,0.9,0.9,0.5,1.4,9,112,22,0.00,0.06,0.06,0.00,0.06,0.06,0.03,0.09,0.06,0.09,Matches
1255,Filip Jörgensen,dk DEN,GK,Villarreal,es La Liga,20-348,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1256,Jorginho,it ITA,MF,Arsenal,eng Premier League,31-100,1991,6,4,355,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,7,50,5,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
1257,Jorginho,it ITA,MF,Chelsea,eng Premier League,31-100,1991,18,15,1279,14.2,2,0,2,0,2,2,4,0,1.7,0.1,0.4,0.5,13,80,10,0.14,0.00,0.14,0.00,0.00,0.12,0.03,0.14,0.01,0.03,Matches
1258,Josan,es ESP,DFMF,Elche,es La Liga,33-117,1989,16,3,447,5.0,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.4,6,10,28,0.20,0.00,0.20,0.20,0.20,0.04,0.05,0.09,0.04,0.09,Matches
1259,Willian José,br BRA,FW,Betis,es La Liga,31-127,1991,20,2,393,4.4,1,0,1,0,1,1,0,0,2.4,1.6,0.1,1.8,5,11,18,0.23,0.00,0.23,0.00,0.00,0.55,0.03,0.58,0.38,0.41,Matches
1260,Joselu,es ESP,FW,Espanyol,es La Liga,33-003,1990,23,22,2000,22.2,12,2,14,9,3,3,2,0,8.9,6.5,1.9,8.4,15,49,93,0.54,0.09,0.63,0.41,0.50,0.40,0.09,0.48,0.29,0.38,Matches
1261,Mateo Joseph,eng ENG,FWMF,Leeds United,eng Premier League,19-162,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches
1262,Diogo Jota,pt POR,FWMF,Liverpool,eng Premier League,26-116,1996,10,4,451,5.0,0,2,2,0,0,0,1,0,2.1,2.1,1.5,3.6,17,15,41,0.00,0.40,0.40,0.00,0.40,0.41,0.31,0.72,0.41,0.72,Matches
1263,Stevan Jovetić,me MNE,FWMF,Hertha BSC,de Bundesliga,33-148,1989,12,4,515,5.7,2,2,4,2,0,0,0,0,1.5,1.5,0.9,2.4,8,27,27,0.35,0.35,0.70,0.35,0.70,0.27,0.15,0.42,0.27,0.42,Matches
1264,Luka Jović,rs SRB,FW,Fiorentina,it Serie A,25-097,1997,24,13,1163,12.9,4,0,4,4,0,1,2,0,5.3,4.5,0.6,5.1,4,17,51,0.31,0.00,0.31,0.31,0.31,0.41,0.05,0.46,0.35,0.40,Matches
1265,Juanmi,es ESP,FW,Betis,es La Liga,29-314,1993,14,8,715,7.9,4,0,4,4,0,0,3,0,3.0,3.0,0.9,3.8,10,13,32,0.50,0.00,0.50,0.50,0.50,0.38,0.11,0.48,0.38,0.48,Matches
1266,Juanpe,es ESP,DF,Girona,es La Liga,31-334,1991,12,11,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.3,4,28,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
1267,Jubal,br BRA,DF,Auxerre,fr Ligue 1,29-213,1993,27,25,2317,25.7,2,1,3,2,0,0,4,0,1.5,1.5,0.4,1.9,6,57,0,0.08,0.04,0.12,0.08,0.12,0.06,0.01,0.07,0.06,0.07,Matches
1268,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,30-008,1993,22,22,1975,21.9,0,1,1,0,0,0,3,0,1.8,1.8,0.7,2.5,2,38,5,0.00,0.05,0.05,0.00,0.05,0.08,0.03,0.11,0.08,0.11,Matches
1269,Anthony Jung,de GER,DFFW,Werder Bremen,de Bundesliga,31-147,1991,25,24,1953,21.7,2,4,6,2,0,0,1,0,1.3,1.3,1.2,2.5,18,53,82,0.09,0.18,0.28,0.09,0.28,0.06,0.06,0.11,0.06,0.11,Matches
1270,Lago Junior,ci CIV,FWMF,Mallorca,es La Liga,32-089,1990,5,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1271,Hamed Junior Traorè,ci CIV,MFFW,Bournemouth,eng Premier League,23-042,2000,5,4,337,3.7,0,0,0,0,0,0,0,0,0.2,0.2,1.0,1.2,15,19,14,0.00,0.00,0.00,0.00,0.00,0.06,0.27,0.33,0.06,0.33,Matches
1272,Hamed Junior Traorè,ci CIV,MFFW,Sassuolo,it Serie A,23-042,2000,11,6,591,6.6,0,3,3,0,0,0,1,0,1.0,1.0,1.8,2.7,14,26,36,0.00,0.46,0.46,0.00,0.46,0.15,0.27,0.41,0.15,0.41,Matches
1273,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22-261,2000,25,25,2205,24.5,8,4,12,8,0,0,8,0,8.6,8.6,5.8,14.4,168,62,381,0.33,0.16,0.49,0.33,0.49,0.35,0.24,0.59,0.35,0.59,Matches
1274,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27-226,1995,5,5,450,5.0,1,1,2,0,1,1,0,0,1.4,0.6,0.3,1.0,6,15,18,0.20,0.20,0.40,0.00,0.20,0.29,0.07,0.35,0.13,0.19,Matches
1275,James Justin,eng ENG,DF,Leicester City,eng Premier League,25-035,1998,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,20,47,50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches
1276,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32-341,1990,13,8,745,8.3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,1,22,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches
1277,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,23-005,2000,22,22,1849,20.5,2,2,4,2,0,0,11,2,1.2,1.2,1.3,2.5,17,60,13,0.10,0.10,0.19,0.10,0.19,0.06,0.06,0.12,0.06,0.12,Matches
1278,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21-322,2001,14,5,613,6.8,1,0,1,1,0,0,1,0,0.7,0.7,0.5,1.1,23,38,84,0.15,0.00,0.15,0.15,0.15,0.10,0.07,0.16,0.10,0.16,Matches
1279,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,fr Ligue 1,28-309,1994,4,1,78,0.9,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,1,3,12,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches
1280,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30-339,1992,21,12,1237,13.7,1,0,1,1,0,0,1,0,1.0,1.0,1.0,2.0,23,41,87,0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.15,0.07,0.15,Matches
1281,Tino Kadewere,zw ZIM,FWMF,Mallorca,es La Liga,27-084,1996,10,4,413,4.6,1,0,1,1,0,0,0,0,1.3,1.3,0.6,1.9,10,1,21,0.22,0.00,0.22,0.22,0.22,0.29,0.14,0.42,0.29,0.42,Matches
1282,Kaiky,br BRA,DF,Almería,es La Liga,19-077,2004,9,6,486,5.4,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,6,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1283,Florian Kainz,at AUT,FWMF,Köln,de Bundesliga,30-157,1992,23,22,1666,18.5,5,6,11,3,2,2,4,1,4.4,2.8,5.9,8.7,50,115,117,0.27,0.32,0.59,0.16,0.49,0.24,0.32,0.56,0.15,0.47,Matches
1284,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31-282,1991,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches
1285,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25-266,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53,Matches
1286,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25-266,1997,3,3,233,2.6,0,3,3,0,0,0,1,0,0.5,0.5,0.6,1.1,0,4,13,0.00,1.16,1.16,0.00,1.16,0.19,0.24,0.44,0.19,0.44,Matches
1287,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21-069,2002,21,18,1367,15.2,7,2,9,7,0,0,0,0,5.7,5.7,1.8,7.6,30,22,139,0.46,0.13,0.59,0.46,0.59,0.38,0.12,0.50,0.38,0.50,Matches
1288,Yayah Kallon,sl SLE,MFFW,Hellas Verona,it Serie A,21-273,2001,20,7,778,8.6,1,1,2,1,0,0,1,0,1.6,1.6,1.4,3.0,32,20,60,0.12,0.12,0.23,0.12,0.23,0.19,0.16,0.35,0.19,0.35,Matches
1289,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25-213,1997,22,22,1980,22.0,0,3,3,0,0,0,4,0,0.5,0.5,1.3,1.8,54,97,60,0.00,0.14,0.14,0.00,0.14,0.02,0.06,0.08,0.02,0.08,Matches
1290,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22-298,2000,27,22,2120,23.6,1,0,1,1,0,0,4,0,1.4,1.4,1.2,2.6,40,112,31,0.04,0.00,0.04,0.04,0.04,0.06,0.05,0.11,0.06,0.11,Matches
1291,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,26-237,1996,23,19,1649,18.3,7,4,11,5,2,2,2,0,6.6,5.0,2.2,7.2,31,103,70,0.38,0.22,0.60,0.27,0.49,0.36,0.12,0.48,0.27,0.39,Matches
1292,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,22-139,2000,4,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1293,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,26-160,1996,5,4,408,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1294,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,23-127,1999,19,18,1524,16.9,0,1,1,0,0,0,3,0,0.2,0.2,0.8,1.0,14,80,8,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.06,0.01,0.06,Matches
1295,Jakub Kamiński,pl POL,FWMF,Wolfsburg,de Bundesliga,20-298,2002,22,16,1322,14.7,1,2,3,1,0,0,0,0,2.5,2.3,1.8,4.1,26,54,108,0.07,0.14,0.20,0.07,0.20,0.17,0.12,0.29,0.16,0.28,Matches
1296,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,31-074,1992,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1297,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32-172,1990,21,11,899,10.0,0,1,1,0,0,0,6,0,0.1,0.1,0.5,0.6,13,54,6,0.00,0.10,0.10,0.00,0.10,0.01,0.05,0.06,0.01,0.06,Matches
1298,Nordine Kandil,fr FRA,MFFW,Strasbourg,fr Ligue 1,21-150,2001,6,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,7,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
1299,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29-245,1993,28,28,2505,27.8,21,2,23,18,3,4,4,0,15.6,12.5,4.5,16.9,46,133,156,0.75,0.07,0.83,0.65,0.72,0.56,0.16,0.72,0.45,0.61,Matches
1300,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,25-037,1998,19,13,1193,13.3,2,0,2,2,0,0,2,0,3.0,3.0,1.2,4.3,8,10,64,0.15,0.00,0.15,0.15,0.15,0.23,0.09,0.32,0.23,0.32,Matches
1301,Lee Kangin,kr KOR,MFFW,Mallorca,es La Liga,22-039,2001,25,23,1950,21.7,3,4,7,3,0,0,6,0,3.3,3.3,3.2,6.5,60,67,94,0.14,0.18,0.32,0.14,0.32,0.15,0.15,0.30,0.15,0.30,Matches
1302,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,32-001,1991,2,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,9,7,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches
1303,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,29-025,1994,14,5,499,5.5,1,0,1,1,0,0,2,0,1.7,1.7,0.1,1.8,10,11,29,0.18,0.00,0.18,0.18,0.18,0.30,0.03,0.33,0.30,0.33,Matches
1304,Yann Karamoh,fr FRA,MFFW,Torino,it Serie A,24-265,1998,12,4,426,4.7,3,0,3,3,0,0,1,0,2.6,2.6,0.2,2.8,14,5,50,0.63,0.00,0.63,0.63,0.63,0.54,0.05,0.59,0.54,0.59,Matches
1305,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,26-168,1996,22,15,1345,14.9,0,1,1,0,0,0,9,0,0.2,0.2,0.6,0.8,4,49,6,0.00,0.07,0.07,0.00,0.07,0.01,0.04,0.06,0.01,0.06,Matches
1306,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,20-192,2002,6,0,93,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,2,4,2,0.00,0.00,0.00,0.00,0.00,0.28,0.31,0.60,0.28,0.60,Matches
1307,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28-047,1995,13,8,711,7.9,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,16,24,33,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.19,0.03,0.19,Matches
1308,Denso Kasius,nl NED,DF,Bologna,it Serie A,20-175,2002,7,4,342,3.8,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,9,9,21,0.00,0.53,0.53,0.00,0.53,0.03,0.18,0.21,0.03,0.21,Matches
1309,Thomas Kastanaras,gr GRE,FWDF,Stuttgart,de Bundesliga,20-080,2003,4,1,72,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,2,6,0.00,0.00,0.00,0.00,0.00,0.32,0.08,0.40,0.32,0.40,Matches
1310,Grigoris Kastanos,cy CYP,MF,Salernitana,it Serie A,25-059,1998,17,6,583,6.5,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,13,21,32,0.15,0.00,0.15,0.15,0.15,0.13,0.05,0.18,0.13,0.18,Matches
1311,Silas Katompa,cd COD,FWDF,Stuttgart,de Bundesliga,24-175,1998,22,19,1561,17.3,4,2,6,3,1,1,3,0,5.2,4.4,1.2,5.6,54,30,119,0.23,0.12,0.35,0.17,0.29,0.30,0.07,0.37,0.25,0.32,Matches
1312,Moise Kean,it ITA,FW,Juventus,it Serie A,23-030,2000,23,9,812,9.0,5,0,5,5,0,0,4,1,5.5,5.5,1.1,6.6,23,11,59,0.55,0.00,0.55,0.55,0.55,0.61,0.13,0.73,0.61,0.73,Matches
1313,Michael Keane,eng ENG,DF,Everton,eng Premier League,30-078,1993,5,4,383,4.3,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1.0,0,7,0,0.00,0.23,0.23,0.00,0.23,0.17,0.06,0.23,0.17,0.23,Matches
1314,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,31-020,1992,12,9,713,7.9,0,3,3,0,0,0,0,0,0.5,0.5,1.4,1.8,37,21,63,0.00,0.38,0.38,0.00,0.38,0.06,0.17,0.23,0.06,0.23,Matches
1315,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19-063,2004,10,3,304,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,5,16,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07,Matches
1316,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,26-190,1996,19,19,1665,18.5,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.7,13,48,21,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
1317,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19-362,2003,7,6,530,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,7,17,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
1318,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,28-048,1995,8,3,293,3.3,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.4,5,15,21,0.00,0.00,0.00,0.00,0.00,0.20,0.22,0.41,0.20,0.41,Matches
1319,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,23-043,2000,18,5,447,5.0,0,2,2,0,0,0,3,0,0.0,0.0,0.1,0.1,9,20,12,0.00,0.40,0.40,0.00,0.40,0.00,0.02,0.02,0.00,0.02,Matches
1320,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24-175,1998,12,12,1080,12.0,0,2,2,0,0,0,2,0,0.1,0.1,0.2,0.4,5,19,1,0.00,0.17,0.17,0.00,0.17,0.01,0.02,0.03,0.01,0.03,Matches
1321,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,28-061,1995,24,24,2094,23.3,0,0,0,0,0,0,4,0,1.0,1.0,0.2,1.2,8,65,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1322,Kenedy,br BRA,FWMF,Valladolid,es La Liga,27-050,1996,4,1,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1323,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,26-015,1997,22,18,1643,18.3,0,1,1,0,0,0,2,0,0.3,0.3,1.1,1.3,23,74,45,0.00,0.05,0.05,0.00,0.05,0.01,0.06,0.07,0.01,0.07,Matches
1324,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,26-101,1996,18,4,602,6.7,1,1,2,1,0,0,4,0,1.2,1.2,0.6,1.8,11,21,23,0.15,0.15,0.30,0.15,0.30,0.18,0.09,0.27,0.18,0.27,Matches
1325,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27-337,1995,25,19,1670,18.6,4,3,7,4,0,0,4,0,3.1,3.1,3.6,6.7,20,64,67,0.22,0.16,0.38,0.22,0.38,0.17,0.19,0.36,0.17,0.36,Matches
1326,Wahbi Khazri,tn TUN,FWMF,Montpellier,fr Ligue 1,32-050,1991,20,13,1129,12.5,4,1,5,4,0,0,4,1,3.2,3.2,0.7,3.9,27,33,70,0.32,0.08,0.40,0.32,0.40,0.26,0.06,0.31,0.26,0.31,Matches
1327,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,29-062,1994,24,24,2072,23.0,1,0,1,1,0,0,7,0,1.2,1.2,0.4,1.6,8,52,15,0.04,0.00,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches
1328,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,17-191,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1329,Kike,es ESP,FW,Osasuna,es La Liga,33-125,1989,26,5,765,8.5,2,0,2,1,1,1,3,0,3.3,2.5,0.8,3.3,11,14,43,0.24,0.00,0.24,0.12,0.12,0.39,0.10,0.48,0.29,0.39,Matches
1330,Luca Kilian,de GER,DF,Köln,de Bundesliga,23-210,1999,13,13,1096,12.2,1,0,1,1,0,0,5,2,1.1,1.1,0.1,1.2,12,48,2,0.08,0.00,0.08,0.08,0.08,0.09,0.01,0.10,0.09,0.10,Matches
1331,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25-311,1997,28,28,2520,28.0,0,0,0,0,0,0,3,0,1.0,1.0,0.1,1.1,26,101,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1332,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,28-050,1995,24,23,2036,22.6,4,4,8,4,0,0,5,1,1.4,1.4,4.2,5.6,28,225,44,0.18,0.18,0.35,0.18,0.35,0.06,0.19,0.25,0.06,0.25,Matches
1333,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,27-229,1995,11,9,730,8.1,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.8,4,40,4,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
1334,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,23-043,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1335,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,23-043,2000,17,17,1443,16.0,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,13,37,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1336,Simon Kjær,dk DEN,DF,Milan,it Serie A,34-004,1989,11,8,668,7.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1337,Mateusz Klich,pl POL,MFFW,Leeds United,eng Premier League,32-290,1990,14,0,280,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,5,16,21,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12,Matches
1338,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26-300,1996,6,4,379,4.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,14,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1339,Justin Kluivert,nl NED,FWMF,Valencia,es La Liga,23-329,1999,19,9,958,10.6,4,0,4,4,0,0,2,0,3.5,3.5,2.0,5.6,40,17,80,0.38,0.00,0.38,0.38,0.38,0.33,0.19,0.52,0.33,0.52,Matches
1340,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,21-079,2002,18,12,1031,11.5,1,1,2,1,0,0,0,0,0.7,0.7,1.3,2.1,36,30,46,0.09,0.09,0.17,0.09,0.17,0.06,0.12,0.18,0.06,0.18,Matches
1341,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30-312,1992,24,24,2160,24.0,2,1,3,1,1,2,4,0,2.4,0.8,0.4,1.2,8,66,4,0.08,0.04,0.12,0.04,0.08,0.10,0.02,0.12,0.03,0.05,Matches
1342,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25-114,1997,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1343,Robin Koch,de GER,DF,Leeds United,eng Premier League,26-256,1996,26,26,2292,25.5,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,9,76,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1344,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,29-058,1994,22,19,1599,17.8,2,0,2,2,0,0,6,0,1.3,1.3,0.6,1.9,7,106,25,0.11,0.00,0.11,0.11,0.11,0.07,0.03,0.11,0.07,0.11,Matches
1345,Koke,es ESP,MF,Atlético Madrid,es La Liga,31-081,1992,22,19,1605,17.8,0,3,3,0,0,0,4,0,0.6,0.6,1.2,1.8,10,118,28,0.00,0.17,0.17,0.00,0.17,0.04,0.07,0.10,0.04,0.10,Matches
1346,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29-283,1993,23,17,1396,15.5,4,1,5,4,0,0,2,0,3.4,3.4,0.9,4.2,28,63,53,0.26,0.06,0.32,0.26,0.32,0.22,0.06,0.27,0.22,0.27,Matches
