,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1347,Luca Koleosho,it ITA,FWDF,Espanyol,es La Liga,18-196,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1348,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,24-115,1998,24,23,1959,21.8,11,10,21,10,1,1,4,1,8.9,8.1,4.3,12.4,75,42,177,0.51,0.46,0.96,0.46,0.92,0.41,0.20,0.60,0.37,0.57,Matches
1349,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,31-180,1991,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1350,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,19-027,2004,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,8,16,2,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
1351,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23-309,1999,8,7,652,7.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,6,29,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1352,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,30-043,1993,16,10,962,10.7,0,2,2,0,0,0,4,0,0.7,0.7,0.9,1.6,6,40,5,0.00,0.19,0.19,0.00,0.19,0.07,0.08,0.15,0.07,0.15,Matches
1353,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23-287,1999,27,8,970,10.8,3,1,4,2,1,1,2,0,2.4,1.6,0.8,2.4,8,19,62,0.28,0.09,0.37,0.19,0.28,0.22,0.07,0.30,0.15,0.22,Matches
1354,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21-317,2001,24,24,2099,23.3,1,1,2,1,0,0,9,0,1.0,1.0,1.2,2.2,38,136,41,0.04,0.04,0.09,0.04,0.09,0.04,0.05,0.09,0.04,0.09,Matches
1355,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27-268,1995,7,7,520,5.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,9,13,10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1356,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25-158,1997,27,26,2332,25.9,0,0,0,0,0,0,4,0,0.8,0.8,1.2,2.1,5,33,10,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
1357,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25-030,1998,24,23,2048,22.8,6,3,9,4,2,4,5,0,5.8,2.5,3.0,5.5,41,146,68,0.26,0.13,0.40,0.18,0.31,0.26,0.13,0.39,0.11,0.24,Matches
1358,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22-085,2001,19,12,1073,11.9,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,17,47,12,0.00,0.08,0.08,0.00,0.08,0.01,0.01,0.02,0.01,0.02,Matches
1359,Filip Kostić,rs SRB,DFFW,Juventus,it Serie A,30-149,1992,27,25,2000,22.2,3,8,11,3,0,0,3,0,2.2,2.2,6.2,8.4,77,61,166,0.14,0.36,0.50,0.14,0.50,0.10,0.28,0.38,0.10,0.38,Matches
1360,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,30-149,1992,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,4,3,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,Matches
1361,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25-114,1997,21,18,1506,16.7,2,2,4,2,0,0,3,0,4.0,4.0,2.5,6.5,44,43,178,0.12,0.12,0.24,0.12,0.24,0.24,0.15,0.39,0.24,0.39,Matches
1362,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,26-103,1996,23,23,1934,21.5,1,1,2,1,0,0,5,0,0.9,0.9,1.6,2.5,49,130,25,0.05,0.05,0.09,0.05,0.09,0.04,0.07,0.12,0.04,0.12,Matches
1363,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,30-216,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1364,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31-283,1991,19,17,1520,16.9,2,1,3,2,0,0,7,1,0.8,0.8,0.4,1.2,10,68,4,0.12,0.06,0.18,0.12,0.18,0.05,0.02,0.07,0.05,0.07,Matches
1365,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24-138,1998,18,17,1481,16.5,0,2,2,0,0,0,1,0,0.6,0.6,1.3,1.9,31,103,27,0.00,0.12,0.12,0.00,0.12,0.04,0.08,0.12,0.04,0.12,Matches
1366,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25-349,1997,8,8,700,7.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,20,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1367,Cheikhou Kouyaté,sn SEN,MFDF,Nott'ham Forest,eng Premier League,33-099,1989,12,9,704,7.8,1,0,1,1,0,0,2,0,0.3,0.3,0.6,1.0,6,16,8,0.13,0.00,0.13,0.13,0.13,0.04,0.08,0.12,0.04,0.12,Matches
1368,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28-328,1994,19,11,1169,13.0,1,1,2,1,0,0,4,0,0.7,0.7,1.4,2.1,27,104,13,0.08,0.08,0.15,0.08,0.15,0.05,0.11,0.16,0.05,0.16,Matches
1369,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,27-044,1996,13,5,431,4.8,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,1,17,19,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.16,0.09,0.16,Matches
1370,Soichiro Kozuki,jp JPN,FWMF,Schalke 04,de Bundesliga,22-098,2000,5,5,379,4.2,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.4,15,10,37,0.24,0.00,0.24,0.24,0.24,0.26,0.08,0.33,0.26,0.33,Matches
1371,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28-240,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1372,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24-315,1998,20,17,1547,17.2,0,0,0,0,0,0,3,0,1.1,1.1,0.3,1.4,28,54,38,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
1373,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,31-284,1991,23,17,1616,18.0,7,3,10,5,2,4,1,0,8.9,5.7,1.8,7.5,27,71,141,0.39,0.17,0.56,0.28,0.45,0.49,0.10,0.59,0.32,0.42,Matches
1374,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,32-039,1991,24,24,1955,21.7,0,0,0,0,0,0,3,0,0.3,0.3,1.7,2.0,24,72,59,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.09,0.02,0.09,Matches
1375,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21-281,2001,25,25,2044,22.7,1,0,1,1,0,0,4,0,1.7,1.7,0.5,2.2,28,73,33,0.04,0.00,0.04,0.04,0.04,0.07,0.02,0.10,0.07,0.10,Matches
1376,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25-324,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1377,Raimonds Krollis,lv LVA,FW,Spezia,it Serie A,21-153,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches
1378,Toni Kroos,de GER,MF,Real Madrid,es La Liga,33-085,1990,21,18,1501,16.7,2,3,5,2,0,0,2,1,1.0,1.0,2.7,3.7,36,220,24,0.12,0.18,0.30,0.12,0.30,0.06,0.16,0.22,0.06,0.22,Matches
1379,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,29-174,1993,15,11,1010,11.2,0,1,1,0,0,0,5,0,0.7,0.7,0.9,1.6,17,43,16,0.00,0.09,0.09,0.00,0.09,0.06,0.08,0.14,0.06,0.14,Matches
1380,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,35-011,1988,5,2,272,3.0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.9,4,7,30,0.00,0.00,0.00,0.00,0.00,0.25,0.05,0.29,0.25,0.29,Matches
1381,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30-212,1992,14,14,1189,13.2,2,0,2,2,0,0,0,0,0.8,0.8,0.3,1.1,8,34,41,0.15,0.00,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,Matches
1382,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,es La Liga,21-299,2001,23,20,1670,18.6,5,3,8,5,0,0,2,0,3.3,3.3,3.8,7.1,71,53,169,0.27,0.16,0.43,0.27,0.43,0.18,0.21,0.39,0.18,0.39,Matches
1383,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,22-339,2000,20,16,1463,16.3,2,6,8,2,0,0,1,0,1.8,1.8,3.9,5.6,68,47,146,0.12,0.37,0.49,0.12,0.49,0.11,0.24,0.35,0.11,0.35,Matches
1384,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18-004,2005,11,7,709,7.9,0,1,1,0,0,0,4,0,0.2,0.2,0.5,0.7,6,18,48,0.00,0.13,0.13,0.00,0.13,0.02,0.06,0.09,0.02,0.09,Matches
1385,Marash Kumbulla,al ALB,DF,Roma,it Serie A,23-050,2000,6,4,245,2.7,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,2,8,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1386,Pierre Kunde,cm CMR,MF,Bochum,de Bundesliga,27-247,1995,8,3,320,3.6,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.5,6,14,1,0.28,0.00,0.28,0.28,0.28,0.09,0.04,0.13,0.09,0.13,Matches
1387,Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,22-184,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1388,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,30-207,1992,3,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1389,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22-046,2001,23,22,1725,19.2,12,10,22,10,2,2,0,0,7.3,5.7,6.7,12.4,91,54,195,0.63,0.52,1.15,0.52,1.04,0.38,0.35,0.73,0.30,0.65,Matches
1390,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,27-230,1995,27,16,1400,15.6,3,2,5,3,0,1,2,0,5.0,4.2,0.8,5.1,17,16,101,0.19,0.13,0.32,0.19,0.32,0.32,0.05,0.38,0.27,0.33,Matches
1391,Daniel Kyereh,gh GHA,MFFW,Freiburg,de Bundesliga,27-022,1996,12,7,559,6.2,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,5,11,24,0.32,0.00,0.32,0.32,0.32,0.36,0.04,0.40,0.36,0.40,Matches
1392,Giorgos Kyriakopoulos,gr GRE,FWDF,Bologna,it Serie A,27-053,1996,7,3,278,3.1,0,2,2,0,0,0,0,0,0.1,0.1,0.6,0.8,6,13,31,0.00,0.65,0.65,0.00,0.65,0.04,0.21,0.25,0.04,0.25,Matches
1393,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,it Serie A,27-053,1996,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46,0.12,0.12,0.23,0.12,0.23,0.13,0.17,0.29,0.13,0.29,Matches
1394,César de la Hoz,es ESP,MF,Almería,es La Liga,31-000,1992,15,13,1183,13.1,1,0,1,1,0,0,5,0,0.4,0.4,0.9,1.3,3,37,2,0.08,0.00,0.08,0.08,0.08,0.03,0.07,0.10,0.03,0.10,Matches
1395,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24-311,1998,17,9,769,8.5,0,2,2,0,0,0,2,0,0.7,0.7,1.2,1.8,27,29,36,0.00,0.23,0.23,0.00,0.23,0.08,0.14,0.21,0.08,0.21,Matches
1396,Rémy Labeau Lascary,gp GLP,FWMF,Lens,fr Ligue 1,20-027,2003,9,0,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,3,15,0.00,0.00,0.00,0.00,0.00,0.30,0.04,0.34,0.30,0.34,Matches
1397,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28-331,1994,23,20,1739,19.3,8,1,9,8,0,1,0,0,6.5,5.7,3.2,8.9,38,37,125,0.41,0.05,0.47,0.41,0.47,0.34,0.17,0.50,0.30,0.46,Matches
1398,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28-331,1994,4,3,249,2.8,2,0,2,2,0,0,0,0,1.7,1.7,0.2,1.9,8,5,20,0.72,0.00,0.72,0.72,0.72,0.62,0.07,0.69,0.62,0.69,Matches
1399,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31-306,1991,25,24,2051,22.8,17,4,21,13,4,4,2,0,14.4,11.3,4.3,15.5,26,78,161,0.75,0.18,0.92,0.57,0.75,0.63,0.19,0.82,0.49,0.68,Matches
1400,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,27-070,1996,9,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,24,4,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.15,0.06,0.15,Matches
1401,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22-358,2000,19,14,1301,14.5,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,5,51,0,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
1402,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24-066,1999,27,27,2429,27.0,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1403,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,26-107,1996,6,5,418,4.6,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,7,20,13,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
1404,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25-307,1997,13,11,947,10.5,1,0,1,1,0,0,6,0,1.1,1.1,1.5,2.6,33,63,37,0.10,0.00,0.10,0.10,0.10,0.11,0.14,0.25,0.11,0.25,Matches
1405,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,30-215,1992,10,4,341,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,11,17,9,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
1406,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,31-178,1991,8,7,607,6.7,0,0,0,0,0,0,1,0,0.1,0.1,1.0,1.1,11,19,12,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.16,0.01,0.16,Matches
1407,Adam Lallana,eng ENG,MFFW,Brighton,eng Premier League,34-324,1988,16,12,722,8.0,2,1,3,2,0,0,0,0,0.9,0.9,1.0,1.9,10,33,43,0.25,0.12,0.37,0.25,0.37,0.11,0.12,0.23,0.11,0.23,Matches
1408,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32-364,1990,12,7,616,6.8,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,1,26,0,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.09,0.07,0.09,Matches
1409,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,31-026,1992,21,13,1300,14.4,4,0,4,4,0,0,8,1,3.5,3.5,1.1,4.7,51,53,119,0.28,0.00,0.28,0.28,0.28,0.25,0.08,0.32,0.25,0.32,Matches
1410,Mohamed Lamine Bayo,gn GUI,FWMF,Lille,fr Ligue 1,24-299,1998,19,5,489,5.4,4,0,4,4,0,0,0,0,3.2,3.2,1.5,4.6,8,4,38,0.74,0.00,0.74,0.74,0.74,0.58,0.27,0.85,0.58,0.85,Matches
1411,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25-334,1997,9,9,700,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.0,2.0,13,10,42,0.00,0.13,0.13,0.00,0.13,0.14,0.13,0.26,0.14,0.26,Matches
1412,Sam Lammers,nl NED,FW,Empoli,it Serie A,25-334,1997,14,10,883,9.8,1,1,2,1,0,0,0,0,2.3,2.3,0.7,2.9,9,19,67,0.10,0.10,0.20,0.10,0.20,0.23,0.07,0.30,0.23,0.30,Matches
1413,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,22-181,2000,20,3,453,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28,26,58,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
1414,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,30-043,1993,7,1,150,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,14,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1415,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28-307,1994,7,6,556,6.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,17,46,8,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.10,0.06,0.10,Matches
1416,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29-146,1993,18,18,1540,17.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,35,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1417,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27-347,1995,8,5,513,5.7,5,0,5,5,0,0,3,0,3.0,3.0,0.4,3.4,9,7,28,0.88,0.00,0.88,0.88,0.88,0.52,0.07,0.59,0.52,0.59,Matches
1418,Juan Larios,es ESP,DF,Southampton,eng Premier League,19-077,2004,5,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1419,Yasser Larouci,dz ALG,DFFW,Troyes,fr Ligue 1,22-088,2001,21,14,1187,13.2,1,0,1,1,0,0,1,0,0.4,0.4,1.3,1.6,53,45,83,0.08,0.00,0.08,0.08,0.08,0.03,0.10,0.12,0.03,0.12,Matches
1420,Jordan Larsson,se SWE,FWMF,Schalke 04,de Bundesliga,25-283,1997,11,5,463,5.1,0,0,0,0,0,0,0,0,1.2,1.2,0.4,1.7,5,12,29,0.00,0.00,0.00,0.00,0.00,0.24,0.09,0.32,0.24,0.32,Matches
1421,Kevin Lasagna,it ITA,FWMF,Hellas Verona,it Serie A,30-232,1992,22,13,1281,14.2,1,2,3,1,0,0,1,0,5.6,5.6,1.5,7.1,30,17,93,0.07,0.14,0.21,0.07,0.21,0.39,0.11,0.50,0.39,0.50,Matches
1422,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29-139,1993,5,2,197,2.2,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1423,Latasa,es ESP,FWDF,Getafe,es La Liga,22-007,2001,11,0,123,1.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,6,10,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42,Matches
1424,Toni Lato,es ESP,DFMF,Valencia,es La Liga,25-129,1997,16,6,654,7.3,1,0,1,1,0,0,1,0,0.5,0.5,0.8,1.3,12,28,36,0.14,0.00,0.14,0.14,0.14,0.07,0.11,0.18,0.07,0.18,Matches
1425,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,33-113,1989,13,4,460,5.1,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,5,22,8,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.11,0.12,Matches
1426,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24-116,1998,20,20,1639,18.2,7,6,13,6,1,1,7,1,4.2,3.4,5.9,9.3,103,62,190,0.38,0.33,0.71,0.33,0.66,0.23,0.32,0.55,0.19,0.51,Matches
1427,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,24-116,1998,3,3,266,3.0,1,0,1,1,0,0,0,0,1.8,1.8,1.1,2.9,14,14,21,0.34,0.00,0.34,0.34,0.34,0.60,0.38,0.98,0.60,0.98,Matches
1428,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,19-083,2004,19,16,1372,15.2,1,0,1,1,0,0,6,0,0.3,0.3,0.4,0.6,11,63,10,0.07,0.00,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,Matches
1429,Lázaro,br BRA,MFFW,Almería,es La Liga,21-018,2002,11,2,293,3.3,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,12,12,32,0.31,0.00,0.31,0.31,0.31,0.20,0.07,0.27,0.20,0.27,Matches
1430,Valentino Lazaro,at AUT,DF,Torino,it Serie A,27-006,1996,15,13,1065,11.8,0,2,2,0,0,0,4,0,0.4,0.4,2.3,2.7,38,58,70,0.00,0.17,0.17,0.00,0.17,0.03,0.19,0.23,0.03,0.23,Matches
1431,Marko Lazetić,rs SRB,FW,Milan,it Serie A,19-067,2004,1,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63,Matches
1432,Darko Lazović,rs SRB,MFDF,Hellas Verona,it Serie A,32-196,1990,23,22,1795,19.9,3,4,7,3,0,0,0,0,3.1,3.1,4.7,7.8,59,66,139,0.15,0.20,0.35,0.15,0.35,0.15,0.24,0.39,0.15,0.39,Matches
1433,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29-121,1993,20,17,1391,15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.5,0.7,61,44,47,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
1434,Théo Le Bris,fr FRA,MFDF,Lorient,fr Ligue 1,20-180,2002,21,13,1175,13.1,2,1,3,2,0,0,0,0,1.1,1.1,1.0,2.1,48,39,90,0.15,0.08,0.23,0.15,0.23,0.08,0.08,0.16,0.08,0.16,Matches
1435,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25-239,1997,5,2,145,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,4,7,13,0.00,0.00,0.00,0.00,0.00,0.36,0.40,0.76,0.36,0.76,Matches
1436,Jérémy Le Douaron,fr FRA,FWMF,Brest,fr Ligue 1,24-343,1998,22,14,1294,14.4,6,2,8,6,0,0,1,0,6.2,6.2,1.0,7.2,22,14,76,0.42,0.14,0.56,0.42,0.56,0.43,0.07,0.50,0.43,0.50,Matches
1437,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,23-055,2000,28,28,2418,26.9,4,6,10,4,0,0,3,0,3.1,3.1,5.9,9.0,72,182,64,0.15,0.22,0.37,0.15,0.37,0.11,0.22,0.34,0.11,0.34,Matches
1438,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,33-166,1989,27,27,2430,27.0,0,0,0,0,0,0,1,0,1.1,1.1,0.6,1.7,55,133,71,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
1439,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,33-170,1989,21,18,1565,17.4,0,0,0,0,0,0,6,1,0.4,0.4,0.3,0.7,9,81,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
1440,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,26-139,1996,23,21,1896,21.1,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,21,85,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1441,Rafael Leão,pt POR,FWMF,Milan,it Serie A,23-293,1999,25,21,1840,20.4,8,6,14,8,0,0,7,1,7.5,7.5,5.2,12.7,96,84,168,0.39,0.29,0.68,0.39,0.68,0.36,0.25,0.62,0.36,0.62,Matches
1442,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19-344,2003,1,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1443,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31-338,1991,10,10,899,10.0,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1444,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31-338,1991,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1445,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30-045,1993,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1446,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29-309,1993,23,23,1957,21.7,4,1,5,4,0,0,7,1,1.3,1.3,1.2,2.5,21,125,28,0.18,0.05,0.23,0.18,0.23,0.06,0.06,0.12,0.06,0.12,Matches
1447,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24-066,1999,21,20,1733,19.3,0,1,1,0,0,0,3,1,0.6,0.6,0.4,0.9,15,89,13,0.00,0.05,0.05,0.00,0.05,0.03,0.02,0.05,0.03,0.05,Matches
1448,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24-316,1998,9,7,663,7.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
