,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1617,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32-355,1990,2.1,2,0,0,7,3,0,2,5,6,0,0,0,16,7,3,70.0,Matches
1618,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-285,2001,25.0,3,0,0,31,30,8,96,8,11,0,0,0,85,11,47,19.0,Matches
1619,Arnau Martinez,es ESP,DF,Girona,es La Liga,19-339,2003,19.5,8,0,0,22,45,5,41,16,27,0,1,0,117,21,17,55.3,Matches
1620,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-209,1992,24.4,5,0,0,0,5,0,0,1,0,0,0,1,28,7,0,100.0,Matches
1621,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-317,1991,12.0,1,0,0,9,9,3,4,16,6,0,0,0,74,23,16,59.0,Matches
1622,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-220,1997,23.7,2,0,0,40,52,10,11,11,11,1,0,0,76,34,35,49.3,Matches
1623,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-071,1998,20.6,6,0,0,19,10,0,0,28,22,0,0,0,141,30,25,54.5,Matches
1624,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-324,1996,17.1,3,0,0,15,21,1,0,34,34,0,0,0,124,65,24,73.0,Matches
1625,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18-359,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1626,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,27-323,1995,3.8,0,0,0,6,4,2,5,3,8,0,0,0,25,2,7,22.2,Matches
1627,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-164,1992,25.3,5,1,0,18,12,1,13,30,24,0,0,0,147,26,19,57.8,Matches
1628,Omar Mascarell,es ESP,MF,Elche,es La Liga,30-056,1993,22.2,6,0,0,19,16,0,20,30,20,0,0,0,130,23,15,60.5,Matches
1629,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-087,1994,5.3,1,0,0,5,1,0,8,10,4,0,0,0,23,15,5,75.0,Matches
1630,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-086,1989,16.9,2,0,0,0,3,0,0,1,0,0,0,0,20,6,0,100.0,Matches
1631,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,24-128,1998,15.5,2,0,0,17,4,0,1,16,25,0,1,1,94,28,39,41.8,Matches
1632,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-266,2001,6.9,2,0,0,11,11,1,2,10,10,1,0,0,34,3,12,20.0,Matches
1633,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-191,2002,0.7,0,0,0,0,1,0,0,2,1,0,0,0,11,2,2,50.0,Matches
1634,Jaime Mata,es ESP,FWMF,Getafe,es La Liga,34-157,1988,0.6,3,0,0,6,1,1,0,0,1,0,0,0,2,2,4,33.3,Matches
1635,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20-197,2002,1.6,1,0,0,4,3,0,0,5,5,0,1,0,13,3,2,60.0,Matches
1636,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-043,2002,9.0,2,0,0,7,8,0,0,10,5,0,1,0,51,5,15,25.0,Matches
1637,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-275,1997,7.7,2,0,0,12,7,7,1,3,1,0,0,0,22,23,39,37.1,Matches
1638,Nemanja Matić,rs SRB,MF,Roma,it Serie A,34-241,1988,15.8,4,0,0,16,13,1,7,19,19,0,0,0,139,11,11,50.0,Matches
1639,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-234,1991,9.1,2,0,0,5,4,1,1,11,6,0,0,1,63,12,17,41.4,Matches
1640,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,23-016,2000,13.4,0,0,0,10,5,0,7,15,16,0,0,0,68,26,17,60.5,Matches
1641,Chrislain Matsima,fr FRA,DFMF,Lorient,fr Ligue 1,20-319,2002,2.5,0,0,0,0,1,0,0,2,0,0,0,0,9,3,6,33.3,Matches
1642,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20-319,2002,1.4,0,0,0,2,1,0,2,1,2,0,0,0,10,3,0,100.0,Matches
1643,Jean Mattéo Bahoya,fr FRA,FWMF,Angers,fr Ligue 1,17-327,2005,0.3,0,0,0,2,1,0,0,0,1,0,0,0,5,0,2,0.0,Matches
1644,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24-336,1998,20.0,3,0,0,30,24,0,1,37,37,0,0,0,177,25,24,51.0,Matches
1645,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-228,1996,10.5,3,0,0,11,18,1,2,3,5,0,0,0,25,14,38,26.9,Matches
1646,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,18-186,2004,4.4,0,0,0,4,12,1,11,2,1,0,0,0,15,3,6,33.3,Matches
1647,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24-303,1998,10.5,1,1,0,13,13,3,8,3,13,0,0,0,45,6,17,26.1,Matches
1648,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-109,1997,20.8,6,0,0,16,19,1,5,58,23,0,0,0,153,60,27,69.0,Matches
1649,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17-346,2005,1.1,1,0,0,2,2,0,1,3,0,0,1,0,3,1,1,50.0,Matches
1650,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-181,1993,5.2,1,0,0,4,2,1,35,1,7,0,0,0,21,4,6,40.0,Matches
1651,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,34-007,1989,11.4,0,0,0,4,7,9,3,0,7,0,0,0,24,18,18,50.0,Matches
1652,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-084,1999,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
1653,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-080,1996,6.4,1,0,0,8,11,0,0,7,4,1,0,0,37,12,3,80.0,Matches
1654,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25-359,1997,23.6,4,0,0,14,35,7,26,2,4,1,0,0,82,26,56,31.7,Matches
1655,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25-136,1997,6.3,0,0,0,10,5,1,10,6,12,0,0,0,25,8,9,47.1,Matches
1656,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-246,1995,15.8,2,0,0,18,9,5,69,9,12,0,0,0,96,7,6,53.8,Matches
1657,Kevin Mbabu,ch SUI,DFFW,Fulham,eng Premier League,27-345,1995,1.6,1,0,0,4,0,0,7,3,2,0,0,0,6,2,6,25.0,Matches
1658,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-100,1998,21.3,5,0,0,13,26,24,36,4,2,1,0,0,38,6,5,54.5,Matches
1659,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-275,1998,6.2,1,0,0,4,1,2,0,3,3,0,1,0,23,19,14,57.6,Matches
1660,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-234,1994,25.4,2,0,0,14,13,0,28,35,21,1,0,0,136,53,23,69.7,Matches
1661,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-235,1999,23.2,4,0,0,17,15,3,106,5,13,0,0,0,101,24,40,37.5,Matches
1662,Jason Mbock,fr FRA,MFFW,Angers,fr Ligue 1,23-149,1999,0.3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,,Matches
1663,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,21-014,2002,0.7,0,0,0,0,7,0,2,0,1,0,0,0,7,0,2,0.0,Matches
1664,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,21-014,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
1665,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-174,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1666,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28-163,1994,18.9,5,0,0,22,33,0,31,18,29,2,0,0,110,15,12,55.6,Matches
1667,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-138,1996,16.2,4,0,0,8,4,0,2,11,7,0,1,0,64,31,22,58.5,Matches
1668,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-214,1998,6.4,4,0,0,6,1,1,3,9,5,0,0,0,39,12,8,60.0,Matches
1669,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-214,1998,11.7,0,0,0,13,7,3,15,11,5,0,0,0,43,12,16,42.9,Matches
1670,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-128,1999,17.8,5,0,0,14,15,1,120,20,30,1,0,0,104,6,13,31.6,Matches
1671,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-112,1996,9.6,6,0,0,22,7,0,2,11,17,0,1,0,56,23,15,60.5,Matches
1672,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-239,1987,14.7,5,0,0,16,16,0,4,25,15,0,0,0,133,14,14,50.0,Matches
1673,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-306,1999,21.9,5,0,0,26,14,0,21,18,15,0,0,0,154,24,29,45.3,Matches
1674,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-190,1989,25.4,2,0,0,12,11,1,6,37,17,0,0,0,137,100,58,63.3,Matches
1675,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-283,2001,8.8,2,0,0,8,7,0,0,3,4,0,0,0,37,19,19,50.0,Matches
1676,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,29-013,1994,15.4,5,0,0,20,24,0,9,17,19,0,0,0,107,16,9,64.0,Matches
1677,Farid El Melali,dz ALG,DFFW,Angers,fr Ligue 1,25-329,1997,6.8,1,0,0,12,14,2,14,7,11,0,0,0,43,1,6,14.3,Matches
1678,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-087,1994,12.5,3,0,0,13,22,3,1,3,10,0,0,0,62,8,10,44.4,Matches
1679,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-103,1994,8.2,2,1,0,15,8,2,10,13,10,0,0,0,50,9,8,52.9,Matches
1680,Memphis,nl NED,FW,Barcelona,es La Liga,29-045,1994,1.3,0,0,0,2,2,1,4,0,1,0,0,0,7,1,2,33.3,Matches
1681,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-045,1994,2.9,1,0,0,2,6,0,5,0,0,0,0,0,3,1,5,16.7,Matches
1682,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-330,1998,8.2,1,0,0,8,3,0,25,5,9,0,1,0,32,1,1,50.0,Matches
1683,Nuno Mendes,pt POR,DFMF,Paris S-G,fr Ligue 1,20-284,2002,14.1,2,0,0,24,25,4,22,13,26,0,0,0,78,9,6,60.0,Matches
1684,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,31-015,1992,17.9,2,0,0,17,16,0,4,40,20,0,1,0,111,29,18,61.7,Matches
1685,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-082,1997,21.3,6,0,0,51,42,1,92,11,24,0,0,0,101,19,19,50.0,Matches
1686,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-213,2003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,Matches
1687,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-307,2004,1.9,0,0,0,3,0,1,1,1,5,0,0,0,15,4,2,66.7,Matches
1688,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-143,1994,2.5,0,0,0,1,7,1,10,4,2,0,1,0,14,5,4,55.6,Matches
1689,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-077,2000,22.8,8,1,1,50,27,1,6,16,19,0,1,0,141,20,10,66.7,Matches
1690,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-029,1992,8.5,1,0,0,0,2,0,0,0,0,0,0,0,14,2,0,100.0,Matches
1691,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-295,1995,12.8,2,0,0,4,18,0,7,13,9,0,0,0,64,7,7,50.0,Matches
1692,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-280,1992,6.8,1,0,0,8,8,0,1,11,6,0,0,0,41,3,6,33.3,Matches
1693,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-255,1998,18.9,5,0,0,27,13,1,49,33,34,0,1,0,183,20,16,55.6,Matches
1694,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-145,1997,19.4,7,0,0,15,6,0,0,20,16,0,0,2,64,36,23,61.0,Matches
1695,Jorge Meré,es ESP,DF,Cádiz,es La Liga,25-347,1997,0.8,0,0,0,0,1,0,0,0,2,0,0,0,3,4,3,57.1,Matches
1696,Alex Meret,it ITA,GK,Napoli,it Serie A,26-008,1997,26.0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,100.0,Matches
1697,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-281,1996,17.8,4,1,0,47,34,2,17,15,31,0,0,0,147,73,31,70.2,Matches
1698,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-318,2002,14.1,1,0,0,7,11,0,85,18,13,0,0,0,84,11,9,55.0,Matches
1699,Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,26-088,1997,0.2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,,Matches
1700,Roque Mesa,es ESP,MF,Valladolid,es La Liga,33-296,1989,13.7,8,1,1,31,24,0,9,10,13,0,1,0,103,7,16,30.4,Matches
1701,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,23-028,2000,27.0,3,0,0,1,3,0,0,1,0,0,0,0,26,8,2,80.0,Matches
1702,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,35-279,1987,22.5,0,0,0,3,33,6,59,0,14,0,0,0,50,0,3,0.0,Matches
1703,Junior Messias,br BRA,FWDF,Milan,it Serie A,31-321,1991,12.3,2,0,0,20,20,1,17,6,15,0,0,0,54,21,29,42.0,Matches
1704,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-199,1991,6.5,2,0,0,12,4,1,16,9,7,0,0,0,44,7,3,70.0,Matches
1705,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31-351,1991,7.0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0,Matches
1706,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,32-258,1990,4.6,2,0,0,8,4,2,16,0,4,0,0,0,23,20,41,32.8,Matches
1707,Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,20-353,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
1708,Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20-242,2002,0.3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0.0,Matches
1709,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-169,1997,17.7,2,0,0,30,13,0,0,18,16,0,0,1,95,52,17,75.4,Matches
1710,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-030,1994,11.0,3,1,1,12,17,3,4,0,5,0,0,0,26,22,39,36.1,Matches
1711,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,29-030,1994,1.4,1,0,0,4,1,1,0,0,1,0,0,0,4,2,7,22.2,Matches
1712,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,28-031,1995,23.3,7,0,0,30,59,1,25,22,24,0,0,0,130,66,48,57.9,Matches
1713,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-038,1997,27.0,3,0,0,0,4,0,0,1,1,0,0,0,39,9,1,90.0,Matches
1714,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-071,1998,19.5,3,0,0,24,27,1,8,27,22,0,1,0,103,44,26,62.9,Matches
1715,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31-357,1991,4.6,1,0,0,13,2,0,5,12,6,0,0,0,30,6,6,50.0,Matches
1716,Luis Milla,es ESP,MF,Getafe,es La Liga,28-174,1994,15.2,5,1,1,21,14,1,66,22,25,0,1,0,116,12,11,52.2,Matches
1717,Pere Milla,es ESP,FWMF,Elche,es La Liga,30-188,1992,13.4,5,0,0,13,33,7,13,7,13,1,0,0,74,17,19,47.2,Matches
1718,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20-256,2002,4.6,3,0,0,10,9,0,12,9,7,0,0,0,24,3,9,25.0,Matches
1719,James Milner,eng ENG,DFMF,Liverpool,eng Premier League,37-085,1986,8.0,1,0,0,10,10,0,46,12,10,0,0,0,46,10,11,47.6,Matches
1720,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-238,2003,0.2,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,62.5,Matches
1721,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-135,1996,25.3,4,0,0,21,6,0,4,30,24,0,0,0,169,72,36,66.7,Matches
1722,Yerry Mina,co COL,DF,Everton,eng Premier League,28-188,1994,2.6,1,0,0,4,3,0,0,2,4,0,0,0,12,7,7,50.0,Matches
1723,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-073,1995,5.6,2,0,0,13,9,2,28,5,6,1,0,0,29,6,3,66.7,Matches
1724,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30-017,1993,24.0,4,0,0,15,15,1,2,36,3,1,0,1,127,43,18,70.5,Matches
1725,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-321,1999,12.7,2,0,0,16,6,1,27,10,17,0,2,0,80,7,7,50.0,Matches
1726,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-285,1997,9.0,1,0,0,9,8,12,5,2,1,0,0,0,26,13,19,40.6,Matches
1727,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-164,1995,16.8,0,0,0,6,20,0,27,1,3,1,0,0,67,6,19,24.0,Matches
1728,Juan Miranda,es ESP,DF,Betis,es La Liga,23-070,2000,7.0,0,0,0,5,7,0,35,9,9,0,0,0,35,10,10,50.0,Matches
1729,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-239,2003,10.0,1,0,0,16,16,1,18,2,7,1,0,0,59,4,15,21.1,Matches
1730,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-210,1999,22.1,4,1,0,20,8,2,42,28,30,0,0,0,131,17,16,51.5,Matches
1731,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,25-314,1997,14.1,0,0,0,11,13,4,24,8,18,1,0,0,65,9,5,64.3,Matches
1732,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-195,1994,20.1,6,0,0,31,35,14,4,3,7,2,0,0,53,93,92,50.3,Matches
1733,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-312,1990,12.6,3,0,0,8,3,0,0,11,3,0,0,0,44,27,11,71.1,Matches
1734,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,26-012,1997,7.1,3,0,0,9,8,0,31,20,15,0,1,0,68,8,9,47.1,Matches
1735,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-068,1989,17.2,3,0,0,19,20,0,19,12,20,0,0,0,133,5,9,35.7,Matches
1736,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34-350,1988,8.9,4,0,0,14,7,6,2,2,4,0,0,0,15,32,34,48.5,Matches
1737,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-202,1985,15.7,6,0,0,19,13,3,53,9,6,0,0,0,66,8,11,42.1,Matches
1738,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-309,1999,5.5,0,0,0,3,4,2,1,0,0,0,0,0,10,7,10,41.2,Matches
1739,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-309,1999,15.4,1,0,0,17,17,4,3,3,5,0,0,0,35,13,47,21.7,Matches
1740,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-122,1997,15.9,0,0,0,34,22,9,9,5,9,1,0,0,35,60,63,48.8,Matches
1741,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-218,1995,8.7,0,0,0,5,3,0,77,8,4,0,0,0,50,6,10,37.5,Matches
1742,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-221,1992,6.8,0,0,0,3,12,0,40,4,9,0,0,0,46,7,4,63.6,Matches
1743,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-221,1992,3.0,2,0,0,4,3,0,14,4,3,0,1,0,33,4,1,80.0,Matches
1744,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,22-015,2001,0.2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,50.0,Matches
1745,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-358,1998,20.3,5,1,0,14,11,2,84,8,27,0,0,0,103,15,21,41.7,Matches
1746,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-088,1992,2.5,1,0,0,4,3,0,14,1,5,0,0,0,10,0,1,0.0,Matches
1747,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-131,1991,6.5,1,0,0,9,14,2,41,4,2,0,0,0,26,5,6,45.5,Matches
1748,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-131,1991,4.6,1,0,0,4,7,2,9,1,1,0,0,0,25,1,11,8.3,Matches
1749,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,24-321,1998,19.2,4,0,0,24,9,2,40,11,26,1,0,0,132,16,12,57.1,Matches
1750,Monchu,es ESP,MF,Valladolid,es La Liga,23-198,1999,14.4,7,0,0,31,14,1,53,13,21,0,1,0,76,11,22,33.3,Matches
1751,César Montes,mx MEX,DF,Espanyol,es La Liga,26-034,1997,7.5,2,0,0,6,3,0,0,7,3,0,0,0,42,18,21,46.2,Matches
1752,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,20-012,2003,2.6,1,0,0,8,4,4,1,0,0,0,0,0,5,14,23,37.8,Matches
1753,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,26-088,1997,10.8,5,1,0,12,7,10,30,12,6,0,0,0,60,11,11,50.0,Matches
1754,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-038,1996,26.0,0,0,0,0,4,0,0,0,0,0,0,0,44,2,2,50.0,Matches
1755,Martín Montoya,es ESP,DF,Betis,es La Liga,31-350,1991,2.0,0,0,0,1,2,0,6,2,5,0,0,0,8,2,0,100.0,Matches
1756,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-234,1992,12.4,0,0,0,22,28,1,6,1,11,0,0,0,24,55,51,51.9,Matches
1757,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-166,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1758,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-158,1992,15.0,3,0,0,29,43,21,4,0,8,0,0,0,49,37,24,60.7,Matches
1759,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-196,1998,0.8,0,0,0,1,1,0,6,1,0,0,0,0,7,1,1,50.0,Matches
1760,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-268,1992,9.4,5,0,0,20,5,1,29,14,3,0,0,0,44,9,6,60.0,Matches
1761,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-295,1993,6.4,2,0,0,13,6,0,19,3,6,0,0,0,32,6,2,75.0,Matches
1762,Álex Moreno,es ESP,DF,Betis,es La Liga,29-295,1993,15.0,1,0,0,17,19,1,28,17,22,0,1,0,78,9,18,33.3,Matches
1763,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-282,2001,5.9,0,0,0,3,4,1,18,1,4,0,0,0,29,4,8,33.3,Matches
1764,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-357,1992,11.9,4,0,0,10,11,12,6,4,5,0,0,0,26,16,14,53.3,Matches
1765,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-191,1996,0.1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,1,50.0,Matches
1766,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-116,1996,12.0,4,0,0,20,16,5,47,11,12,1,1,0,51,16,8,66.7,Matches
1767,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-070,2003,8.6,4,1,1,26,25,0,2,3,13,0,0,0,58,18,17,51.4,Matches
1768,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-077,1999,1.8,0,1,0,1,1,0,0,1,2,0,0,0,5,1,2,33.3,Matches
1769,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,24-077,1999,0.3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.0,Matches
1770,Nikola Moro,hr CRO,MF,Bologna,it Serie A,25-018,1998,7.7,1,0,0,7,8,0,11,4,10,0,0,0,59,17,7,70.8,Matches
1771,Loren Morón,es ESP,FW,Betis,es La Liga,29-090,1993,0.2,1,0,0,2,0,0,0,0,2,0,0,0,1,0,2,0.0,Matches
1772,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-276,2004,1.6,0,0,0,0,1,0,1,1,2,0,0,0,8,3,2,60.0,Matches
1773,Dany Mota,pt POR,FWMF,Monza,it Serie A,24-332,1998,13.0,1,0,0,14,20,12,32,2,4,1,0,0,40,21,38,35.6,Matches
1774,Lebo Mothiba,za RSA,FWMF,Strasbourg,fr Ligue 1,27-061,1996,3.3,0,0,0,7,6,0,3,0,0,0,0,0,7,5,17,22.7,Matches
1775,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18-130,2004,10.5,0,0,0,6,7,1,3,1,6,0,0,0,28,5,3,62.5,Matches
1776,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28-182,1994,8.7,0,0,0,17,13,4,6,3,2,0,0,0,26,72,55,56.7,Matches
1777,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,24-079,1999,18.1,4,0,0,28,26,1,64,8,18,0,0,0,85,9,14,39.1,Matches
1778,Lucas Moura,br BRA,MFDF,Tottenham,eng Premier League,30-229,1992,1.3,0,0,0,1,3,0,6,2,5,0,0,0,7,2,1,66.7,Matches
1779,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,28-061,1995,7.8,1,0,0,18,22,2,4,2,1,0,0,0,27,53,47,53.0,Matches
1780,João Moutinho,pt POR,MF,Wolves,eng Premier League,36-203,1986,18.4,2,0,0,29,14,1,50,18,28,0,0,0,100,7,20,25.9,Matches
1781,João Moutinho,pt POR,DFFW,Spezia,it Serie A,25-077,1998,0.6,0,0,0,1,0,0,3,0,1,0,0,0,7,0,1,0.0,Matches
1782,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26-230,1996,17.7,6,0,0,19,11,0,4,19,26,0,0,0,103,17,28,37.8,Matches
1783,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18-156,2004,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
