,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
164,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-200,1991,20.9,53,2.54,36,0,6,4,4,3,3,0.14,1,0,0,1,1,0,Matches
165,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-140,1994,6.1,5,0.83,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
166,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-217,1991,13.8,21,1.52,19,0,0,1,1,0,1,0.07,1,0,0,0,0,0,Matches
167,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21-354,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,28-088,1995,6.2,23,3.72,19,0,0,1,1,2,3,0.48,1,0,0,1,0,1,Matches
169,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-214,1989,12.3,18,1.46,18,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
170,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-084,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
171,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-067,1996,12.7,10,0.79,8,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
172,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-342,1996,22.5,18,0.80,16,0,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
173,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22-353,2000,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
174,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-353,2000,1.0,1,1.00,0,0,0,1,0,0,1,1.00,0,0,0,1,0,0,Matches
175,Édgar Badía,es ESP,GK,Elche,es La Liga,31-046,1992,26.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
176,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22-004,2001,7.1,11,1.56,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
177,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,22-004,2001,9.3,4,0.43,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-253,2001,14.4,52,3.61,37,0,6,5,4,0,4,0.28,2,0,0,1,1,0,Matches
179,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-339,1995,1.1,5,4.69,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-233,1997,17.9,47,2.63,30,2,7,6,2,0,5,0.28,3,0,0,2,0,0,Matches
181,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-352,1994,4.8,2,0.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-271,1993,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
183,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-093,2000,0.6,2,3.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-159,2004,5.8,13,2.22,8,1,2,0,2,0,1,0.17,0,0,1,0,0,0,Matches
185,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-030,1999,10.4,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0,Matches
186,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-030,1999,3.5,6,1.70,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-353,1991,0.7,2,3.05,2,0,0,0,0,0,1,1.53,1,0,0,0,0,0,Matches
188,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-225,1994,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Mitchel Bakker,nl NED,DFMF,Leverkusen,de Bundesliga,22-283,2000,12.8,25,1.95,20,4,0,0,0,1,3,0.23,2,0,0,0,0,1,Matches
190,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,24-356,1998,22.4,49,2.19,39,2,3,1,4,0,5,0.22,4,0,1,0,0,0,Matches
191,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,20-007,2003,12.9,40,3.10,29,2,3,3,3,0,4,0.31,4,0,0,0,0,0,Matches
192,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-163,2003,18.4,41,2.22,34,0,5,0,2,0,6,0.33,6,0,0,0,0,0,Matches
193,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-293,2002,18.1,33,1.82,24,2,3,1,3,0,3,0.17,1,0,1,0,1,0,Matches
194,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-086,2004,3.2,8,2.50,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
195,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-029,1988,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-063,1999,22.9,7,0.31,6,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
197,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-088,1992,24.2,47,1.94,39,6,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
198,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-086,1997,3.2,3,0.94,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
199,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-270,2001,23.5,53,2.25,34,0,8,6,5,0,7,0.30,3,0,2,0,2,0,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-339,1990,7.2,5,0.69,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
201,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,27-004,1996,22.0,87,3.96,73,2,2,8,2,0,13,0.59,10,0,0,3,0,0,Matches
202,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-206,1993,10.6,19,1.79,13,0,1,2,2,1,4,0.38,3,0,1,0,0,0,Matches
203,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-060,2001,13.1,27,2.06,13,1,9,1,3,0,3,0.23,3,0,0,0,0,0,Matches
204,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,28-001,1995,19.3,50,2.59,42,1,0,2,3,2,2,0.10,2,0,0,0,0,0,Matches
205,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-216,1992,13.8,40,2.90,28,0,2,7,1,2,3,0.22,2,0,0,1,0,0,Matches
206,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-356,1998,5.0,11,2.19,8,0,1,0,2,0,2,0.40,1,0,0,0,1,0,Matches
207,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-117,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-117,1994,14.6,30,2.05,26,0,1,2,1,0,1,0.07,1,0,0,0,0,0,Matches
209,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-109,1993,3.5,9,2.57,8,1,0,0,0,0,2,0.57,1,1,0,0,0,0,Matches
210,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-209,2002,8.6,18,2.09,15,0,1,1,0,1,4,0.46,4,0,0,0,0,0,Matches
211,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-144,2000,19.1,20,1.04,19,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-214,1997,3.7,6,1.64,3,1,0,1,0,1,1,0.27,0,0,0,0,0,1,Matches
213,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-051,1997,22.3,95,4.26,80,3,5,1,5,1,12,0.54,10,0,2,0,0,0,Matches
214,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-363,1997,7.1,28,3.94,22,3,2,0,0,1,5,0.70,4,1,0,0,0,0,Matches
215,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,29-115,1993,7.8,28,3.74,15,7,4,2,0,0,4,0.53,2,1,1,0,0,0,Matches
216,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-313,1998,4.4,13,2.92,8,1,1,2,1,0,1,0.22,1,0,0,0,0,0,Matches
217,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-111,1997,22.6,45,1.99,32,0,1,7,4,1,10,0.44,6,0,0,2,1,1,Matches
218,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-086,2000,16.7,32,1.92,23,0,1,2,4,2,6,0.36,4,0,1,0,1,0,Matches
219,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-312,2001,1.3,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
220,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-093,2001,4.6,8,1.76,7,0,1,0,0,0,1,0.22,0,0,1,0,0,0,Matches
221,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-071,1991,7.9,22,2.77,16,6,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
222,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-288,2003,4.9,12,2.45,11,0,0,1,0,0,2,0.41,1,0,0,1,0,0,Matches
223,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-136,1998,13.3,43,3.23,24,12,3,2,2,0,3,0.23,2,1,0,0,0,0,Matches
224,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-191,1996,26.0,8,0.31,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-125,1996,4.7,7,1.49,4,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
226,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-183,1996,4.4,12,2.72,9,0,1,0,1,1,1,0.23,1,0,0,0,0,0,Matches
227,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-351,1999,18.1,42,2.32,34,3,1,2,2,0,5,0.28,3,1,0,0,1,0,Matches
228,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-145,1996,10.5,26,2.47,15,8,0,2,0,1,2,0.19,2,0,0,0,0,0,Matches
229,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-261,1991,7.6,4,0.53,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
230,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-049,2000,13.7,11,0.80,1,2,0,4,3,1,1,0.07,0,1,0,0,0,0,Matches
231,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-301,1990,25.0,4,0.16,3,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
232,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-026,1996,5.7,5,0.87,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-087,1988,5.1,7,1.36,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
234,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-241,1999,21.2,77,3.63,53,0,10,5,8,1,9,0.42,5,0,2,1,1,0,Matches
235,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-310,1996,18.2,38,2.08,25,1,3,1,4,4,2,0.11,1,0,0,0,0,1,Matches
236,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-273,2000,0.6,2,3.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-221,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-038,2002,28.0,7,0.25,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-261,1990,0.7,4,6.00,0,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
240,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-341,1994,7.1,21,2.98,13,0,4,1,3,0,2,0.28,0,0,1,0,1,0,Matches
241,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-070,1996,20.7,23,1.11,14,4,0,1,2,2,1,0.05,1,0,0,0,0,0,Matches
242,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-082,1999,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
243,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-337,2005,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-049,1995,20.0,60,3.00,47,0,4,4,5,0,7,0.35,6,0,0,1,0,0,Matches
245,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-352,1996,9.1,5,0.55,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
246,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-352,1996,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-346,1997,1.9,6,3.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-283,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
249,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-269,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
250,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-055,1991,10.5,27,2.56,22,0,1,0,3,1,5,0.47,3,0,1,0,1,0,Matches
251,Alexis Beka Beka,fr FRA,MFDF,Nice,fr Ligue 1,22-001,2001,4.3,7,1.64,4,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
252,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,29-356,1993,7.7,10,1.30,7,0,1,1,1,0,3,0.39,1,0,1,0,1,0,Matches
253,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-302,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,31-016,1992,12.1,46,3.80,23,9,4,4,6,0,10,0.83,5,0,2,1,2,0,Matches
255,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,31-016,1992,4.0,15,3.79,8,6,0,0,1,0,2,0.51,0,2,0,0,0,0,Matches
256,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,29-061,1994,20.1,31,1.54,27,0,0,0,2,2,1,0.05,0,0,0,0,1,0,Matches
257,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-218,1991,17.7,12,0.68,11,0,0,1,0,0,3,0.17,2,0,0,1,0,0,Matches
258,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,21-109,2001,16.5,12,0.73,7,0,1,1,2,1,1,0.06,1,0,0,0,0,0,Matches
259,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-317,2000,1.9,4,2.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,32-356,1990,0.9,4,4.39,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,24-276,1998,18.0,68,3.77,47,13,3,1,4,0,7,0.39,6,0,0,1,0,0,Matches
262,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,28-011,1995,1.6,5,3.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19-274,2003,23.1,94,4.08,71,0,8,7,7,1,12,0.52,10,0,1,0,1,0,Matches
264,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-041,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Andrea Belotti,it ITA,FW,Roma,it Serie A,29-100,1993,6.8,11,1.62,9,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
266,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24-055,1999,23.3,46,1.97,37,6,0,1,0,2,2,0.09,1,0,0,0,0,1,Matches
267,Eliesse Ben Seghir,fr FRA,FWMF,Monaco,fr Ligue 1,18-042,2005,7.6,16,2.11,13,0,2,0,1,0,1,0.13,1,0,0,0,0,0,Matches
268,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,20-034,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32-230,1990,16.3,37,2.27,25,0,3,5,2,2,9,0.55,5,0,0,3,0,1,Matches
270,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,28-203,1994,1.0,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
271,Marco Benassi,it ITA,MF,Cremonese,it Serie A,28-203,1994,7.4,15,2.04,7,6,1,0,0,1,1,0.14,1,0,0,0,0,0,Matches
272,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25-119,1997,18.1,79,4.38,53,17,1,3,4,1,3,0.17,1,1,0,1,0,0,Matches
273,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,27-232,1995,15.9,69,4.34,51,1,9,6,2,0,4,0.25,3,0,1,0,0,0,Matches
274,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-348,1995,20.8,26,1.25,18,2,1,5,0,0,2,0.10,1,0,0,1,0,0,Matches
275,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,28-126,1994,21.2,54,2.56,31,15,5,1,1,1,4,0.19,2,2,0,0,0,0,Matches
276,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25-278,1997,16.7,34,2.04,27,0,1,2,1,3,5,0.30,2,0,0,1,0,2,Matches
277,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,35-101,1987,15.5,68,4.39,56,1,4,5,2,0,5,0.32,4,0,0,1,0,0,Matches
278,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28-241,1994,13.0,63,4.84,45,8,3,4,3,0,10,0.77,6,1,0,2,1,0,Matches
279,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-048,1990,14.7,29,1.97,23,3,1,2,0,0,1,0.07,1,0,0,0,0,0,Matches
280,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27-269,1995,18.1,65,3.58,35,17,3,4,3,3,3,0.17,2,0,0,1,0,0,Matches
281,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30-261,1992,13.3,8,0.60,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
282,Patrick Berg,no NOR,MFFW,Lens,fr Ligue 1,25-126,1997,0.3,2,7.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
283,Mitchell van Bergen,nl NED,FWDF,Reims,fr Ligue 1,23-215,1999,8.5,27,3.19,19,2,2,2,1,1,3,0.35,1,0,0,1,1,0,Matches
284,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24-323,1998,16.8,33,1.97,12,13,3,3,1,1,7,0.42,2,3,2,0,0,0,Matches
285,Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33-266,1989,7.0,11,1.57,10,1,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
286,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25-346,1997,20.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
287,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,30-029,1993,12.7,26,2.05,24,0,2,0,0,0,4,0.32,4,0,0,0,0,0,Matches
288,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,20-104,2002,3.9,9,2.31,5,3,0,1,0,0,2,0.51,2,0,0,0,0,0,Matches
289,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,33-083,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
290,Beto,gw GNB,FW,Udinese,it Serie A,25-058,1998,19.0,38,2.00,24,0,8,3,3,0,2,0.11,1,0,1,0,0,0,Matches
291,Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,19-155,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
292,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,30-013,1993,18.8,13,0.69,8,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,20-180,2002,1.2,3,2.41,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
294,Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22-364,2000,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
295,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,33-065,1990,1.9,1,0.53,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
296,Pedro Bigas,es ESP,DF,Elche,es La Liga,32-196,1990,16.0,10,0.62,5,0,1,2,1,1,2,0.12,0,0,0,1,1,0,Matches
297,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24-053,1999,20.4,13,0.64,12,0,0,1,0,0,2,0.10,2,0,0,0,0,0,Matches
298,El Bilal Touré,ml MLI,FW,Almería,es La Liga,21-178,2001,13.0,34,2.62,26,0,2,4,2,0,4,0.31,3,0,1,0,0,0,Matches
299,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,21-178,2001,1.0,2,1.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
300,Philip Billing,dk DEN,MFFW,Bournemouth,eng Premier League,26-292,1996,21.7,31,1.43,24,0,4,2,1,0,4,0.18,3,0,0,1,0,0,Matches
301,Jean-Claude Billong,cm CMR,MF,Clermont Foot,fr Ligue 1,29-092,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
302,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30-210,1992,22.0,106,4.82,46,57,1,2,0,0,4,0.18,2,2,0,0,0,0,Matches
303,Samuele Birindelli,it ITA,DF,Monza,it Serie A,23-254,1999,12.1,29,2.40,24,0,2,2,1,0,4,0.33,4,0,0,0,0,0,Matches
304,Veljko Birmančević,rs SRB,FWMF,Toulouse,fr Ligue 1,25-025,1998,3.6,9,2.47,6,0,0,0,3,0,2,0.55,1,0,0,0,1,0,Matches
305,Tom Bischof,de GER,MFFW,Hoffenheim,de Bundesliga,17-275,2005,2.9,7,2.40,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
306,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26-212,1996,9.0,25,2.76,20,0,1,1,1,2,1,0.11,1,0,0,0,0,0,Matches
307,Kristijan Bistrović,hr CRO,MF,Lecce,it Serie A,24-355,1998,5.1,10,1.95,3,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
308,Leonardo Bittencourt,de GER,MFDF,Werder Bremen,de Bundesliga,29-101,1993,11.3,23,2.04,11,1,2,1,6,2,2,0.18,1,0,0,0,1,0,Matches
309,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32-020,1991,27.0,3,0.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,Blanco,es ESP,MF,Cádiz,es La Liga,22-250,2000,1.8,2,1.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
311,Lautaro Blanco,ar ARG,DFMF,Elche,es La Liga,24-039,1999,3.2,8,2.48,5,2,0,0,0,1,1,0.31,1,0,0,0,0,0,Matches
312,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27-248,1995,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
313,Ludovic Blas,fr FRA,FWMF,Nantes,fr Ligue 1,25-089,1997,22.8,93,4.08,62,12,10,8,1,0,5,0.22,3,1,0,1,0,0,Matches
314,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31-332,1991,18.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
315,Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29-326,1993,19.7,5,0.25,5,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
316,Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,22-061,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Alexis Blin,fr FRA,MFDF,Lecce,it Serie A,26-195,1996,17.9,22,1.23,19,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
318,Daley Blind,nl NED,DFMF,Bayern Munich,de Bundesliga,33-021,1990,1.5,4,2.69,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
319,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,22-075,2001,1.5,4,2.73,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
320,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,34-208,1988,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
321,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,de Bundesliga,36-024,1987,1.9,5,2.63,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
322,Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,27-197,1995,0.2,2,10.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
323,Jean-Paul Boëtius,nl NED,MF,Hertha BSC,de Bundesliga,29-008,1994,9.5,23,2.43,17,1,1,1,2,1,0,0.00,0,0,0,0,0,0,Matches
324,Jeremie Boga,ci CIV,MFFW,Atalanta,it Serie A,26-086,1997,6.5,47,7.26,26,11,6,1,2,1,7,1.08,6,0,0,0,0,1,Matches
325,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24-018,1999,5.5,8,1.47,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
326,Quentin Boisgard,fr FRA,MF,Lorient,fr Ligue 1,26-013,1997,2.0,9,4.38,9,0,0,0,0,0,1,0.49,1,0,0,0,0,0,Matches
327,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,32-055,1991,6.6,5,0.76,5,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
