,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1575,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25-274,1997,15.0,683,619,61,31,1,13,51,3,27,14,8,0,549,3,10,Matches
1576,Sadio Mané,sn SEN,FW,Bayern Munich,de Bundesliga,30-354,1992,12.0,319,301,15,2,1,3,14,4,0,0,0,0,235,3,22,Matches
1577,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25-012,1998,8.4,315,311,2,2,1,1,5,0,0,0,0,0,253,2,9,Matches
1578,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35-335,1987,9.9,658,558,97,57,1,6,61,3,37,17,15,0,446,3,13,Matches
1579,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,35-028,1988,14.9,480,343,137,41,0,0,0,0,0,0,0,0,366,0,0,Matches
1580,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28-329,1994,0.1,7,6,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
1581,Myziane Maolida,fr FRA,FWMF,Reims,fr Ligue 1,24-044,1999,1.8,77,76,1,0,0,1,2,1,0,0,0,0,54,0,5,Matches
1582,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,24-044,1999,1.1,15,14,0,0,0,0,1,0,0,0,0,0,8,1,0,Matches
1583,Faitout Maouassa,fr FRA,FWDF,Montpellier,fr Ligue 1,24-267,1998,17.3,552,439,108,6,1,5,68,89,13,6,5,0,371,5,24,Matches
1584,Sekou Mara,fr FRA,FWMF,Southampton,eng Premier League,20-243,2002,5.0,87,84,2,0,1,0,1,0,0,0,0,0,58,1,4,Matches
1585,Maranhão,br BRA,FWMF,Valencia,es La Liga,26-161,1996,4.8,59,53,6,0,1,1,0,0,0,0,0,0,40,0,1,Matches
1586,Marcão,br BRA,DF,Sevilla,es La Liga,26-298,1996,4.0,211,204,6,5,0,3,0,0,0,0,0,0,184,1,2,Matches
1587,Solly March,eng ENG,FWDF,Brighton,eng Premier League,28-253,1994,23.9,1023,918,104,13,2,22,119,43,45,21,17,0,732,1,25,Matches
1588,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,35-014,1988,19.0,635,447,184,53,0,1,0,0,0,0,0,0,449,4,0,Matches
1589,Federico Marchetti,it ITA,GK,Spezia,it Serie A,40-051,1983,0.7,18,9,9,1,0,0,0,0,0,0,0,0,14,0,0,Matches
1590,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25-269,1997,20.4,840,817,20,14,8,14,4,6,0,0,0,0,672,3,26,Matches
1591,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,25-004,1998,2.0,113,91,22,3,0,1,8,18,1,0,1,0,87,0,1,Matches
1592,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-043,1992,19.0,919,815,102,68,0,13,1,4,0,0,0,0,785,2,4,Matches
1593,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,28-021,1995,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1594,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33-350,1989,21.9,1317,1065,245,20,0,9,89,225,0,0,0,0,1018,7,30,Matches
1595,José Mari,es ESP,MF,Cádiz,es La Liga,35-114,1987,3.6,157,150,6,6,0,6,1,0,0,0,0,0,128,1,2,Matches
1596,Pablo Marí,es ESP,DF,Monza,it Serie A,29-211,1993,18.6,1062,1002,56,32,0,4,1,6,0,0,0,0,924,4,7,Matches
1597,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28-069,1995,15.9,795,754,40,34,0,12,0,4,0,0,0,0,688,1,5,Matches
1598,Mariano,do DOM,FW,Real Madrid,es La Liga,29-241,1993,0.6,15,15,0,0,0,1,0,0,0,0,0,0,12,0,0,Matches
1599,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,19-270,2003,3.8,161,158,2,2,1,1,3,0,0,0,0,0,123,1,6,Matches
1600,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26-311,1996,20.5,1150,998,145,79,2,11,90,2,64,24,27,0,921,7,23,Matches
1601,Diego Mariño,es ESP,GK,Almería,es La Liga,32-325,1990,0.5,8,2,6,1,0,0,0,0,0,0,0,0,7,0,0,Matches
1602,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28-328,1994,17.5,868,837,30,26,0,6,0,0,0,0,0,0,757,1,8,Matches
1603,Marlon,br BRA,DF,Monza,it Serie A,27-204,1995,13.5,764,725,39,26,0,2,3,7,0,0,0,0,704,0,1,Matches
1604,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,24-051,1999,13.1,356,348,7,1,0,5,19,0,2,2,0,0,233,1,17,Matches
1605,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19-357,2003,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1606,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28-320,1994,22.1,1587,1533,50,28,3,5,0,16,0,0,0,0,1508,4,6,Matches
1607,Luca Marrone,it ITA,DF,Monza,it Serie A,33-002,1990,1.5,84,78,6,6,0,0,0,0,0,0,0,0,78,0,0,Matches
1608,Eric Martel,de GER,MF,Köln,de Bundesliga,20-335,2002,15.0,616,605,9,9,1,2,14,0,0,0,0,0,486,2,17,Matches
1609,Roger Martí,es ESP,FW,Elche,es La Liga,32-086,1991,7.3,160,147,10,0,0,1,5,0,0,0,0,0,118,3,8,Matches
1610,Roger Martí,es ESP,FW,Cádiz,es La Liga,32-086,1991,5.6,94,85,6,0,1,0,0,0,0,0,0,0,65,3,4,Matches
1611,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-115,1995,5.1,133,122,9,2,2,0,3,2,0,0,0,0,107,2,6,Matches
1612,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25-342,1997,16.5,849,596,250,34,0,3,126,165,51,39,11,0,641,3,23,Matches
1613,Ander Martin,es ESP,MFFW,Real Sociedad,es La Liga,22-134,2000,0.5,24,22,2,1,0,0,4,0,1,1,0,0,12,0,0,Matches
1614,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,23-262,1999,1.6,55,48,4,0,0,1,11,1,3,3,0,0,24,3,4,Matches
1615,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,20-342,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1616,Iván Martín,es ESP,MF,Girona,es La Liga,24-044,1999,7.7,289,278,11,1,0,1,6,3,0,0,0,0,238,0,14,Matches
1617,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32-355,1990,2.1,187,180,7,5,0,2,2,2,0,0,0,0,163,0,0,Matches
1618,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-285,2001,25.0,918,836,77,10,5,2,96,10,55,36,0,0,688,5,37,Matches
1619,Arnau Martinez,es ESP,DF,Girona,es La Liga,19-339,2003,19.5,1005,795,203,33,0,5,41,170,0,0,0,0,807,7,23,Matches
1620,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-209,1992,24.4,920,688,228,72,1,3,0,0,0,0,0,0,692,4,1,Matches
1621,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-317,1991,12.0,634,595,37,28,0,24,4,2,0,0,0,0,520,2,5,Matches
1622,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-220,1997,23.7,553,511,41,1,5,6,11,4,0,0,0,0,406,1,19,Matches
1623,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-071,1998,20.6,1321,1216,100,24,6,13,0,5,0,0,0,0,1144,5,6,Matches
1624,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-324,1996,17.1,1056,1019,35,32,0,28,0,3,0,0,0,0,856,2,8,Matches
1625,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18-359,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
1626,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,27-323,1995,3.8,155,154,1,0,0,0,5,1,0,0,0,0,121,0,6,Matches
1627,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-164,1992,25.3,1558,1347,208,24,0,8,13,184,0,0,0,0,1341,3,14,Matches
1628,Omar Mascarell,es ESP,MF,Elche,es La Liga,30-056,1993,22.2,977,904,71,47,0,17,20,3,18,0,9,3,824,2,10,Matches
1629,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-087,1994,5.3,248,218,28,8,0,5,8,20,0,0,0,0,191,2,1,Matches
1630,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-086,1989,16.9,622,426,195,44,0,0,0,0,0,0,0,0,448,1,1,Matches
1631,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,24-128,1998,15.5,561,548,12,10,0,1,1,1,0,0,0,0,451,1,6,Matches
1632,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-266,2001,6.9,217,207,5,4,4,1,2,0,0,0,0,0,178,5,5,Matches
1633,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-191,2002,0.7,39,39,0,0,0,0,0,0,0,0,0,0,30,0,0,Matches
1634,Jaime Mata,es ESP,FWMF,Getafe,es La Liga,34-157,1988,0.6,21,20,1,0,0,0,0,0,0,0,0,0,15,0,1,Matches
1635,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20-197,2002,1.6,113,110,3,2,0,1,0,0,0,0,0,0,103,0,0,Matches
1636,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-043,2002,9.0,350,343,6,5,0,5,0,0,0,0,0,0,291,1,4,Matches
1637,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-275,1997,7.7,134,128,6,0,0,0,1,0,0,0,0,0,92,0,8,Matches
1638,Nemanja Matić,rs SRB,MF,Roma,it Serie A,34-241,1988,15.8,1000,941,52,49,2,12,7,2,1,0,0,0,853,7,11,Matches
1639,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-234,1991,9.1,664,653,10,7,0,3,1,3,0,0,0,0,573,1,4,Matches
1640,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,23-016,2000,13.4,565,465,99,17,0,1,7,81,0,0,0,0,420,1,14,Matches
1641,Chrislain Matsima,fr FRA,DFMF,Lorient,fr Ligue 1,20-319,2002,2.5,127,120,7,7,0,0,0,0,0,0,0,0,108,0,3,Matches
1642,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20-319,2002,1.4,118,98,18,3,0,0,2,15,0,0,0,0,101,2,0,Matches
1643,Jean Mattéo Bahoya,fr FRA,FWMF,Angers,fr Ligue 1,17-327,2005,0.3,22,22,0,0,0,0,0,0,0,0,0,0,18,0,1,Matches
1644,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24-336,1998,20.0,1131,1103,22,19,1,19,1,2,0,0,0,0,964,6,17,Matches
1645,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-228,1996,10.5,212,190,21,1,0,1,2,2,0,0,0,0,157,1,8,Matches
1646,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,18-186,2004,4.4,93,82,11,5,1,0,11,0,6,3,3,0,68,0,5,Matches
1647,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24-303,1998,10.5,229,217,11,1,1,1,8,7,0,0,0,0,171,1,11,Matches
1648,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-109,1997,20.8,1218,1081,132,49,1,33,5,83,0,0,0,0,1008,5,14,Matches
1649,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17-346,2005,1.1,48,41,7,1,0,0,1,6,0,0,0,0,41,0,0,Matches
1650,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-181,1993,5.2,334,248,85,11,0,0,35,60,14,8,4,0,249,1,10,Matches
1651,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,34-007,1989,11.4,267,252,14,0,3,1,3,0,0,0,0,0,204,1,9,Matches
1652,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-084,1999,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1653,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-080,1996,6.4,263,253,10,9,0,1,0,0,0,0,0,0,230,0,1,Matches
1654,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25-359,1997,23.6,611,576,35,0,1,9,26,3,1,0,0,0,454,0,26,Matches
1655,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25-136,1997,6.3,457,397,59,5,1,0,10,54,0,0,0,0,394,1,4,Matches
1656,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-246,1995,15.8,678,525,151,9,2,4,69,125,17,0,16,0,499,2,22,Matches
1657,Kevin Mbabu,ch SUI,DFFW,Fulham,eng Premier League,27-345,1995,1.6,94,71,23,0,0,1,7,23,0,0,0,0,68,0,2,Matches
1658,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-100,1998,21.3,879,834,41,0,6,1,36,8,14,2,0,0,708,4,13,Matches
1659,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-275,1998,6.2,195,191,2,2,0,1,0,0,0,0,0,0,142,2,4,Matches
1660,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-234,1994,25.4,1353,1276,71,37,1,7,28,21,0,0,0,0,1123,6,19,Matches
1661,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-235,1999,23.2,693,599,91,26,4,6,106,15,49,25,9,4,467,3,27,Matches
1662,Jason Mbock,fr FRA,MFFW,Angers,fr Ligue 1,23-149,1999,0.3,10,6,4,0,0,0,4,1,2,2,0,0,6,0,1,Matches
1663,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,21-014,2002,0.7,27,25,2,2,0,0,2,0,0,0,0,0,22,0,2,Matches
1664,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,21-014,2002,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1665,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-174,1987,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1666,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28-163,1994,18.9,695,661,28,14,6,10,31,1,11,8,0,0,536,6,14,Matches
1667,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-138,1996,16.2,694,660,31,10,0,3,2,21,0,0,0,0,551,3,2,Matches
1668,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-214,1998,6.4,279,269,9,5,2,3,3,4,0,0,0,0,224,1,7,Matches
1669,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-214,1998,11.7,418,389,27,3,1,2,15,24,0,0,0,0,336,2,7,Matches
1670,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-128,1999,17.8,630,552,73,25,3,4,120,10,38,34,1,0,428,5,37,Matches
1671,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-112,1996,9.6,315,310,4,3,1,3,2,1,0,0,0,0,260,1,2,Matches
1672,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-239,1987,14.7,970,925,45,42,1,8,4,2,0,0,0,0,860,0,7,Matches
1673,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-306,1999,21.9,1873,1767,103,76,3,17,21,21,0,0,0,0,1685,3,14,Matches
1674,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-190,1989,25.4,1287,1182,99,31,0,8,6,67,0,0,0,0,967,6,13,Matches
1675,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-283,2001,8.8,503,495,8,7,0,0,0,1,0,0,0,0,456,0,4,Matches
1676,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,29-013,1994,15.4,582,565,13,10,2,5,9,2,0,0,0,0,481,4,9,Matches
1677,Farid El Melali,dz ALG,DFFW,Angers,fr Ligue 1,25-329,1997,6.8,237,205,30,2,0,0,14,25,3,1,0,0,160,2,13,Matches
1678,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-087,1994,12.5,468,460,6,3,0,3,1,2,0,0,0,0,410,2,6,Matches
1679,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-103,1994,8.2,483,413,69,6,1,0,10,63,0,0,0,0,414,1,7,Matches
1680,Memphis,nl NED,FW,Barcelona,es La Liga,29-045,1994,1.3,66,60,6,1,1,0,4,0,4,0,2,0,53,0,1,Matches
1681,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-045,1994,2.9,88,78,10,1,2,0,5,1,5,3,1,0,67,0,1,Matches
1682,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-330,1998,8.2,286,204,81,3,0,0,25,78,0,0,0,0,202,1,7,Matches
1683,Nuno Mendes,pt POR,DFMF,Paris S-G,fr Ligue 1,20-284,2002,14.1,737,671,65,8,2,1,22,57,0,0,0,0,628,1,28,Matches
1684,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,31-015,1992,17.9,1341,1289,49,43,3,13,4,5,0,0,0,0,1151,3,12,Matches
1685,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-082,1997,21.3,1052,921,126,40,5,12,92,4,76,22,36,0,815,5,20,Matches
1686,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-213,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1687,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-307,2004,1.9,120,105,14,0,0,0,1,14,0,0,0,0,100,1,0,Matches
1688,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-143,1994,2.5,120,100,20,3,0,0,10,17,0,0,0,0,82,0,4,Matches
1689,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-077,2000,22.8,1011,994,15,14,2,8,6,1,0,0,0,0,873,2,10,Matches
1690,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-029,1992,8.5,268,206,62,6,0,1,0,0,0,0,0,0,213,0,0,Matches
1691,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-295,1995,12.8,727,644,81,15,0,2,7,66,0,0,0,0,665,2,4,Matches
1692,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-280,1992,6.8,357,348,8,8,0,2,1,0,0,0,0,0,317,1,10,Matches
1693,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-255,1998,18.9,1093,894,196,18,1,8,49,178,0,0,0,0,834,3,36,Matches
1694,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-145,1997,19.4,766,740,24,17,0,2,0,7,0,0,0,0,628,2,6,Matches
1695,Jorge Meré,es ESP,DF,Cádiz,es La Liga,25-347,1997,0.8,17,17,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1696,Alex Meret,it ITA,GK,Napoli,it Serie A,26-008,1997,26.0,721,526,195,37,0,1,0,0,0,0,0,0,624,0,0,Matches
1697,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-281,1996,17.8,972,943,20,17,6,8,17,2,1,0,0,0,733,9,20,Matches
1698,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-318,2002,14.1,902,721,180,23,0,12,85,119,37,4,24,0,680,1,18,Matches
1699,Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,26-088,1997,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
1700,Roque Mesa,es ESP,MF,Valladolid,es La Liga,33-296,1989,13.7,692,656,32,32,3,17,9,0,0,0,0,0,568,4,13,Matches
1701,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,23-028,2000,27.0,840,556,281,67,0,0,0,0,0,0,0,0,529,3,2,Matches
1702,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,35-279,1987,22.5,1432,1316,95,23,44,6,59,2,60,24,21,0,1136,21,48,Matches
1703,Junior Messias,br BRA,FWDF,Milan,it Serie A,31-321,1991,12.3,408,379,28,4,2,1,17,24,0,0,0,0,306,1,9,Matches
1704,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-199,1991,6.5,435,368,67,5,1,3,16,62,0,0,0,0,322,0,14,Matches
1705,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31-351,1991,7.0,323,261,61,17,0,1,0,0,0,0,0,0,280,1,2,Matches
1706,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,32-258,1990,4.6,153,150,2,0,2,0,16,1,0,0,0,0,83,1,10,Matches
1707,Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,20-353,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1708,Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20-242,2002,0.3,14,11,3,1,0,0,2,0,1,0,1,0,10,0,0,Matches
1709,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-169,1997,17.7,1007,967,36,32,0,8,0,4,0,0,0,0,856,4,4,Matches
1710,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-030,1994,11.0,279,260,15,2,2,2,4,0,0,0,0,0,218,4,6,Matches
1711,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,29-030,1994,1.4,37,34,3,0,0,0,0,0,0,0,0,0,28,0,1,Matches
1712,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,28-031,1995,23.3,1393,1358,31,21,12,15,25,10,0,0,0,0,1042,4,30,Matches
1713,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-038,1997,27.0,1214,933,269,67,0,7,0,1,0,0,0,0,703,12,1,Matches
1714,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-071,1998,19.5,1155,1074,81,30,0,33,8,17,0,0,0,0,1009,0,12,Matches
1715,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31-357,1991,4.6,203,192,10,7,0,2,5,1,2,2,0,0,161,1,0,Matches
1716,Luis Milla,es ESP,MF,Getafe,es La Liga,28-174,1994,15.2,771,670,97,53,1,13,66,0,39,17,20,0,602,4,14,Matches
1717,Pere Milla,es ESP,FWMF,Elche,es La Liga,30-188,1992,13.4,413,397,15,4,2,4,13,6,1,0,0,0,292,1,19,Matches
1718,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20-256,2002,4.6,186,174,11,5,1,0,12,2,4,2,2,0,146,1,6,Matches
1719,James Milner,eng ENG,DFMF,Liverpool,eng Premier League,37-085,1986,8.0,568,480,85,16,1,3,46,58,11,2,9,0,435,3,17,Matches
1720,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-238,2003,0.2,9,8,1,0,0,0,0,0,0,0,0,0,4,0,1,Matches
1721,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-135,1996,25.3,2049,2005,40,38,1,26,4,1,0,0,0,0,1852,4,11,Matches
1722,Yerry Mina,co COL,DF,Everton,eng Premier League,28-188,1994,2.6,174,163,11,10,0,1,0,1,0,0,0,0,156,0,0,Matches
1723,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-073,1995,5.6,179,160,18,5,0,2,28,2,10,9,1,0,117,1,7,Matches
1724,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30-017,1993,24.0,1292,1243,46,37,1,11,2,6,0,0,0,0,1098,3,6,Matches
1725,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-321,1999,12.7,797,657,138,23,2,2,27,115,0,0,0,0,637,2,13,Matches
1726,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-285,1997,9.0,155,135,18,0,0,0,5,0,0,0,0,0,111,2,6,Matches
1727,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-164,1995,16.8,612,581,28,3,5,3,27,7,18,12,0,0,489,3,12,Matches
1728,Juan Miranda,es ESP,DF,Betis,es La Liga,23-070,2000,7.0,335,272,63,8,0,2,35,49,6,0,5,0,229,0,12,Matches
1729,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-239,2003,10.0,391,369,20,4,2,3,18,5,8,3,4,0,279,2,13,Matches
1730,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-210,1999,22.1,1035,797,235,25,0,0,42,210,0,0,0,0,722,3,43,Matches
1731,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,25-314,1997,14.1,602,584,13,0,3,2,24,11,2,0,0,0,487,5,16,Matches
1732,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-195,1994,20.1,449,443,6,0,4,9,4,3,0,0,0,0,270,0,21,Matches
1733,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-312,1990,12.6,386,361,23,23,0,2,0,0,0,0,0,0,312,2,0,Matches
1734,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,26-012,1997,7.1,401,284,115,4,1,4,31,100,11,2,8,0,273,2,10,Matches
1735,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-068,1989,17.2,825,808,14,5,3,4,19,7,2,1,1,0,718,3,9,Matches
1736,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34-350,1988,8.9,121,113,6,0,0,0,2,0,0,0,0,0,72,2,1,Matches
1737,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-202,1985,15.7,1163,1075,86,35,7,16,53,9,37,19,10,0,1015,2,19,Matches
1738,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-309,1999,5.5,90,78,11,1,0,0,1,0,0,0,0,0,69,1,1,Matches
1739,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-309,1999,15.4,208,204,2,0,2,1,3,0,0,0,0,0,154,2,6,Matches
1740,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-122,1997,15.9,265,250,15,0,1,1,9,1,0,0,0,0,158,0,16,Matches
1741,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-218,1995,8.7,479,350,128,29,1,10,77,77,21,8,12,0,296,1,17,Matches
1742,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-221,1992,6.8,376,311,62,8,0,0,40,50,4,1,2,0,302,3,15,Matches
1743,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-221,1992,3.0,178,143,33,3,0,0,14,30,0,0,0,0,127,2,4,Matches
1744,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,22-015,2001,0.2,6,2,4,1,0,0,1,3,0,0,0,0,3,0,0,Matches
1745,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-358,1998,20.3,1265,1044,220,10,7,3,84,203,7,4,3,0,932,1,38,Matches
1746,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-088,1992,2.5,114,96,17,2,0,0,14,15,0,0,0,0,86,1,3,Matches
1747,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-131,1991,6.5,293,243,48,10,0,1,41,1,28,9,17,0,234,2,7,Matches
1748,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-131,1991,4.6,152,138,14,4,0,0,9,2,4,2,2,0,113,0,7,Matches
1749,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,24-321,1998,19.2,972,883,85,32,2,23,40,48,4,2,2,0,774,4,15,Matches
