,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2343,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22-331,2000,10.2,1,7,2,28.6,0.69,0.20,0.14,0.50,13.7,0,0,0,1.0,1.0,0.15,0.0,0.0,Matches
2344,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27-268,1995,2.5,3,7,5,71.4,2.78,1.98,0.43,0.60,16.8,0,0,0,0.7,0.7,0.10,+2.3,+2.3,Matches
2345,Ellis Simms,eng ENG,FW,Everton,eng Premier League,22-084,2001,1.3,1,4,1,25.0,3.16,0.79,0.25,1.00,17.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches
2346,Eduardo Simões,pt POR,DF,Hoffenheim,de Bundesliga,21-028,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2347,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,27-261,1995,20.2,5,25,6,24.0,1.24,0.30,0.16,0.67,18.8,1,1,1,3.9,2.9,0.12,+1.1,+1.1,Matches
2348,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25-292,1997,21.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2349,Lassine Sinayoko,ml MLI,MFFW,Auxerre,fr Ligue 1,23-112,1999,14.4,0,30,7,23.3,2.09,0.49,0.00,0.00,17.2,0,0,0,2.4,2.4,0.08,-2.4,-2.4,Matches
2350,Wilfried Singo,ci CIV,DF,Torino,it Serie A,22-095,2000,15.4,2,21,6,28.6,1.36,0.39,0.10,0.33,13.8,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
2351,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23-286,1999,6.0,2,13,5,38.5,2.17,0.84,0.15,0.40,17.3,0,0,0,1.8,1.8,0.14,+0.2,+0.2,Matches
2352,Daley Sinkgraven,nl NED,DFMF,Leverkusen,de Bundesliga,27-269,1995,3.6,0,4,1,25.0,1.11,0.28,0.00,0.00,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2353,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,35-008,1988,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2354,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20-264,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2355,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,36-077,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2356,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,25-154,1997,9.7,0,10,2,20.0,1.04,0.21,0.00,0.00,14.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
2357,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33-226,1989,16.4,2,14,4,28.6,0.86,0.24,0.14,0.50,15.5,0,0,0,2.0,2.0,0.14,0.0,0.0,Matches
2358,Tim Skarke,de GER,DFMF,Union Berlin,de Bundesliga,26-204,1996,0.6,0,4,2,50.0,6.79,3.40,0.00,0.00,22.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2359,Tim Skarke,de GER,FWMF,Schalke 04,de Bundesliga,26-204,1996,2.4,0,7,2,28.6,2.97,0.85,0.00,0.00,26.4,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2360,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27-324,1995,23.7,5,23,7,30.4,0.97,0.29,0.22,0.71,15.3,0,0,0,3.5,3.5,0.15,+1.5,+1.5,Matches
2361,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,22-195,2000,7.2,1,6,2,33.3,0.84,0.28,0.17,0.50,22.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
2362,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23-122,1999,2.7,0,2,0,0.0,0.75,0.00,0.00,,26.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2363,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31-329,1991,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2364,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26-314,1996,13.7,3,37,11,29.7,2.71,0.81,0.03,0.09,22.6,8,2,2,3.3,1.7,0.05,-0.3,-0.7,Matches
2365,Milan Škriniar,sk SVK,DF,Inter,it Serie A,28-047,1995,19.7,0,9,2,22.2,0.46,0.10,0.00,0.00,13.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
2366,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20-327,2002,0.3,0,1,0,0.0,3.91,0.00,0.00,,15.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
2367,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-285,1988,11.0,1,14,2,14.3,1.28,0.18,0.07,0.50,14.1,0,0,1,2.5,1.7,0.12,-1.5,-0.7,Matches
2368,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-128,1989,25.7,3,12,3,25.0,0.47,0.12,0.25,1.00,7.9,0,0,0,1.2,1.2,0.10,+1.8,+1.8,Matches
2369,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-335,1991,24.4,0,4,1,25.0,0.16,0.04,0.00,0.00,14.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
2370,Emile Smith Rowe,eng ENG,FWMF,Arsenal,eng Premier League,22-245,2000,1.3,0,4,1,25.0,3.10,0.78,0.00,0.00,15.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2371,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22-225,2000,5.2,0,3,0,0.0,0.57,0.00,0.00,,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2372,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-211,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2373,Cédric Soares,pt POR,DF,Fulham,eng Premier League,31-211,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2374,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-152,1991,15.2,0,1,0,0.0,0.07,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2375,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27-344,1995,5.6,0,4,0,0.0,0.71,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2376,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-302,1992,17.3,2,20,9,45.0,1.16,0.52,0.10,0.22,13.0,0,0,0,3.1,3.1,0.16,-1.1,-1.1,Matches
2377,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-294,1999,3.8,0,4,1,25.0,1.05,0.26,0.00,0.00,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2378,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-197,1997,20.9,3,47,18,38.3,2.25,0.86,0.06,0.17,13.6,0,0,0,4.4,4.4,0.10,-1.4,-1.4,Matches
2379,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,31-086,1992,2.4,0,2,0,0.0,0.83,0.00,0.00,,14.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
2380,Ola Solbakken,no NOR,MFFW,Roma,it Serie A,24-204,1998,1.2,1,4,1,25.0,3.24,0.81,0.25,1.00,18.4,1,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
2381,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,22-064,2001,6.6,0,6,0,0.0,0.91,0.00,0.00,,15.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2382,Carlos Soler,es ESP,MF,Valencia,es La Liga,26-087,1997,2.7,1,4,1,25.0,1.49,0.37,0.00,0.00,30.0,3,1,1,0.9,0.2,0.04,+0.1,-0.2,Matches
2383,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,26-087,1997,9.4,3,9,6,66.7,0.96,0.64,0.33,0.50,14.3,0,0,0,1.4,1.4,0.16,+1.6,+1.6,Matches
2384,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,29-009,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2385,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-249,1999,3.1,4,6,5,83.3,1.92,1.60,0.67,0.80,17.2,0,0,0,1.0,1.0,0.17,+3.0,+3.0,Matches
2386,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,34-103,1988,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2387,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,34-103,1988,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2388,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,21-037,2002,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2389,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,21-037,2002,6.3,0,6,2,33.3,0.95,0.32,0.00,0.00,19.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2390,David Soria,es ESP,GK,Getafe,es La Liga,29-360,1993,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2391,Roberto Soriano,it ITA,FWMF,Bologna,it Serie A,32-050,1991,13.9,1,12,2,16.7,0.86,0.14,0.08,0.50,19.4,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2392,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,25-068,1998,15.0,2,12,6,50.0,0.80,0.40,0.17,0.33,20.8,4,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
2393,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,21-079,2002,6.6,0,2,1,50.0,0.30,0.15,0.00,0.00,39.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2394,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19-101,2003,0.2,0,1,0,0.0,5.29,0.00,0.00,,20.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2395,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,32-156,1990,25.5,6,73,26,35.6,2.86,1.02,0.07,0.19,15.3,0,1,3,9.5,7.2,0.10,-3.5,-2.2,Matches
2396,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-300,1999,5.0,0,14,7,50.0,2.78,1.39,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
2397,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28-031,1995,22.2,1,22,7,31.8,0.99,0.32,0.05,0.14,11.0,0,0,0,2.9,2.9,0.13,-1.9,-1.9,Matches
2398,Matìas Soulé,ar ARG,MFDF,Juventus,it Serie A,19-349,2003,3.6,1,9,5,55.6,2.52,1.40,0.11,0.20,17.4,0,0,0,1.3,1.3,0.15,-0.3,-0.3,Matches
2399,Moussa Soumano,fr FRA,FWMF,Ajaccio,fr Ligue 1,17-264,2005,2.3,1,4,1,25.0,1.74,0.43,0.25,1.00,17.7,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
2400,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30-285,1992,15.7,0,2,1,50.0,0.13,0.06,0.00,0.00,8.8,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
2401,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,24-031,1999,10.3,0,1,0,0.0,0.10,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2402,Arnaud Souquet,fr FRA,DFFW,Montpellier,fr Ligue 1,31-046,1992,4.0,0,1,0,0.0,0.25,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2403,Dyego Sousa,pt POR,FW,Almería,es La Liga,33-197,1989,4.1,0,10,3,30.0,2.41,0.72,0.00,0.00,15.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2404,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,24-159,1998,7.0,0,5,0,0.0,0.71,0.00,0.00,,10.2,0,0,0,1.1,1.1,0.22,-1.1,-1.1,Matches
2405,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23-286,1999,22.5,0,7,3,42.9,0.31,0.13,0.00,0.00,21.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2406,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,26-052,1997,21.7,3,19,7,36.8,0.87,0.32,0.16,0.43,25.2,0,0,0,1.3,1.3,0.07,+1.7,+1.7,Matches
2407,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26-311,1996,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2408,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,fr Ligue 1,26-073,1997,5.8,0,5,1,20.0,0.86,0.17,0.00,0.00,15.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2409,Djed Spence,eng ENG,FWDF,Tottenham,eng Premier League,22-233,2000,0.1,0,1,0,0.0,12.86,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2410,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,22-233,2000,6.3,0,3,1,33.3,0.48,0.16,0.00,0.00,14.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
2411,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27-018,1996,28.0,2,23,4,17.4,0.82,0.14,0.09,0.50,19.9,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches
2412,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30-005,1993,13.5,1,8,5,62.5,0.59,0.37,0.13,0.20,19.2,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
2413,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-324,1992,6.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2414,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26-358,1996,3.3,0,1,0,0.0,0.30,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2415,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24-135,1998,16.9,1,28,9,32.1,1.66,0.53,0.04,0.11,21.8,2,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
2416,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,29-118,1993,8.9,0,10,0,0.0,1.12,0.00,0.00,,28.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
2417,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26-142,1996,13.4,2,13,5,38.5,0.97,0.37,0.15,0.40,11.6,0,0,0,2.0,2.0,0.16,0.0,0.0,Matches
2418,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22-362,2000,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2419,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,33-124,1989,0.7,0,1,0,0.0,1.48,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2420,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,20-126,2002,1.0,0,2,0,0.0,2.07,0.00,0.00,,13.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
2421,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27-350,1995,14.6,0,2,1,50.0,0.14,0.07,0.00,0.00,13.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2422,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32-224,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2423,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,24-102,1998,2.4,0,3,1,33.3,1.27,0.42,0.00,0.00,20.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
2424,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-010,1996,3.6,0,2,0,0.0,0.55,0.00,0.00,,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2425,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,29-062,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2426,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,29-062,1994,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2427,Raheem Sterling,eng ENG,FWMF,Chelsea,eng Premier League,28-112,1994,14.9,4,28,11,39.3,1.88,0.74,0.14,0.36,12.4,0,0,0,4.5,4.5,0.17,-0.5,-0.5,Matches
2428,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21-360,2001,6.6,1,6,3,50.0,0.90,0.45,0.17,0.33,22.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
2429,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,34-216,1988,14.2,5,36,15,41.7,2.53,1.05,0.14,0.33,21.4,1,0,0,3.3,3.3,0.09,+1.7,+1.7,Matches
2430,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29-215,1993,21.5,2,34,7,20.6,1.58,0.33,0.03,0.14,24.9,5,1,1,2.4,1.7,0.05,-0.4,-0.7,Matches
2431,Petar Stojanović,si SVN,DF,Empoli,it Serie A,27-174,1995,15.3,0,9,1,11.1,0.59,0.07,0.00,0.00,24.9,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2432,John Stones,eng ENG,DF,Manchester City,eng Premier League,28-306,1994,14.1,0,7,1,14.3,0.50,0.07,0.00,0.00,13.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2433,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-052,2000,13.9,2,30,9,30.0,2.16,0.65,0.07,0.22,12.8,0,0,0,3.8,3.8,0.13,-1.8,-1.8,Matches
2434,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,25-346,1997,19.5,7,46,15,32.6,2.35,0.77,0.13,0.40,19.9,2,1,1,3.7,2.9,0.06,+3.3,+3.1,Matches
2435,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21-360,2001,1.9,0,3,1,33.3,1.60,0.53,0.00,0.00,11.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
2436,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,23-231,1999,18.7,2,13,6,46.2,0.69,0.32,0.15,0.33,12.4,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
2437,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36-169,1986,7.9,6,21,12,57.1,2.66,1.52,0.14,0.25,13.1,0,3,4,6.7,3.6,0.17,-0.7,-0.6,Matches
2438,Damián Suárez,uy URU,DFMF,Getafe,es La Liga,34-337,1988,12.3,1,2,1,50.0,0.16,0.08,0.50,1.00,18.8,0,0,0,0.3,0.3,0.16,+0.7,+0.7,Matches
2439,Denis Suárez,es ESP,MF,Espanyol,es La Liga,29-083,1994,4.1,0,2,1,50.0,0.49,0.24,0.00,0.00,11.9,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches
2440,Mario Suárez,es ESP,DFMF,Rayo Vallecano,es La Liga,36-034,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2441,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25-233,1997,6.8,0,1,0,0.0,0.15,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2442,Isaac Success,ng NGA,FW,Udinese,it Serie A,27-082,1996,17.9,0,32,4,12.5,1.78,0.22,0.00,0.00,16.1,0,0,0,3.1,3.1,0.10,-3.1,-3.1,Matches
2443,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27-208,1995,15.8,1,18,5,27.8,1.14,0.32,0.06,0.20,17.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
2444,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19-312,2003,4.0,0,8,3,37.5,2.02,0.76,0.00,0.00,23.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2445,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,eng Premier League,21-043,2002,5.8,0,13,3,23.1,2.25,0.52,0.00,0.00,19.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2446,Kamaldeen Sulemana,gh GHA,FWMF,Rennes,fr Ligue 1,21-043,2002,3.6,1,13,3,23.1,3.59,0.83,0.08,0.33,17.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
2447,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,21-151,2001,11.3,4,21,8,38.1,1.86,0.71,0.19,0.50,14.7,0,0,0,2.4,2.4,0.11,+1.6,+1.6,Matches
2448,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,26-172,1996,11.0,0,6,3,50.0,0.54,0.27,0.00,0.00,16.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2449,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24-245,1998,3.1,1,9,2,22.2,2.88,0.64,0.11,0.50,11.6,0,0,0,1.8,1.8,0.20,-0.8,-0.8,Matches
2450,Suso,es ESP,MFFW,Sevilla,es La Liga,29-131,1993,6.7,1,14,5,35.7,2.08,0.74,0.07,0.20,23.1,1,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
2451,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,24-084,1999,14.3,2,19,6,31.6,1.33,0.42,0.11,0.33,18.0,4,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
2452,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,19-057,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2453,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,29-088,1994,7.0,0,4,0,0.0,0.57,0.00,0.00,,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2454,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,29-088,1994,15.2,0,9,3,33.3,0.59,0.20,0.00,0.00,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2455,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32-346,1990,18.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2456,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,22-156,2000,20.0,4,36,18,50.0,1.80,0.90,0.11,0.22,23.7,7,0,0,2.5,2.5,0.07,+1.5,+1.5,Matches
2457,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,27-115,1995,18.4,9,42,20,47.6,2.28,1.09,0.21,0.45,12.0,0,0,0,8.7,8.7,0.21,+0.3,+0.3,Matches
2458,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,27-115,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2459,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30-211,1992,25.7,1,16,5,31.3,0.62,0.19,0.06,0.20,15.7,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
2460,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27-047,1996,19.6,1,8,2,25.0,0.41,0.10,0.13,0.50,9.3,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
2461,Benjamin Tahirovic,ba BIH,MF,Roma,it Serie A,20-027,2003,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2462,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,21-023,2002,2.1,0,1,0,0.0,0.48,0.00,0.00,,6.5,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches
2463,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,30-056,1993,15.8,2,20,6,30.0,1.26,0.38,0.10,0.33,19.0,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
2464,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24-308,1998,28.0,1,7,4,57.1,0.25,0.14,0.14,0.25,9.3,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
2465,Adrien Tameze,cm CMR,MF,Hellas Verona,it Serie A,29-054,1994,23.3,0,8,1,12.5,0.34,0.04,0.00,0.00,20.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
2466,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23-364,1999,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2467,Renato Tapia,pe PER,MFDF,Celta Vigo,es La Liga,27-245,1995,9.0,0,5,2,40.0,0.55,0.22,0.00,0.00,17.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2468,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24-056,1999,23.9,1,11,1,9.1,0.46,0.04,0.00,0.00,16.3,0,1,2,2.3,0.7,0.06,-1.3,-0.7,Matches
2469,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30-342,1992,11.2,3,10,2,20.0,0.89,0.18,0.00,0.00,29.8,1,3,3,2.9,0.5,0.05,+0.1,-0.5,Matches
2470,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27-193,1995,4.8,0,1,0,0.0,0.21,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2471,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30-131,1992,28.0,1,21,7,33.3,0.75,0.25,0.05,0.14,8.8,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
2472,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,37-049,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2473,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,22-041,2001,1.0,0,1,0,0.0,0.97,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2474,Nuno Tavares,pt POR,DFMF,Marseille,fr Ligue 1,23-063,2000,21.5,6,51,16,31.4,2.37,0.74,0.12,0.38,19.6,0,0,0,3.7,3.7,0.07,+2.3,+2.3,Matches
2475,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,24-008,1999,15.2,3,27,10,37.0,1.78,0.66,0.11,0.30,16.9,2,0,0,2.5,2.5,0.09,+0.5,+0.5,Matches
