,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
2306,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-301,1992,17.0,687,569,683,3,1,1,687,0,0,,0,,364,1710,889,0,0,0,0,0,322,0,Matches
2307,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-048,2001,4.3,178,1,16,81,86,20,178,23,13,56.5,7,30.4,124,855,441,18,13,8,22,11,141,35,Matches
2308,Haris Seferović,ch SUI,FWMF,Celta Vigo,es La Liga,31-036,1992,3.5,109,1,9,62,40,11,109,10,5,50.0,5,50.0,56,257,124,5,4,4,9,2,74,16,Matches
2309,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-041,1997,0.2,12,0,4,8,0,0,12,0,0,,0,,8,33,12,0,0,0,0,0,7,0,Matches
2310,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-001,1995,7.0,381,6,77,167,138,10,381,14,7,50.0,6,42.9,199,915,381,11,9,1,7,6,228,27,Matches
2311,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-299,2000,19.5,1147,86,481,561,126,3,1147,44,22,50.0,8,18.2,827,5222,2510,17,23,2,25,10,683,31,Matches
2312,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-069,1995,3.1,108,7,14,49,47,12,107,4,1,25.0,3,75.0,54,260,137,3,4,2,8,4,82,22,Matches
2313,Davie Selke,de GER,FW,Köln,de Bundesliga,28-069,1995,4.0,119,9,15,51,54,24,119,3,1,33.3,2,66.7,45,241,118,5,2,0,3,5,93,16,Matches
2314,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-032,1992,28.0,841,730,836,7,0,0,841,0,0,,0,,532,2888,1805,0,0,0,1,0,348,0,Matches
2315,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-134,1993,19.8,1249,90,386,563,316,20,1249,44,21,47.7,19,43.2,690,3804,2004,39,36,4,30,16,739,101,Matches
2316,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-061,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,1,3,0,0,0,0,0,1,1,0,Matches
2317,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-082,2000,2.6,86,8,22,38,30,4,86,5,2,40.0,2,40.0,52,471,231,5,9,4,10,5,53,11,Matches
2318,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-061,2001,0.1,7,2,4,1,2,0,7,0,0,,0,,4,30,11,1,0,0,0,0,3,0,Matches
2319,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-324,1997,20.9,1188,257,765,392,41,12,1188,9,5,55.6,4,44.4,634,2931,1582,5,8,0,10,4,668,2,Matches
2320,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-237,1995,14.5,1178,19,232,714,242,8,1178,22,7,31.8,9,40.9,732,3723,1625,23,26,2,23,14,900,25,Matches
2321,Jaime Seoane,es ESP,MF,Getafe,es La Liga,26-067,1997,3.4,141,4,24,79,38,2,141,4,2,50.0,2,50.0,74,355,172,3,2,1,4,6,85,5,Matches
2322,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-326,1991,17.0,692,605,692,0,0,0,692,0,0,,0,,346,1709,1260,0,0,0,1,0,273,0,Matches
2323,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25-353,1997,18.7,807,27,156,480,188,29,807,62,29,46.8,26,41.9,391,2205,1003,28,21,3,30,30,401,40,Matches
2324,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-243,1997,19.8,948,40,243,388,330,19,948,39,14,35.9,16,41.0,459,2841,1654,48,34,3,22,19,478,78,Matches
2325,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-316,2000,9.0,493,29,157,170,168,27,493,11,5,45.5,4,36.4,233,1435,815,24,11,5,11,10,270,64,Matches
2326,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-154,1992,10.3,690,12,132,308,260,39,690,49,16,32.7,30,61.2,385,2392,1134,37,24,13,22,6,437,81,Matches
2327,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-261,1995,20.5,1687,116,541,785,376,17,1687,31,10,32.3,13,41.9,904,4608,2495,47,34,2,17,7,1002,60,Matches
2328,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,31-031,1992,0.4,28,0,8,18,2,0,28,0,0,,0,,10,63,19,0,0,0,0,0,17,0,Matches
2329,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,31-031,1992,4.9,288,21,84,177,28,1,288,3,3,100.0,0,0.0,154,865,354,1,3,0,2,4,186,0,Matches
2330,Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27-274,1995,4.0,149,1,16,65,70,13,149,17,4,23.5,9,52.9,74,483,156,2,1,1,16,8,96,20,Matches
2331,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-274,1995,1.3,53,1,4,16,34,11,53,4,1,25.0,3,75.0,34,241,103,3,4,2,4,5,43,15,Matches
2332,Kaj Sierhuis,nl NED,FWMF,Reims,fr Ligue 1,24-337,1998,0.6,18,1,3,8,7,1,18,1,1,100.0,0,0.0,16,84,38,1,1,0,3,2,14,5,Matches
2333,Vincent Sierro,ch SUI,MFFW,Toulouse,fr Ligue 1,27-173,1995,0.7,54,1,8,38,8,1,54,2,2,100.0,0,0.0,30,148,30,1,0,0,4,0,25,1,Matches
2334,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,20-318,2002,19.3,1140,53,289,620,238,18,1140,22,9,40.9,12,54.5,575,2753,1379,18,22,2,18,12,604,43,Matches
2335,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-144,1995,17.1,652,7,34,257,371,110,652,53,18,34.0,27,50.9,427,2061,819,29,17,18,54,38,504,130,Matches
2336,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-232,1994,19.8,1442,23,215,647,592,76,1442,59,24,40.7,28,47.5,901,5953,3048,74,60,27,24,27,1064,157,Matches
2337,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-242,1997,23.5,1648,75,440,777,452,29,1648,27,16,59.3,7,25.9,1051,6167,3116,42,34,7,21,8,932,111,Matches
2338,David Silva,es ESP,MF,Real Sociedad,es La Liga,37-081,1986,14.5,915,11,75,466,384,53,915,35,13,37.1,15,42.9,576,3230,1428,44,43,14,24,22,713,91,Matches
2339,Rui Silva,pt POR,GK,Betis,es La Liga,29-051,1994,20.0,734,607,731,4,0,0,734,0,0,,0,,354,1815,1016,0,0,0,0,0,285,0,Matches
2340,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-189,1984,20.1,1829,276,948,847,38,18,1829,3,2,66.7,0,0.0,1151,5312,3046,4,9,0,4,1,1321,1,Matches
2341,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32-028,1991,27.0,858,769,858,0,0,0,858,0,0,,0,,427,2134,1570,0,0,0,0,0,347,0,Matches
2342,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21-286,2001,14.9,418,18,39,194,196,59,418,28,10,35.7,15,53.6,274,1958,615,27,15,11,45,22,285,103,Matches
2343,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22-331,2000,10.2,888,63,317,456,121,15,888,19,4,21.1,13,68.4,533,2531,1451,17,15,1,12,2,617,42,Matches
2344,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27-268,1995,2.5,127,3,13,55,60,14,127,8,3,37.5,2,25.0,87,451,146,9,7,2,17,8,99,23,Matches
2345,Ellis Simms,eng ENG,FW,Everton,eng Premier League,22-084,2001,1.3,42,0,0,22,21,5,42,2,2,100.0,0,0.0,19,95,35,1,2,1,2,2,34,9,Matches
2346,Eduardo Simões,pt POR,DF,Hoffenheim,de Bundesliga,21-028,2002,1.0,81,4,25,53,4,1,81,2,1,50.0,0,0.0,56,228,133,4,1,0,1,0,51,0,Matches
2347,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,27-261,1995,20.2,746,2,79,254,433,82,745,75,26,34.7,39,52.0,567,4847,2329,98,39,31,37,27,528,163,Matches
2348,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25-292,1997,21.5,684,556,679,5,0,0,684,0,0,,0,,406,2189,1279,0,0,0,0,0,308,0,Matches
2349,Lassine Sinayoko,ml MLI,MFFW,Auxerre,fr Ligue 1,23-112,1999,14.4,663,26,110,279,292,59,663,53,22,41.5,24,45.3,486,3387,1534,42,31,16,37,27,434,128,Matches
2350,Wilfried Singo,ci CIV,DF,Torino,it Serie A,22-095,2000,15.4,940,34,209,443,298,38,940,36,20,55.6,8,22.2,470,2384,1075,32,19,6,21,15,563,65,Matches
2351,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23-286,1999,6.0,297,2,26,142,133,19,297,28,13,46.4,12,42.9,179,1024,561,18,8,6,10,12,221,52,Matches
2352,Daley Sinkgraven,nl NED,DFMF,Leverkusen,de Bundesliga,27-269,1995,3.6,241,13,73,110,59,6,241,5,3,60.0,2,40.0,123,581,296,8,6,1,3,6,153,17,Matches
2353,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,35-008,1988,5.7,272,229,272,0,0,0,272,0,0,,0,,141,635,441,0,0,0,0,0,147,0,Matches
2354,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20-264,2002,0.2,11,2,4,7,0,0,11,0,0,,0,,3,8,0,0,0,0,1,1,5,0,Matches
2355,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,36-077,1987,1.0,40,38,40,0,0,0,40,0,0,,0,,26,237,118,0,0,0,0,0,16,0,Matches
2356,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,25-154,1997,9.7,515,32,117,289,117,24,515,10,3,30.0,6,60.0,345,1682,667,9,11,0,19,13,311,38,Matches
2357,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33-226,1989,16.4,715,24,147,426,161,21,715,18,5,27.8,12,66.7,509,3214,1526,22,17,4,23,12,461,51,Matches
2358,Tim Skarke,de GER,DFMF,Union Berlin,de Bundesliga,26-204,1996,0.6,50,1,4,15,31,5,50,2,1,50.0,1,50.0,33,159,49,3,0,1,3,4,34,10,Matches
2359,Tim Skarke,de GER,FWMF,Schalke 04,de Bundesliga,26-204,1996,2.4,107,1,11,44,53,4,107,6,1,16.7,5,83.3,53,244,69,1,4,0,7,1,60,12,Matches
2360,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27-324,1995,23.7,1499,84,437,871,208,39,1499,23,17,73.9,6,26.1,797,4978,2520,40,25,6,19,14,886,38,Matches
2361,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,22-195,2000,7.2,417,20,102,244,75,4,417,6,4,66.7,2,33.3,236,1074,502,8,9,0,7,5,291,15,Matches
2362,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23-122,1999,2.7,235,14,105,119,11,1,235,0,0,,0,,151,959,521,3,3,0,4,0,158,1,Matches
2363,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31-329,1991,27.0,979,877,974,5,0,0,979,0,0,,0,,523,2575,1716,0,0,0,1,0,421,0,Matches
2364,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26-314,1996,13.7,831,28,193,342,307,35,829,26,7,26.9,15,57.7,424,2287,1130,41,24,11,19,11,446,89,Matches
2365,Milan Škriniar,sk SVK,DF,Inter,it Serie A,28-047,1995,19.7,1546,151,741,721,90,13,1546,3,3,100.0,0,0.0,976,4478,2134,16,11,0,14,3,1137,10,Matches
2366,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20-327,2002,0.3,14,1,2,7,5,3,14,0,0,,0,,11,93,49,1,0,0,1,0,10,2,Matches
2367,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-285,1988,11.0,467,13,30,269,170,45,466,12,3,25.0,8,66.7,356,1528,467,11,11,2,36,17,377,61,Matches
2368,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-128,1989,25.7,1297,203,786,480,40,23,1297,3,2,66.7,0,0.0,654,2845,1434,4,6,0,9,2,762,7,Matches
2369,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-335,1991,24.4,1153,88,470,491,209,12,1153,24,5,20.8,13,54.2,484,2111,1068,18,17,1,18,4,581,21,Matches
2370,Emile Smith Rowe,eng ENG,FWMF,Arsenal,eng Premier League,22-245,2000,1.3,79,1,11,20,48,8,79,4,2,50.0,2,50.0,52,248,106,2,1,0,0,3,55,11,Matches
2371,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22-225,2000,5.2,432,72,234,188,12,4,432,2,2,100.0,0,0.0,231,1099,609,0,3,0,3,1,254,1,Matches
2372,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-211,1991,0.3,27,2,8,9,10,0,27,0,0,,0,,14,87,67,1,2,0,0,0,20,0,Matches
2373,Cédric Soares,pt POR,DF,Fulham,eng Premier League,31-211,1991,0.1,16,0,3,8,5,0,16,0,0,,0,,8,22,14,0,0,0,1,0,8,0,Matches
2374,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-152,1991,15.2,935,67,349,480,119,2,935,16,7,43.8,8,50.0,344,1574,622,12,13,1,13,10,363,15,Matches
2375,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27-344,1995,5.6,261,10,53,128,83,6,261,15,4,26.7,8,53.3,151,976,444,12,11,1,5,4,142,30,Matches
2376,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-302,1992,17.3,577,27,139,242,211,44,577,41,15,36.6,23,56.1,328,2268,1065,29,26,8,34,26,349,48,Matches
2377,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-294,1999,3.8,248,12,71,99,82,5,248,15,7,46.7,5,33.3,115,725,288,7,3,0,2,6,130,18,Matches
2378,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-197,1997,20.9,638,39,115,275,263,91,638,67,24,35.8,37,55.2,406,2860,1065,36,24,19,91,54,460,103,Matches
2379,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,31-086,1992,2.4,136,1,22,77,38,6,136,1,0,0.0,0,0.0,74,294,137,4,2,1,2,3,92,11,Matches
2380,Ola Solbakken,no NOR,MFFW,Roma,it Serie A,24-204,1998,1.2,63,1,3,34,28,5,63,4,1,25.0,2,50.0,41,183,105,2,5,1,4,2,47,15,Matches
2381,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,22-064,2001,6.6,421,47,230,182,13,7,421,3,0,0.0,3,100.0,236,1193,722,3,2,0,1,0,261,0,Matches
2382,Carlos Soler,es ESP,MF,Valencia,es La Liga,26-087,1997,2.7,143,2,13,62,68,4,142,2,1,50.0,0,0.0,83,508,223,3,4,0,2,1,98,7,Matches
2383,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,26-087,1997,9.4,536,7,73,268,199,21,536,8,3,37.5,2,25.0,449,2078,866,17,22,1,11,11,428,46,Matches
2384,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,29-009,1994,3.0,64,50,64,0,0,0,64,0,0,,0,,41,243,118,0,0,0,0,0,25,0,Matches
2385,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-249,1999,3.1,140,4,31,51,63,6,140,15,9,60.0,6,40.0,91,667,327,7,7,2,6,7,90,25,Matches
2386,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,34-103,1988,10.0,435,331,430,5,0,0,435,1,1,100.0,0,0.0,300,1221,622,0,0,0,0,1,289,0,Matches
2387,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,34-103,1988,10.0,638,444,636,2,0,0,638,0,0,,0,,420,1803,981,0,0,0,0,0,405,0,Matches
2388,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,21-037,2002,1.0,48,2,8,19,21,3,48,6,1,16.7,4,66.7,33,272,137,4,4,0,0,0,27,4,Matches
2389,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,21-037,2002,6.3,359,8,79,165,120,19,359,23,6,26.1,11,47.8,198,1117,618,22,10,6,15,7,211,32,Matches
2390,David Soria,es ESP,GK,Getafe,es La Liga,29-360,1993,26.0,813,672,809,5,0,0,813,0,0,,0,,379,2397,1587,0,0,0,0,0,207,0,Matches
2391,Roberto Soriano,it ITA,FWMF,Bologna,it Serie A,32-050,1991,13.9,692,24,104,368,233,26,692,14,6,42.9,5,35.7,443,2465,1076,27,31,0,22,13,529,62,Matches
2392,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,25-068,1998,15.0,1097,36,285,411,414,17,1097,24,12,50.0,10,41.7,593,3259,1605,39,40,6,15,11,654,100,Matches
2393,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,21-079,2002,6.6,359,39,209,147,4,3,359,4,3,75.0,0,0.0,213,1242,781,5,0,0,5,2,223,1,Matches
2394,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19-101,2003,0.2,24,0,5,16,3,0,24,0,0,,0,,20,52,19,0,0,0,0,0,24,0,Matches
2395,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,32-156,1990,25.5,1383,33,138,670,587,122,1380,27,9,33.3,14,51.9,1057,5188,1696,33,41,13,36,20,1061,237,Matches
2396,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-300,1999,5.0,218,0,8,48,166,28,218,29,9,31.0,12,41.4,190,1746,953,39,24,14,13,8,192,76,Matches
2397,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28-031,1995,22.2,995,84,314,479,205,52,995,12,2,16.7,7,58.3,399,1542,537,10,12,0,15,15,549,35,Matches
2398,Matìas Soulé,ar ARG,MFDF,Juventus,it Serie A,19-349,2003,3.6,190,1,29,78,84,14,190,21,10,47.6,9,42.9,116,824,381,10,8,4,9,5,131,33,Matches
2399,Moussa Soumano,fr FRA,FWMF,Ajaccio,fr Ligue 1,17-264,2005,2.3,37,0,0,16,21,4,37,2,2,100.0,0,0.0,26,141,38,2,1,1,5,4,29,8,Matches
2400,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30-285,1992,15.7,907,110,475,413,20,7,907,2,2,100.0,0,0.0,533,2649,1277,6,3,0,5,0,609,1,Matches
2401,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,24-031,1999,10.3,656,26,206,410,50,0,656,6,4,66.7,2,33.3,344,1538,652,10,6,0,13,12,440,12,Matches
2402,Arnaud Souquet,fr FRA,DFFW,Montpellier,fr Ligue 1,31-046,1992,4.0,185,17,57,93,37,3,185,7,2,28.6,4,57.1,98,532,245,5,1,0,5,1,86,14,Matches
2403,Dyego Sousa,pt POR,FW,Almería,es La Liga,33-197,1989,4.1,175,9,23,73,81,24,175,9,3,33.3,5,55.6,88,394,134,7,6,2,21,7,129,29,Matches
2404,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,24-159,1998,7.0,462,66,236,215,15,11,462,4,2,50.0,0,0.0,278,1335,641,5,1,1,2,0,299,4,Matches
2405,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23-286,1999,22.5,1066,68,289,641,140,13,1066,18,9,50.0,7,38.9,461,2160,823,9,10,1,27,9,523,10,Matches
2406,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,26-052,1997,21.7,1371,40,282,906,194,20,1371,15,9,60.0,3,20.0,826,3668,1760,26,25,3,18,13,915,21,Matches
2407,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26-311,1996,0.9,57,11,37,20,0,0,57,0,0,,0,,34,162,104,1,0,0,0,0,41,0,Matches
2408,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,fr Ligue 1,26-073,1997,5.8,201,4,26,83,96,21,201,17,7,41.2,8,47.1,141,1062,428,9,7,6,18,7,124,34,Matches
2409,Djed Spence,eng ENG,FWDF,Tottenham,eng Premier League,22-233,2000,0.1,12,0,3,1,8,2,12,1,0,0.0,0,0.0,8,92,66,2,1,1,0,2,10,2,Matches
2410,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,22-233,2000,6.3,382,23,99,199,93,8,382,27,15,55.6,9,33.3,257,1716,868,21,15,5,14,4,231,17,Matches
2411,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27-018,1996,28.0,1920,83,467,1215,260,18,1920,31,14,45.2,8,25.8,1438,6693,2910,24,34,3,22,20,1256,25,Matches
2412,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30-005,1993,13.5,844,31,228,400,233,32,844,50,23,46.0,23,46.0,496,3801,2305,73,37,20,19,8,521,64,Matches
2413,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-324,1992,6.9,251,224,246,5,0,0,251,0,0,,0,,145,672,430,0,0,0,0,1,103,0,Matches
2414,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26-358,1996,3.3,167,17,66,56,47,2,167,7,3,42.9,4,57.1,73,458,221,9,4,1,3,4,76,15,Matches
2415,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24-135,1998,16.9,894,28,147,494,273,40,894,39,20,51.3,14,35.9,402,2189,1114,29,20,7,32,11,479,48,Matches
2416,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,29-118,1993,8.9,445,30,137,243,67,3,445,9,6,66.7,1,11.1,194,950,439,9,5,0,7,3,218,11,Matches
2417,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26-142,1996,13.4,556,22,118,290,154,36,556,12,7,58.3,3,25.0,258,1157,520,16,16,4,19,5,322,41,Matches
2418,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22-362,2000,5.2,547,18,141,315,95,4,547,7,4,57.1,1,14.3,346,1603,904,10,14,1,4,3,394,31,Matches
2419,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,33-124,1989,0.7,34,0,3,15,16,3,34,0,0,,0,,18,92,13,0,1,0,1,1,27,5,Matches
2420,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,20-126,2002,1.0,35,2,7,14,15,7,35,0,0,,0,,13,88,35,2,2,0,2,2,23,4,Matches
2421,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27-350,1995,14.6,1040,101,520,499,27,8,1040,1,1,100.0,0,0.0,601,3407,1824,7,5,0,6,4,635,3,Matches
2422,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32-224,1990,3.0,115,97,115,0,0,0,115,0,0,,0,,84,369,173,0,0,0,0,0,70,0,Matches
2423,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,24-102,1998,2.4,119,0,14,47,61,6,119,10,6,60.0,3,30.0,105,727,332,10,11,1,6,3,100,16,Matches
2424,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-010,1996,3.6,253,14,89,114,52,2,253,4,0,0.0,3,75.0,107,404,218,3,5,2,5,0,129,5,Matches
2425,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,29-062,1994,0.5,33,4,8,17,8,0,33,0,0,,0,,16,135,86,3,2,0,0,1,25,0,Matches
2426,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,29-062,1994,8.0,328,86,220,100,10,3,328,3,3,100.0,0,0.0,147,665,295,1,0,0,2,1,166,2,Matches
2427,Raheem Sterling,eng ENG,FWMF,Chelsea,eng Premier League,28-112,1994,14.9,658,3,48,193,426,83,658,67,24,35.8,38,56.7,479,2806,1410,55,38,33,38,39,552,135,Matches
2428,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21-360,2001,6.6,389,7,79,203,110,10,389,3,0,0.0,2,66.7,192,840,331,4,6,0,15,11,223,16,Matches
2429,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,34-216,1988,14.2,686,18,92,393,203,31,686,15,7,46.7,6,40.0,376,1541,679,19,17,2,20,24,526,62,Matches
2430,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29-215,1993,21.5,1421,25,215,816,403,26,1420,41,18,43.9,15,36.6,667,3242,1440,28,20,2,28,29,851,71,Matches
2431,Petar Stojanović,si SVN,DF,Empoli,it Serie A,27-174,1995,15.3,1068,56,347,465,264,13,1068,26,7,26.9,15,57.7,581,3310,1864,42,24,4,10,14,616,42,Matches
2432,John Stones,eng ENG,DF,Manchester City,eng Premier League,28-306,1994,14.1,1206,61,366,690,155,18,1206,7,4,57.1,0,0.0,786,4294,2181,21,25,1,4,2,940,26,Matches
2433,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-052,2000,13.9,430,22,41,212,180,59,430,22,10,45.5,10,45.5,267,997,323,11,6,6,56,20,339,51,Matches
2434,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,25-346,1997,19.5,939,8,107,393,462,45,938,73,27,37.0,36,49.3,613,3558,1608,55,41,13,59,42,672,117,Matches
2435,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21-360,2001,1.9,60,0,2,29,29,12,60,3,0,0.0,3,100.0,32,135,54,2,3,0,3,4,45,14,Matches
2436,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,23-231,1999,18.7,1312,61,388,585,345,25,1312,18,9,50.0,7,38.9,546,2067,1089,22,21,1,23,9,647,45,Matches
2437,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36-169,1986,7.9,171,5,17,78,76,36,167,3,0,0.0,2,66.7,91,265,98,1,1,1,11,4,119,17,Matches
2438,Damián Suárez,uy URU,DFMF,Getafe,es La Liga,34-337,1988,12.3,740,24,184,376,192,6,740,16,5,31.3,11,68.8,316,1217,690,12,17,2,12,5,367,45,Matches
2439,Denis Suárez,es ESP,MF,Espanyol,es La Liga,29-083,1994,4.1,215,2,26,130,63,7,215,19,14,73.7,5,26.3,139,930,435,13,11,1,7,8,147,13,Matches
2440,Mario Suárez,es ESP,DFMF,Rayo Vallecano,es La Liga,36-034,1987,0.1,4,0,1,3,0,0,4,0,0,,0,,2,28,21,0,0,0,0,0,2,0,Matches
2441,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25-233,1997,6.8,499,28,144,273,89,7,499,21,17,81.0,4,19.0,359,2176,1218,13,14,1,8,6,323,23,Matches
2442,Isaac Success,ng NGA,FW,Udinese,it Serie A,27-082,1996,17.9,762,18,45,322,407,95,762,62,28,45.2,29,46.8,521,2342,836,35,24,12,82,42,670,184,Matches
2443,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27-208,1995,15.8,1352,114,541,671,148,22,1352,7,6,85.7,1,14.3,833,3865,2077,20,28,1,7,5,992,49,Matches
2444,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19-312,2003,4.0,165,13,50,90,31,6,165,9,4,44.4,5,55.6,82,439,136,3,4,0,6,5,72,5,Matches
2445,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,eng Premier League,21-043,2002,5.8,250,1,20,100,135,28,250,45,22,48.9,23,51.1,165,1299,468,15,14,10,14,10,174,50,Matches
2446,Kamaldeen Sulemana,gh GHA,FWMF,Rennes,fr Ligue 1,21-043,2002,3.6,230,2,19,82,133,25,230,32,15,46.9,14,43.8,189,1486,540,17,10,10,13,12,170,57,Matches
2447,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,21-151,2001,11.3,495,7,78,191,239,47,495,45,18,40.0,18,40.0,333,1987,1054,42,20,12,36,29,346,61,Matches
2448,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,26-172,1996,11.0,478,31,127,305,54,7,478,6,0,0.0,5,83.3,199,778,321,6,5,2,7,6,240,6,Matches
