,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1416,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Benevento,it Serie A,30,1990,28.5,8,75,28,37.3,2.63,0.98,0.11,0.29,15.5,5,0,1,10.2,9.3,0.12,-2.2,-1.3,Matches
1417,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,26,1994,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,11.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
1418,Julien Laporte\Julien-Laporte,fr FRA,DF,Lorient,fr Ligue 1,26,1993,29.5,0,8,1,12.5,0.27,0.03,0.00,0.00,12.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1419,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,36,1984,34.8,0,14,2,14.3,0.40,0.06,0.00,0.00,13.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1420,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,23,1997,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1421,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,27,1992,12.3,2,43,14,32.6,3.51,1.14,0.05,0.14,14.6,1,0,0,7.3,7.3,0.17,-5.3,-5.3,Matches
1422,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Hellas Verona,it Serie A,27,1992,14.1,2,30,7,23.3,2.13,0.50,0.07,0.29,14.1,0,0,0,3.4,3.4,0.11,-1.4,-1.4,Matches
1423,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,26,1993,18.1,2,15,3,20.0,0.83,0.17,0.13,0.67,9.5,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
1424,Paul Lasne\Paul-Lasne,fr FRA,MF,Brest,fr Ligue 1,31,1989,18.7,0,5,1,20.0,0.27,0.05,0.00,0.00,15.7,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1425,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,22,1997,8.1,1,2,2,100.0,0.25,0.25,0.50,0.50,11.6,0,0,0,1.0,1.0,0.48,0.0,0.0,Matches
1426,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,30,1989,20.0,0,21,9,42.9,1.05,0.45,0.00,0.00,18.1,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
1427,Armand Lauriente\Armand-Lauriente,fr FRA,FWMF,Lorient,fr Ligue 1,21,1998,18.0,3,59,21,35.6,3.27,1.17,0.05,0.14,22.9,14,0,0,3.2,3.2,0.05,-0.2,-0.2,Matches
1428,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,31,1989,9.7,0,1,0,0.0,0.10,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1429,Lauti\Lauti,uy URU,MFFW,Celta Vigo,es La Liga,19,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1430,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,32,1987,17.9,0,8,3,37.5,0.45,0.17,0.00,0.00,25.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
1431,Valentino Lazaro\Valentino-Lazaro,at AUT,DFFW,M'Gladbach,de Bundesliga,24,1996,13.8,2,16,4,25.0,1.16,0.29,0.13,0.50,17.0,0,0,0,2.0,2.0,0.13,0.0,0.0,Matches
1432,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,29,1990,27.8,3,32,11,34.4,1.15,0.40,0.09,0.27,17.3,2,0,0,2.9,2.9,0.09,+0.1,+0.1,Matches
1433,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,26,1993,29.0,2,24,6,25.0,0.83,0.21,0.08,0.33,19.1,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
1434,Jérémy Le Douaron\Jeremy-Le-Douaron,fr FRA,FWMF,Brest,fr Ligue 1,22,1998,9.1,1,13,7,53.8,1.43,0.77,0.08,0.14,12.7,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
1435,Enzo Le Fée\Enzo-Le-Fee,fr FRA,MFFW,Lorient,fr Ligue 1,20,2000,20.2,0,32,5,15.6,1.59,0.25,0.00,0.00,26.3,5,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches
1436,Vincent Le Goff\Vincent-Le-Goff,fr FRA,DF,Lorient,fr Ligue 1,30,1989,25.6,0,9,4,44.4,0.35,0.16,0.00,0.00,19.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1437,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,30,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1438,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,23,1996,30.5,0,17,1,5.9,0.56,0.03,0.00,0.00,10.7,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches
1439,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,30,1990,13.6,0,12,3,25.0,0.88,0.22,0.00,0.00,10.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
1440,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,24,1996,2.8,0,6,1,16.7,2.12,0.35,0.00,0.00,21.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1441,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,21,1999,21.4,6,43,20,46.5,2.01,0.94,0.14,0.30,15.8,0,0,0,5.7,5.7,0.13,+0.3,+0.3,Matches
1442,Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Lens,fr Ligue 1,34,1985,36.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1443,Mathew Leckie\Mathew-Leckie,au AUS,FWDF,Hertha BSC,de Bundesliga,29,1991,5.6,0,2,1,50.0,0.36,0.18,0.00,0.00,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1444,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,29,1991,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1445,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,es La Liga,27,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1446,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27,1993,22.9,4,42,12,28.6,1.83,0.52,0.07,0.25,20.1,0,1,1,4.3,3.6,0.09,-0.3,-0.6,Matches
1447,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,33,1987,23.7,0,12,3,25.0,0.51,0.13,0.00,0.00,23.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1448,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,es La Liga,29,1991,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,18.2,5,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
1449,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,27,1993,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1450,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,24,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.10,20.7,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1451,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,eng Premier League,26,1993,18.9,1,18,2,11.1,0.95,0.11,0.06,0.50,23.6,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
1452,Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Lorient,fr Ligue 1,33,1987,21.5,1,17,3,17.6,0.79,0.14,0.06,0.33,23.1,1,0,0,1.0,1.0,0.06,0.0,0.0,Matches
1453,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,25,1995,27.5,1,11,5,45.5,0.40,0.18,0.09,0.20,13.0,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
1454,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,28,1992,34.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1455,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,25,1994,25.0,0,16,6,37.5,0.64,0.24,0.00,0.00,21.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1456,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,33,1986,10.4,1,20,6,30.0,1.93,0.58,0.05,0.17,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1457,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,31,1989,8.3,2,19,5,26.3,2.29,0.60,0.11,0.40,13.8,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches
1458,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,27,1993,12.9,0,5,2,40.0,0.39,0.16,0.00,0.00,15.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
1459,Mehdi Léris\Mehdi-Leris,fr FRA,DFMF,Sampdoria,it Serie A,22,1998,4.3,0,2,1,50.0,0.47,0.23,0.00,0.00,14.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1460,Khanya Leshabela\Khanya-Leshabela,za RSA,MF,Leicester City,eng Premier League,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1461,Karlo Letica\Karlo-Letica,hr CRO,GK,Sampdoria,it Serie A,23,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1462,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,30,1990,17.4,3,13,7,53.8,0.75,0.40,0.23,0.43,22.4,0,0,0,0.4,0.4,0.03,+2.6,+2.6,Matches
1463,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,31,1988,27.3,41,130,56,43.1,4.76,2.05,0.25,0.59,13.3,5,8,9,31.6,24.7,0.19,+9.4,+8.3,Matches
1464,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.00,0.00,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1465,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Metz,fr Ligue 1,22,1997,11.2,4,18,6,33.3,1.61,0.54,0.11,0.33,14.8,0,2,3,4.7,2.4,0.13,-0.7,-0.4,Matches
1466,Yanis Lhery\Yanis-Lhery,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,17,2003,0.3,0,1,0,0.0,3.00,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1467,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,32,1988,20.3,2,28,8,28.6,1.38,0.39,0.04,0.13,27.8,8,1,2,2.8,1.1,0.04,-0.8,-0.1,Matches
1468,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,4,10,4,40.0,0.30,0.12,0.40,1.00,7.3,0,0,0,2.1,2.1,0.21,+1.9,+1.9,Matches
1469,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,20,1999,24.7,1,19,6,31.6,0.77,0.24,0.05,0.17,11.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
1470,Isaac Lihadji\Isaac-Lihadji,fr FRA,MFDF,Lille,fr Ligue 1,18,2002,2.2,0,4,2,50.0,1.84,0.92,0.00,0.00,13.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
1471,Dimitris Limnios\Dimitris-Limnios,gr GRE,MFFW,Köln,de Bundesliga,22,1998,4.2,0,6,3,50.0,1.43,0.71,0.00,0.00,17.3,1,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
1472,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.00,5.9,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
1473,Karol Linetty\Karol-Linetty,pl POL,MF,Torino,it Serie A,25,1995,20.4,1,7,3,42.9,0.34,0.15,0.14,0.33,17.1,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
1474,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,West Ham,eng Premier League,27,1992,15.8,9,40,20,50.0,2.53,1.27,0.20,0.40,20.9,1,1,2,5.1,3.4,0.09,+3.9,+4.6,Matches
1475,Pol Lirola\Pol-Lirola,es ESP,DFFW,Fiorentina,it Serie A,22,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1476,Pol Lirola\Pol-Lirola,es ESP,DF,Marseille,fr Ligue 1,22,1997,17.3,2,10,4,40.0,0.58,0.23,0.20,0.50,14.4,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
1477,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,30,1989,13.8,0,5,0,0.0,0.36,0.00,0.00,,19.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1478,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,1,8,3,37.5,0.60,0.22,0.13,0.33,16.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
1479,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1480,Fernando Llorente\Fernando-Llorente,es ESP,FW,Udinese,it Serie A,35,1985,7.9,1,11,5,45.5,1.39,0.63,0.09,0.20,9.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
1481,Fernando Llorente\Fernando-Llorente,es ESP,FWMF,Napoli,it Serie A,35,1985,0.6,0,2,0,0.0,3.46,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1482,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,25,1995,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,17.8,0,0,0,4.3,4.3,0.09,+7.7,+7.7,Matches
1483,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,33,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1484,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,eng Premier League,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.20,17.8,1,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
1485,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,25,1994,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1486,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,22,1998,32.0,4,41,9,22.0,1.28,0.28,0.05,0.22,21.0,6,2,2,4.2,2.7,0.07,-0.2,-0.7,Matches
1487,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,22,1998,12.5,1,12,4,33.3,0.96,0.32,0.08,0.25,18.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1488,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1489,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,eng Premier League,24,1996,21.2,1,37,8,21.6,1.74,0.38,0.03,0.13,15.1,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches
1490,Niklas Lomb\Niklas-Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1491,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,0,2,0,0.0,0.28,0.00,0.00,,8.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
1492,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1493,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,2000,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1494,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.00,0.00,18.7,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches
1495,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Fulham,eng Premier League,22,1997,30.5,4,68,21,30.9,2.23,0.69,0.06,0.19,17.1,3,0,1,5.5,4.8,0.07,-1.5,-0.8,Matches
1496,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1497,Rony Lopes\Rony-Lopes,pt POR,FWMF,Nice,fr Ligue 1,24,1995,19.8,3,41,16,39.0,2.07,0.81,0.07,0.19,18.4,3,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches
1498,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,0,3,0,0.0,0.25,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1499,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,32,1988,5.3,1,10,2,20.0,1.87,0.37,0.10,0.50,14.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
1500,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,es La Liga,18,2002,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1501,Maxime Lopez\Maxime-Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,22,1997,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1502,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,2,11,4,36.4,0.53,0.19,0.18,0.50,18.0,0,0,0,1.6,1.6,0.14,+0.4,+0.4,Matches
1503,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,25,1994,20.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1504,Roberto López\Roberto-Lopez,es ESP,MFFW,Real Sociedad,es La Liga,20,2000,5.6,3,14,4,28.6,2.50,0.71,0.21,0.75,23.7,2,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches
1505,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,24,1995,15.8,3,25,11,44.0,1.58,0.70,0.12,0.27,25.4,5,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
1506,Dion Lopy\Dion-Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2002,2.8,0,3,0,0.0,1.05,0.00,0.00,,20.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1507,Jordan Lotomba\Jordan-Lotomba,ch SUI,DF,Nice,fr Ligue 1,21,1998,23.6,1,7,2,28.6,0.30,0.08,0.14,0.50,21.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
1508,Adrien Louveau\Adrien-Louveau,fr FRA,DFMF,Lens,fr Ligue 1,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1509,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,21,1999,26.4,7,31,10,32.3,1.17,0.38,0.06,0.20,27.4,4,5,5,5.9,2.1,0.07,+1.1,-0.1,Matches
1510,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,0,1,0,0.0,0.06,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1511,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1512,Eduard Löwen\Eduard-Lowen,de GER,MFDF,Hertha BSC,de Bundesliga,23,1997,0.9,0,1,0,0.0,1.06,0.00,0.00,,19.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1513,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,23.9,0,0,0,0.7,0.7,0.03,+0.3,+0.3,Matches
1514,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Cádiz,es La Liga,27,1993,16.9,3,36,15,41.7,2.13,0.89,0.08,0.20,13.0,0,0,0,5.4,5.4,0.15,-2.4,-2.4,Matches
1515,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,25,1995,21.8,11,59,27,45.8,2.70,1.24,0.19,0.41,15.2,0,0,0,7.9,7.9,0.13,+3.1,+3.1,Matches
1516,Jan Luca Schuler\Jan-Luca-Schuler,de GER,FW,Schalke 04,de Bundesliga,21,1999,0.4,0,1,0,0.0,2.25,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1517,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1998,1.9,0,5,0,0.0,2.62,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1518,Jean Lucas\Jean-Lucas,br BRA,MF,Brest,fr Ligue 1,22,1998,11.2,0,20,5,25.0,1.78,0.45,0.00,0.00,24.7,5,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
1519,Anderson Lucoqui\Anderson-Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,0,8,2,25.0,0.45,0.11,0.00,0.00,28.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1520,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,es La Liga,25,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1521,Kilian Ludewig\Kilian-Ludewig,de GER,DF,Schalke 04,de Bundesliga,20,2000,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1522,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,25,1995,31.6,1,22,5,22.7,0.70,0.16,0.05,0.20,17.9,2,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
1523,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,33,1987,27.1,13,57,26,45.6,2.10,0.96,0.23,0.50,16.2,1,0,1,8.3,7.6,0.13,+4.7,+5.4,Matches
1524,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27.0,1,4,1,25.0,0.15,0.04,0.25,1.00,26.8,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
1525,Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,fr Ligue 1,20,1999,2.7,0,1,0,0.0,0.37,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1526,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1527,Luismi\Luismi,es ESP,MFDF,Elche,es La Liga,28,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1528,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,17.5,3,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
1529,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,22,1998,30.9,0,26,7,26.9,0.84,0.23,0.00,0.00,22.4,1,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
1530,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,27,1993,32.0,24,89,42,47.2,2.78,1.31,0.20,0.43,13.7,1,6,6,22.7,18.1,0.21,+1.3,-0.1,Matches
1531,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,22,1997,20.6,5,41,18,43.9,1.99,0.87,0.07,0.17,15.1,1,2,2,6.9,5.3,0.13,-1.9,-2.3,Matches
1532,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,23,1996,23.4,3,19,7,36.8,0.81,0.30,0.16,0.43,16.4,0,0,0,2.0,2.0,0.11,+1.0,+1.0,Matches
1533,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,34,1986,8.0,0,6,3,50.0,0.75,0.38,0.00,0.00,16.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1534,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,1994,22.6,0,19,4,21.1,0.84,0.18,0.00,0.00,23.2,1,0,1,2.0,1.3,0.07,-2.0,-1.3,Matches
1535,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,0,5,1,20.0,0.24,0.05,0.00,0.00,18.5,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
1536,Andreas Luthe\Andreas-Luthe,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1537,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,0,12,3,25.0,0.55,0.14,0.00,0.00,19.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1538,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,4,28,7,25.0,1.04,0.26,0.14,0.57,20.3,9,0,0,1.9,1.9,0.07,+2.1,+2.1,Matches
1539,Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,30,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
