,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
573,Jaume Costa\Jaume-Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,237,189,48,3,2,26,3,7,1,0,0,0,148,37,52,120,63,8,44,0,200,0,1,4,3,Matches
574,Charles Costes\Charles-Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
575,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,1326,894,432,141,0,60,51,0,0,0,0,0,567,55,704,59,1066,0,0,144,926,1,49,9,2,Matches
576,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,1692,1331,361,31,0,186,29,102,2,2,0,0,776,368,548,188,1044,101,328,2,1199,6,28,52,75,Matches
577,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,271,260,11,1,0,91,4,9,0,0,0,0,126,75,70,21,137,38,1,15,169,1,4,8,12,Matches
578,Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MFFW,Angers,fr Ligue 1,24,1996,18.7,681,668,13,10,1,100,18,5,0,0,0,0,527,63,91,30,609,22,3,4,579,0,13,14,24,Matches
579,Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,82,82,0,0,1,12,2,1,0,0,0,0,53,13,16,19,55,8,0,0,63,0,2,1,6,Matches
580,Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,980,949,31,29,0,98,26,0,0,0,0,0,739,69,172,93,819,42,2,3,813,3,36,18,14,Matches
581,Tanguy Coulibaly\Tanguy-Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,469,430,39,6,0,115,12,29,0,0,0,0,345,73,51,359,56,13,28,5,347,0,8,21,23,Matches
582,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,1307,1017,290,55,0,102,33,0,0,0,0,0,901,65,341,690,364,1,2,235,1076,2,31,6,2,Matches
583,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,523,494,29,4,4,58,7,10,17,10,1,0,430,47,46,47,457,9,7,0,454,2,8,8,4,Matches
584,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,610,529,81,7,0,60,10,13,0,0,0,0,394,75,141,424,82,22,74,0,487,1,14,15,14,Matches
585,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,962,594,368,88,0,53,16,0,0,0,0,0,413,35,514,92,690,0,0,130,664,2,26,4,3,Matches
586,Gian Crespi\Gian-Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1.0,42,28,14,3,0,10,0,0,0,0,0,0,29,0,13,5,33,0,0,4,36,0,0,0,0,Matches
587,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,2060,1616,444,103,2,157,84,91,82,22,51,6,1104,365,591,1607,118,49,259,4,1541,23,35,48,66,Matches
588,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1052,972,80,45,0,85,29,18,2,0,1,1,702,117,233,795,151,56,33,5,857,9,14,20,12,Matches
589,Bryan Cristante\Bryan-Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,1529,1461,68,64,3,189,50,11,1,0,1,0,1107,146,276,141,1329,31,3,4,1276,8,18,41,20,Matches
590,Giovanni Crociata\Giovanni-Crociata,it ITA,DFMF,Crotone,it Serie A,22,1997,0.3,16,15,1,0,0,0,0,2,0,0,0,0,12,1,3,2,13,0,1,0,11,0,1,1,0,Matches
591,Juan Cruz Armada\Juan-Cruz-Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,870,646,224,7,0,106,17,41,0,0,0,0,411,159,300,479,80,73,217,4,606,2,12,18,39,Matches
592,Juan Cuadrado\Juan-Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,1798,1552,246,51,2,160,84,91,63,18,29,8,1208,292,298,189,1434,30,132,5,1491,8,18,38,29,Matches
593,Adrián Cubas\Adrian-Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,1031,985,46,39,3,142,45,4,5,1,4,0,750,111,170,161,824,39,1,2,853,3,10,33,14,Matches
594,Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
595,Cucho\Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,515,499,16,1,1,131,18,31,3,0,2,0,293,115,107,70,362,35,7,7,344,2,15,16,26,Matches
596,Marc Cucurella\Marc-Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,1310,1177,133,20,0,266,36,96,11,3,0,0,752,264,294,801,257,79,102,10,927,5,33,21,76,Matches
597,Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,10,10,0,0,0,2,0,0,0,0,0,0,8,2,0,9,1,0,0,0,9,0,0,0,0,Matches
598,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,515,504,11,5,2,92,10,9,2,1,1,0,400,58,57,411,84,10,3,1,442,1,2,6,13,Matches
599,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,778,634,144,47,4,142,64,58,69,21,29,7,459,113,206,80,640,24,19,5,513,5,17,34,40,Matches
600,Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,505,476,29,16,0,61,8,0,0,0,0,0,367,48,90,202,261,15,13,2,416,1,13,12,11,Matches
601,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,it Serie A,22,1998,2.2,56,53,3,0,0,13,1,2,0,0,0,0,37,13,6,9,41,1,0,1,44,0,4,0,2,Matches
602,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,eng Premier League,22,1998,0.3,5,4,1,0,0,2,0,0,0,0,0,0,4,1,0,0,4,0,0,0,4,0,1,0,0,Matches
603,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,20,18,2,0,0,4,2,1,0,0,0,0,12,3,5,0,17,2,1,0,15,0,0,0,0,Matches
604,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,289,265,24,11,0,40,13,3,13,2,9,1,219,30,40,34,246,7,0,1,243,1,3,5,3,Matches
605,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,1319,1255,64,45,0,178,36,3,0,0,0,0,932,122,265,1087,120,65,14,1,1122,1,18,29,12,Matches
606,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,575,460,115,7,0,50,3,17,0,0,0,0,317,133,125,355,88,20,108,1,429,2,7,16,18,Matches
607,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,486,449,37,19,0,55,8,8,0,0,0,0,381,62,43,105,344,5,18,5,438,2,0,12,8,Matches
608,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,1980,1946,34,33,4,131,60,7,0,0,0,0,1548,124,308,41,1814,83,1,3,1766,1,26,16,14,Matches
609,Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,584,566,18,13,0,110,8,14,1,0,1,0,398,83,103,113,392,30,3,2,456,2,14,15,17,Matches
610,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28,1992,11.1,345,329,16,3,2,88,1,8,1,1,0,0,223,77,45,23,283,12,5,6,253,0,3,8,17,Matches
611,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,946,831,115,12,0,65,5,32,0,0,0,0,748,135,63,94,738,9,103,1,841,0,9,17,24,Matches
612,Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,86,54,32,5,0,5,5,0,0,0,0,0,59,6,21,20,48,0,0,16,67,0,2,0,0,Matches
613,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,913,902,11,11,3,150,28,7,0,0,0,0,750,71,92,101,778,22,0,3,786,2,16,14,18,Matches
614,Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,13,13,0,0,0,1,0,0,0,0,0,0,10,3,0,1,11,0,0,0,11,0,0,0,1,Matches
615,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,eng Premier League,29,1991,37.9,2212,1988,224,22,2,300,55,56,17,15,0,0,1492,408,312,391,1532,70,185,6,1813,7,40,51,56,Matches
616,Diogo Dalot\Diogo-Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,611,502,109,7,1,73,27,34,3,0,1,0,342,97,172,60,412,28,99,0,463,2,13,19,18,Matches
617,Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,746,700,46,6,3,150,23,35,25,15,5,1,505,111,130,92,589,26,11,9,528,2,13,26,32,Matches
618,Flavius Daniliuc\Flavius-Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,1104,1041,63,20,0,84,28,2,0,0,0,0,884,98,122,99,919,33,43,0,974,0,10,21,11,Matches
619,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,29,1991,32.4,2484,2286,198,43,3,217,42,28,2,1,0,0,1878,314,292,304,1955,44,152,13,2194,5,31,51,33,Matches
620,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,604,574,30,28,1,62,6,0,0,0,0,0,399,63,142,68,459,44,2,4,508,0,13,9,6,Matches
621,Tiago Dantas\Tiago-Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,35,32,3,0,1,6,1,1,2,2,0,0,27,2,6,5,30,0,0,0,28,0,0,1,1,Matches
622,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,695,682,13,12,1,72,22,0,0,0,0,0,566,55,74,551,112,14,1,4,630,1,8,1,3,Matches
623,Andrea Danzi\Andrea-Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,39,39,0,0,0,6,0,0,0,0,0,0,20,8,11,11,25,1,0,1,25,2,0,0,5,Matches
624,Ebrima Darboe\Ebrima-Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,259,258,1,1,0,42,4,0,0,0,0,0,236,15,8,21,231,2,0,3,247,0,1,3,2,Matches
625,Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,de Bundesliga,18,2002,9.1,506,468,38,22,2,57,27,8,14,9,3,2,327,37,142,437,49,12,2,0,406,1,8,10,6,Matches
626,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,993,905,88,41,4,149,49,45,24,5,10,4,582,159,252,216,695,32,21,10,720,5,20,20,41,Matches
627,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25.0,726,402,324,104,0,25,14,0,0,0,0,0,175,24,527,32,548,1,0,88,364,8,18,7,4,Matches
628,Matteo Darmian\Matteo-Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,520,418,102,8,0,74,5,28,0,0,0,0,325,117,78,108,296,9,94,1,421,4,7,12,18,Matches
629,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,100,80,20,2,0,8,1,0,0,0,0,0,59,20,21,14,65,2,18,0,78,1,2,3,5,Matches
630,Jonathan David\Jonathan-David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,582,559,23,0,1,132,4,7,1,0,0,0,427,103,52,127,391,31,8,5,453,1,3,23,27,Matches
631,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,1504,1301,203,35,0,159,15,28,0,0,0,0,1171,231,102,1055,243,23,168,2,1338,1,15,30,33,Matches
632,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,27,1993,15.0,783,637,146,12,1,57,8,24,1,1,0,0,452,170,161,544,64,27,133,0,610,1,8,14,30,Matches
633,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,684,672,12,7,2,111,15,5,0,0,0,0,518,72,94,88,540,46,4,2,573,1,11,17,24,Matches
634,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,3.1,79,78,1,0,0,39,1,6,0,0,0,0,55,14,10,56,6,1,0,3,58,0,1,2,5,Matches
635,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,19,19,0,0,0,1,1,0,0,0,0,0,15,3,1,18,0,1,0,0,16,0,0,1,0,Matches
636,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,881,834,47,33,0,94,14,5,1,0,0,0,634,94,153,264,505,66,13,2,754,3,15,9,13,Matches
637,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,718,689,29,25,0,76,30,0,0,0,0,0,489,68,161,38,606,44,3,2,592,1,19,11,5,Matches
638,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,1406,1268,138,42,21,160,64,65,87,24,32,9,1032,138,236,157,1202,29,6,4,1068,10,28,48,70,Matches
639,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,368,351,17,16,0,43,2,1,0,0,0,0,258,41,69,40,277,32,1,1,317,1,8,0,2,Matches
640,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,2093,1821,272,150,9,312,130,114,111,31,57,7,1316,269,508,42,2010,18,11,6,1532,15,39,76,70,Matches
641,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,958,836,122,15,1,100,18,24,2,0,1,0,660,149,149,195,599,45,105,1,807,1,16,19,25,Matches
642,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,12,12,0,0,0,3,0,1,0,0,0,0,8,3,1,3,8,1,0,0,9,0,0,0,1,Matches
643,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,1256,1041,215,27,0,129,17,35,0,0,0,0,682,223,351,100,862,70,188,2,953,1,25,29,31,Matches
644,Thibault De Smet\Thibault-De-Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,355,297,58,0,0,30,4,9,0,0,0,0,224,55,76,235,50,9,58,0,282,2,6,12,11,Matches
645,Lucas Deaux\Lucas-Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,19.5,1008,966,42,30,0,124,72,21,1,1,0,0,664,151,193,125,785,53,11,6,802,4,16,22,23,Matches
646,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,1263,938,325,34,0,137,49,61,0,0,0,0,544,329,390,31,808,95,291,5,940,4,27,21,52,Matches
647,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,29,1991,14.9,426,409,17,3,0,97,2,7,0,0,0,0,352,46,28,367,37,11,1,4,373,0,4,5,9,Matches
648,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4.0,165,155,10,4,0,29,15,3,5,0,4,0,108,20,37,15,139,7,1,0,127,0,3,1,6,Matches
649,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,234,233,1,0,0,56,8,4,0,0,0,0,172,34,28,24,193,13,0,0,197,0,4,6,3,Matches
650,Romain Del Castillo\Romain-Del-Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,7.2,371,347,24,7,1,67,15,26,10,4,5,0,247,66,58,273,69,16,7,0,265,0,5,18,20,Matches
651,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,7,6,1,1,0,0,0,0,0,0,0,0,5,2,0,0,6,1,0,0,4,0,0,1,0,Matches
652,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,28,1992,19.8,829,685,144,10,0,104,20,69,0,0,0,0,476,174,179,399,268,21,134,1,621,2,15,22,31,Matches
653,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,832,813,19,16,0,108,22,9,0,0,0,0,598,90,144,633,141,32,2,8,697,4,16,17,15,Matches
654,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,7,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,0,0,Matches
655,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,520,391,129,8,0,51,5,27,0,0,0,0,260,132,128,60,321,13,121,1,397,2,7,21,14,Matches
656,Sacha Delaye\Sacha-Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,Matches
657,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,143,119,24,8,0,16,6,0,0,0,0,0,83,29,31,92,18,11,16,1,110,0,3,2,4,Matches
658,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,895,821,74,6,4,241,29,92,9,3,3,0,343,245,307,24,598,93,7,72,557,1,20,27,51,Matches
659,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,3.0,234,224,10,2,0,21,3,3,0,0,0,0,185,19,30,144,78,4,8,0,206,0,3,2,4,Matches
660,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,146,137,9,1,2,38,1,2,1,0,0,1,101,28,17,24,100,7,0,7,104,0,1,5,5,Matches
661,Moussa Dembélé\Moussa-Dembele,fr FRA,FWMF,Atlético Madrid,es La Liga,24,1996,1.1,33,32,1,0,0,6,0,1,0,0,0,0,18,9,6,0,24,4,0,2,20,1,0,3,1,Matches
662,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWDF,Barcelona,es La Liga,23,1997,19.7,1023,964,59,7,5,134,28,58,30,7,5,4,828,106,89,486,498,8,19,7,844,1,19,25,42,Matches
663,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,636,612,24,18,0,34,12,0,0,0,0,0,542,35,59,80,508,29,6,0,592,0,6,3,3,Matches
664,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,1210,1084,126,50,2,189,67,30,59,23,19,7,775,164,271,961,179,36,16,6,953,10,18,29,27,Matches
665,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,265,250,15,0,3,91,3,11,0,0,0,0,156,67,42,14,194,19,1,6,154,2,6,9,17,Matches
666,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,1251,1225,26,25,4,152,27,8,0,0,0,0,1032,101,118,125,1097,20,1,4,1118,6,15,18,20,Matches
667,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29.0,1661,1623,38,34,0,92,37,1,0,0,0,0,1476,77,108,117,1474,41,4,7,1592,1,3,7,5,Matches
668,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,25,1995,27.8,1162,1140,22,21,0,169,31,8,1,0,1,0,863,145,154,188,855,61,0,6,1021,0,9,19,15,Matches
669,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,113,101,12,0,0,32,4,5,0,0,0,0,71,25,17,23,81,2,0,2,81,1,3,4,2,Matches
670,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,139,127,12,1,0,27,1,9,0,0,0,0,96,28,15,22,102,3,2,5,98,0,6,3,10,Matches
671,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,79,70,9,5,0,7,4,0,0,0,0,0,60,8,11,60,12,2,4,0,64,0,2,1,6,Matches
672,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,12.4,412,336,76,5,1,51,9,19,2,1,1,0,203,91,118,17,304,14,69,1,303,3,3,14,23,Matches
673,Fabio Depaoli\Fabio-Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,15,15,0,0,0,4,0,1,0,0,0,0,12,2,1,2,13,0,0,0,9,0,0,1,2,Matches
674,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,2.1,103,89,14,0,0,8,0,1,0,0,0,0,77,19,7,2,83,2,14,1,86,1,1,2,4,Matches
675,Memphis Depay\Memphis-Depay,nl NED,FW,Lyon,fr Ligue 1,26,1994,32.5,1300,1104,196,58,10,264,67,99,101,39,26,7,906,133,261,156,1092,16,9,19,917,8,30,47,59,Matches
676,Clément Depres\Clement-Depres,fr FRA,MF,Nîmes,fr Ligue 1,25,1994,0.2,6,6,0,0,0,5,0,0,0,0,0,0,4,2,0,0,6,0,0,0,3,0,0,0,2,Matches
677,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,827,803,24,24,1,122,34,0,0,0,0,0,618,51,158,109,651,32,0,0,720,3,11,10,5,Matches
678,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,28,1992,1.1,39,37,2,2,0,4,1,0,0,0,0,0,34,1,4,6,32,1,0,0,35,0,0,0,1,Matches
679,Kiril Despodov\Kiril-Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
680,Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,es La Liga,19,2000,21.2,1302,1153,149,6,1,116,4,39,0,0,0,0,1044,181,77,141,993,22,143,0,1164,2,5,22,38,Matches
681,Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,273,246,27,0,1,73,6,4,0,0,0,0,173,56,44,22,193,21,2,11,192,0,3,8,9,Matches
682,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Udinese,it Serie A,26,1994,6.6,247,220,27,2,2,46,8,14,17,7,4,0,189,27,31,21,217,3,5,1,169,0,3,10,21,Matches
683,Deyverson\Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,310,300,10,0,4,93,15,13,0,0,0,0,93,83,134,181,19,48,0,5,155,2,14,9,19,Matches
684,Jacopo Dezi\Jacopo-Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,0.9,43,35,8,0,0,3,1,3,4,0,0,0,28,6,9,7,35,1,0,0,32,0,1,0,1,Matches
685,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,157,146,11,0,0,67,0,5,0,0,0,0,68,57,32,16,94,16,0,4,97,0,2,5,9,Matches
686,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,102,90,12,0,0,38,3,3,0,0,0,0,65,24,13,11,73,5,0,3,79,0,1,2,4,Matches
687,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36.0,2560,2161,399,74,0,249,44,58,0,0,0,0,1781,502,277,278,1894,36,324,5,2233,4,14,51,63,Matches
688,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,20.6,1218,1078,140,31,20,163,66,103,79,41,22,0,801,144,273,1099,75,11,28,5,889,7,25,35,56,Matches
689,Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MFDF,Juventus,it Serie A,21,1999,0.2,9,8,1,0,0,2,0,1,0,0,0,0,5,3,1,3,5,0,1,0,5,1,0,1,0,Matches
690,Giuseppe Di Serio\Giuseppe-Di-Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,3.2,76,74,2,1,0,31,1,2,1,0,1,0,45,18,13,12,49,5,0,1,53,0,4,2,4,Matches
691,Boulaye Dia\Boulaye-Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,32.6,622,574,48,1,1,151,15,13,0,0,0,0,496,87,39,66,517,15,0,8,501,1,4,16,26,Matches
692,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MF,Getafe,es La Liga,29,1991,0.2,10,10,0,0,0,2,1,2,0,0,0,0,6,1,3,10,0,0,0,0,5,0,1,0,2,Matches
693,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,26.5,949,923,26,4,2,163,29,102,3,1,1,0,698,114,137,655,264,4,17,6,722,5,16,19,55,Matches
694,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,230,221,9,0,1,88,6,5,0,0,0,0,114,59,57,23,135,22,1,9,162,1,8,5,5,Matches
695,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,23,1996,23.1,981,947,34,32,0,95,37,2,0,0,0,0,746,77,158,85,826,47,2,1,844,5,26,9,15,Matches
696,Abdou Diallo\Abdou-Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,1191,1117,74,26,1,79,24,10,0,0,0,0,1013,98,80,959,150,18,48,3,1109,2,9,15,7,Matches
697,Amad Diallo\Amad-Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,64,62,2,1,1,14,1,0,0,0,0,0,58,3,3,54,9,0,1,0,54,1,1,3,1,Matches
698,Amad Diallo\Amad-Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,1,0,5,5,0,0,0,9,0,0,0,0,Matches
699,Habib Diallo\Habib-Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,574,555,19,0,3,176,16,17,0,0,0,0,328,144,102,92,363,31,2,24,401,0,12,25,35,Matches
700,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,25,1995,1.6,36,33,3,0,0,19,0,1,0,0,0,0,19,10,7,5,18,4,0,1,21,0,0,1,3,Matches
