,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
1400,Luis Milla,es ESP,MF,Getafe,es La Liga,31-026,1994,11.0,507,403,99,49,3,8,56,0,36,13,14,1,364,5,8,Matches
1401,Pere Milla,es ESP,MFFW,Espanyol,es La Liga,33-040,1992,5.8,146,138,7,1,2,0,10,0,4,4,0,0,103,1,5,Matches
1402,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-069,2006,0.9,18,16,2,0,0,0,3,0,2,1,0,0,11,0,1,Matches
1403,James Milner,eng ENG,MF,Brighton,eng Premier League,39-302,1986,2.1,109,92,17,7,1,0,7,3,4,1,3,0,96,0,1,Matches
1404,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-127,2007,2.1,93,91,2,2,0,1,0,0,0,0,0,0,81,0,0,Matches
1405,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-352,1996,3.0,235,229,6,1,1,1,0,0,0,0,0,0,224,0,1,Matches
1406,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-040,1994,6.0,275,252,22,20,0,3,0,2,0,0,0,0,249,1,2,Matches
1407,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,30-290,1995,7.4,231,221,6,2,4,2,5,1,0,0,0,0,167,4,6,Matches
1408,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-234,1993,5.5,348,308,39,22,1,0,1,2,0,0,0,0,311,1,0,Matches
1409,Óscar Mingueza,es ESP,DFMF,Celta Vigo,es La Liga,26-173,1999,5.9,432,353,76,11,5,1,33,54,11,5,6,0,344,3,5,Matches
1410,Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,21-103,2004,9.5,261,233,23,1,1,3,45,8,14,10,0,0,141,5,12,Matches
1411,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26-131,1999,0.5,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1412,Rafa Mir,es ESP,FWMF,Elche,es La Liga,28-137,1997,7.5,165,162,3,0,0,0,8,1,0,0,0,0,130,0,4,Matches
1413,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-287,2000,5.1,333,252,78,11,0,2,27,51,16,1,8,0,246,3,8,Matches
1414,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,26-062,1999,10.0,411,332,77,1,0,1,31,76,0,0,0,0,297,2,25,Matches
1415,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,28-166,1997,5.6,137,134,3,0,0,0,8,3,0,0,0,0,106,0,4,Matches
1416,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-229,1997,6.4,449,403,44,5,2,2,24,39,0,0,0,0,379,2,6,Matches
1417,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-285,1989,5.4,286,275,10,4,0,1,13,2,4,2,2,0,238,1,4,Matches
1418,Rui Modesto,ao ANG,MFDF,Udinese,it Serie A,26-026,1999,0.5,12,9,2,0,0,0,2,2,0,0,0,0,9,1,1,Matches
1419,Luka Modrić,hr CRO,MF,Milan,it Serie A,40-054,1985,8.7,649,574,71,43,5,10,37,2,23,12,10,0,574,4,6,Matches
1420,Max Moerstedt,de GER,FWMF,Hoffenheim,de Bundesliga,19-291,2006,1.1,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0,Matches
1421,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26-161,1999,3.5,49,48,1,0,0,0,0,0,0,0,0,0,36,0,2,Matches
1422,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-339,1997,6.6,81,69,12,1,1,0,3,0,0,0,0,0,48,0,2,Matches
1423,Johan Mojica,co COL,DF,Mallorca,es La Liga,33-073,1992,7.6,442,367,75,8,0,6,39,67,0,0,0,0,333,0,15,Matches
1424,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,18-045,2007,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1425,Alberto Moleiro,es ESP,MFFW,Villarreal,es La Liga,22-033,2003,6.6,192,181,10,4,3,0,10,0,3,2,1,0,145,1,6,Matches
1426,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-210,1998,1.4,82,68,14,0,0,0,6,14,0,0,0,0,70,0,1,Matches
1427,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,27-173,1998,9.8,551,493,56,20,1,5,45,23,12,3,8,0,417,2,9,Matches
1428,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-255,1996,9.0,266,172,93,27,0,0,0,0,0,0,0,0,145,1,0,Matches
1429,Álvaro Morata,es ESP,FW,Como,it Serie A,33-010,1992,5.2,137,129,8,1,0,0,6,0,0,0,0,0,99,0,5,Matches
1430,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,24-125,2001,4.8,290,275,15,9,0,0,0,3,0,0,0,0,257,0,1,Matches
1431,Afonso Moreira,pt POR,FW,Lyon,fr Ligue 1,20-228,2005,1.8,54,51,3,0,1,0,15,0,3,3,0,0,39,0,1,Matches
1432,Diego Moreira,be BEL,DFFW,Strasbourg,fr Ligue 1,21-088,2004,7.4,331,307,24,2,0,0,30,22,0,0,0,0,254,0,8,Matches
1433,Alberto Moreno,es ESP,DF,Como,it Serie A,33-120,1992,1.7,95,69,25,3,0,1,6,22,0,0,0,0,82,1,2,Matches
1434,Álex Moreno,es ESP,DFMF,Girona,es La Liga,32-147,1993,9.5,393,310,81,11,1,2,25,69,1,0,0,0,296,2,16,Matches
1435,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-209,1992,2.6,114,108,4,1,2,0,3,1,0,0,0,0,88,2,1,Matches
1436,Matias Moreno,ar ARG,DF,Levante,es La Liga,22-039,2003,5.7,225,213,11,6,0,0,0,2,0,0,0,0,190,1,2,Matches
1437,Tete Morente,es ESP,FWMF,Lecce,it Serie A,28-333,1996,6.0,195,186,9,6,0,1,19,1,2,0,1,0,135,0,8,Matches
1438,Stefano Moreo,it ITA,FWMF,Pisa,it Serie A,32-125,1993,4.0,88,87,1,0,2,0,4,0,0,0,0,0,52,0,2,Matches
1439,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-245,2000,4.9,167,142,24,1,0,1,7,23,0,0,0,0,128,1,6,Matches
1440,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-287,2003,7.0,292,284,6,4,4,1,1,1,1,0,0,0,251,2,6,Matches
1441,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-294,1999,6.9,295,279,13,10,1,0,2,3,0,0,0,0,256,3,5,Matches
1442,Luca Moro,it ITA,FW,Sassuolo,it Serie A,24-281,2001,0.2,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1443,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-235,1998,4.3,309,274,34,21,0,5,10,2,8,3,4,0,263,1,1,Matches
1444,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23-002,2002,8.7,494,421,71,26,4,4,49,4,38,23,12,0,398,2,8,Matches
1445,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19-083,2006,0.1,7,6,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches
1446,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21-128,2004,3.3,198,192,5,1,0,0,0,4,0,0,0,0,179,1,0,Matches
1447,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,26-013,1999,0.8,19,17,2,0,0,0,1,0,0,0,0,0,10,0,1,Matches
1448,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-184,2001,2.0,85,77,8,1,0,0,1,7,0,0,0,0,75,0,1,Matches
1449,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,26-296,1999,3.7,119,117,2,0,3,3,3,0,2,2,0,0,88,0,5,Matches
1450,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,20-027,2005,5.9,364,353,11,6,5,0,5,1,3,1,0,2,325,0,2,Matches
1451,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,23-262,2002,8.8,502,415,86,23,0,4,4,63,0,0,0,0,447,1,6,Matches
1452,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23-152,2002,5.7,198,187,11,1,5,3,13,1,8,2,5,0,142,0,5,Matches
1453,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22-247,2003,6.0,331,294,35,23,0,2,2,0,0,0,0,0,273,2,0,Matches
1454,Miro Muheim,ch SUI,MFDF,Hamburger SV,de Bundesliga,27-223,1998,7.9,442,346,94,18,1,4,41,59,16,14,0,0,333,2,15,Matches
1455,Ngal'Ayel Mukau,cd COD,MFFW,Lille,fr Ligue 1,20-337,2004,4.0,135,131,3,1,1,1,1,0,0,0,0,0,121,1,3,Matches
1456,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,19-263,2006,0.3,12,12,0,0,0,0,1,0,0,0,0,0,10,0,0,Matches
1457,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28-001,1997,7.0,338,272,66,5,0,1,7,50,0,0,0,0,249,0,9,Matches
1458,Marshall Munetsi,zw ZIM,MFFW,Wolves,eng Premier League,29-133,1996,8.7,153,151,1,0,0,0,12,0,0,0,0,0,88,1,8,Matches
1459,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-182,2001,3.7,36,36,0,0,0,1,0,0,0,0,0,0,11,0,1,Matches
1460,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,28-078,1997,4.1,173,141,30,1,1,1,8,29,0,0,0,0,132,2,2,Matches
1461,Daniel Muñoz,co COL,DFMF,Crystal Palace,eng Premier League,29-160,1996,10.0,350,295,53,4,1,1,21,49,0,0,0,0,256,2,8,Matches
1462,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-362,2002,0.3,19,19,0,0,0,0,0,0,0,0,0,0,17,0,1,Matches
1463,Javier Muñoz,es ESP,MFFW,Getafe,es La Liga,30-247,1995,1.7,38,38,0,0,0,1,0,0,0,0,0,0,26,0,1,Matches
1464,Víctor Muñoz,es ESP,FWMF,Osasuna,es La Liga,22-112,2003,7.3,163,152,9,0,0,0,21,2,0,0,0,0,121,2,5,Matches
1465,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,26-360,1998,8.0,305,217,87,36,1,0,0,0,0,0,0,0,209,1,0,Matches
1466,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,23-121,2002,6.2,346,325,21,11,2,3,1,1,0,0,0,0,284,0,1,Matches
1467,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31-192,1994,8.1,165,162,2,1,1,0,1,0,0,0,0,0,107,1,5,Matches
1468,Jacob Murphy,eng ENG,FWMF,Newcastle Utd,eng Premier League,30-251,1995,4.6,155,148,7,0,2,1,27,4,3,3,0,0,95,0,6,Matches
1469,Yunus Musah,us USA,MF,Atalanta,it Serie A,22-338,2002,0.7,29,28,1,1,0,0,0,0,0,0,0,0,23,0,1,Matches
1470,Yunus Musah,us USA,DF,Milan,it Serie A,22-338,2002,1.0,42,40,2,1,0,0,1,1,0,0,0,0,35,0,0,Matches
1471,Almoatasem Al Musrati,ly LBY,MF,Hellas Verona,it Serie A,29-210,1996,0.6,27,26,1,1,0,1,0,0,0,0,0,0,23,0,0,Matches
1472,Cheveyo Muy,nl NED,FW,Milan,it Serie A,,,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1473,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31-149,1994,7.0,250,198,49,27,0,1,0,0,0,0,0,0,191,3,0,Matches
1474,Joel Mvuka,no NOR,DFMF,Lorient,fr Ligue 1,22-355,2002,3.7,102,96,6,0,0,0,7,6,0,0,0,0,74,0,4,Matches
1475,Junior Mwanga,fr FRA,DFMF,Strasbourg,fr Ligue 1,22-175,2003,2.0,145,131,14,3,0,1,3,11,0,0,0,0,131,0,1,Matches
1476,Junior Mwanga,fr FRA,MFDF,Nantes,fr Ligue 1,22-175,2003,6.8,246,238,8,6,2,3,2,2,0,0,0,0,208,0,5,Matches
1477,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31-277,1994,7.8,297,222,74,4,0,1,32,67,3,0,3,0,210,1,10,Matches
1478,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26-157,1999,5.9,285,235,50,6,2,0,18,44,0,0,0,0,205,0,8,Matches
1479,Joakim Mæhle,dk DEN,DFFW,Wolfsburg,de Bundesliga,28-166,1997,4.7,224,196,28,1,3,0,7,27,0,0,0,0,184,0,6,Matches
1480,David Møller Wolfe,no NOR,MFDF,Wolves,eng Premier League,23-193,2002,1.7,63,46,17,0,0,0,9,15,2,2,0,0,35,0,5,Matches
1481,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26-074,1999,8.4,498,483,15,15,0,3,1,0,0,0,0,0,452,0,3,Matches
1482,Konan N'dri,ci CIV,FWMF,Lecce,it Serie A,25-006,2000,1.7,46,41,5,0,0,2,3,2,3,0,0,0,34,0,3,Matches
1483,Bilal Nadir,ma MAR,MFFW,Marseille,fr Ligue 1,21-339,2003,2.7,132,125,4,0,1,1,8,2,2,1,0,0,108,3,2,Matches
1484,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20-127,2005,1.0,49,37,12,1,0,0,3,9,2,0,1,0,40,0,1,Matches
1485,Younes Namli,dk DEN,FWMF,Le Havre,fr Ligue 1,31-135,1994,2.5,90,82,8,3,0,0,12,1,4,2,2,0,56,0,5,Matches
1486,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23-170,2002,1.7,78,71,7,0,3,0,4,3,3,0,2,0,63,0,2,Matches
1487,Nikolas Nartey,dk DEN,MFDF,Stuttgart,de Bundesliga,25-253,2000,2.0,98,90,8,4,0,0,9,1,3,3,0,0,77,0,3,Matches
1488,Natan,br BRA,DF,Betis,es La Liga,24-269,2001,10.0,501,478,22,14,1,6,1,3,0,0,0,0,439,1,1,Matches
1489,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20-191,2005,1.6,85,73,12,2,0,0,1,10,0,0,0,0,75,0,2,Matches
1490,Roberto Navarro,es ESP,FWMF,Athletic Club,es La Liga,23-204,2002,4.6,151,144,7,1,1,0,17,4,2,2,0,0,112,0,2,Matches
1491,Corrie Ndaba,ie IRL,DFMF,Lecce,it Serie A,25-312,1999,0.8,32,25,7,1,0,0,1,6,0,0,0,0,29,0,0,Matches
1492,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25-106,2000,8.0,253,251,2,2,0,1,4,0,0,0,0,0,207,0,3,Matches
1493,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,25-241,2000,8.5,244,237,6,4,0,0,14,2,0,0,0,0,186,1,9,Matches
1494,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-326,2001,6.4,192,181,11,4,0,1,17,3,3,2,0,0,159,0,9,Matches
1495,Quentin Ndjantou Mbitcha,fr FRA,MF,Paris S-G,fr Ligue 1,18-102,2007,2.3,129,126,3,0,0,0,3,3,0,0,0,0,105,0,4,Matches
1496,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21-098,2004,2.5,86,84,2,1,0,3,4,1,0,0,0,0,63,0,0,Matches
1497,Dan Ndoye,ch SUI,FW,Nott'ham Forest,eng Premier League,25-008,2000,7.4,203,197,4,1,1,1,25,1,2,1,0,0,143,2,10,Matches
1498,Joseph Nduquidi,fr FRA,MF,Metz,fr Ligue 1,21-002,2004,0.1,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
1499,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23-023,2002,6.6,307,269,37,3,0,0,40,7,21,2,14,0,230,1,5,Matches
1500,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19-321,2005,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1501,Loïc Nego,hu HUN,DF,Le Havre,fr Ligue 1,34-291,1991,8.1,447,371,75,8,0,2,30,67,0,0,0,0,342,1,8,Matches
1502,Dan Neil,eng ENG,MF,Sunderland,eng Premier League,23-324,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1503,Reiss Nelson,eng ENG,FW,Brentford,eng Premier League,25-327,1999,0.2,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
1504,Victor Nelsson,dk DEN,DF,Hellas Verona,it Serie A,27-019,1998,9.0,282,265,16,11,0,0,0,5,0,0,0,0,246,1,0,Matches
1505,David Neres,br BRA,FWMF,Napoli,it Serie A,28-244,1997,4.5,175,158,16,1,0,0,25,0,15,8,4,0,129,1,4,Matches
1506,Martim Neto,pt POR,MF,Elche,es La Liga,22-292,2003,4.6,222,214,7,2,0,1,8,1,3,3,0,0,192,1,4,Matches
1507,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-238,2000,8.4,308,266,41,11,1,1,55,9,21,13,2,0,225,1,8,Matches
1508,Luca Netz,de GER,DF,Gladbach,de Bundesliga,22-171,2003,2.7,118,92,26,2,0,1,11,20,4,4,0,0,88,0,1,Matches
1509,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-220,1986,8.0,337,289,45,14,0,2,0,0,0,0,0,0,274,3,0,Matches
1510,Florian Neuhaus,de GER,MFFW,Gladbach,de Bundesliga,28-231,1997,3.6,160,152,5,1,0,1,5,0,1,1,0,0,128,3,2,Matches
1511,João Neves,pt POR,MF,Paris S-G,fr Ligue 1,21-036,2004,3.2,297,286,11,2,0,2,0,9,0,0,0,0,284,0,2,Matches
1512,Yvan Neyou,cm CMR,MF,Getafe,es La Liga,28-303,1997,0.7,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
1513,Cyril Ngonge,be BEL,FW,Torino,it Serie A,25-160,2000,6.1,151,144,7,3,0,3,8,3,0,0,0,0,100,0,6,Matches
1514,Mikayil Ngor Faye,sn SEN,DFFW,Cremonese,it Serie A,21-111,2004,1.4,56,47,8,2,0,0,0,5,0,0,0,0,46,1,2,Matches
1515,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,21-111,2004,0.1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1516,Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22-145,2003,8.3,511,496,14,13,1,2,4,1,0,0,0,0,461,1,4,Matches
1517,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,19-090,2006,0.8,15,14,1,0,0,0,1,0,0,0,0,0,10,0,1,Matches
1518,Rio Ngumoha,eng ENG,FWMF,Liverpool,eng Premier League,17-065,2008,0.4,13,13,0,0,0,0,1,0,0,0,0,0,12,0,0,Matches
1519,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-239,1996,9.2,682,633,47,32,2,1,0,3,0,0,0,0,609,2,2,Matches
1520,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Parma,it Serie A,23-206,2002,4.5,239,230,9,7,0,2,0,2,0,0,0,0,199,0,1,Matches
1521,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,23-148,2002,2.4,115,111,3,3,0,1,0,0,0,0,0,0,104,1,1,Matches
1522,Cheikh Niasse,sn SEN,MFDF,Hellas Verona,it Serie A,25-287,2000,1.4,61,55,5,1,0,0,1,4,0,0,0,0,48,1,1,Matches
1523,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-231,1997,7.6,285,260,25,8,0,4,1,17,0,0,0,0,234,0,2,Matches
1524,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,28-012,1997,9.0,297,239,56,19,0,0,0,1,0,0,0,0,232,2,0,Matches
1525,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,it Serie A,25-137,2000,4.8,226,199,26,12,0,3,18,1,12,3,7,0,176,1,3,Matches
1526,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24-199,2001,3.5,116,113,3,3,1,0,2,0,0,0,0,0,90,0,3,Matches
1527,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,22-151,2003,2.5,138,133,5,3,0,0,1,0,0,0,0,0,125,0,2,Matches
1528,Alieu Njie,se SWE,FW,Torino,it Serie A,20-172,2005,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Matches
1529,Justin Njinmah,de GER,FW,Werder Bremen,de Bundesliga,24-352,2000,4.6,103,100,3,0,0,2,4,1,0,0,0,0,70,0,2,Matches
1530,Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,22-268,2003,9.0,378,298,80,23,0,1,0,0,0,0,0,0,306,0,0,Matches
1531,Eddie Nketiah,eng ENG,MFFW,Crystal Palace,eng Premier League,26-156,1999,1.2,23,22,1,0,1,0,0,0,0,0,0,0,19,0,0,Matches
1532,Niels Nkounkou,fr FRA,DFMF,Torino,it Serie A,25-001,2000,1.9,73,60,12,2,1,1,8,10,0,0,0,0,55,1,2,Matches
1533,Christopher Nkunku,fr FRA,FW,Milan,it Serie A,27-353,1997,1.2,46,44,1,0,1,1,1,0,0,0,0,0,38,1,0,Matches
1534,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,25-023,2000,6.8,307,304,3,2,2,2,0,0,0,0,0,0,256,0,4,Matches
1535,Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,26-323,1998,2.3,45,40,5,0,0,0,1,1,0,0,0,0,31,0,1,Matches
1536,Arnaud Nordin,fr FRA,DFMF,Mainz 05,de Bundesliga,27-138,1998,4.0,161,141,19,0,0,1,15,18,0,0,0,0,123,1,5,Matches
1537,Brooke Norton-Cuffy,eng ENG,DFFW,Genoa,it Serie A,21-294,2004,9.0,419,340,79,15,0,0,26,64,0,0,0,0,336,0,8,Matches
1538,Tijjani Noslin,nl NED,FWMF,Lazio,it Serie A,26-118,1999,0.5,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
1539,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,27-331,1997,0.4,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1540,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,29-033,1996,9.0,346,277,67,26,0,3,0,0,0,0,0,0,286,2,0,Matches
1541,Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27-067,1998,5.7,498,450,47,4,2,1,4,43,0,0,0,0,445,1,5,Matches
1542,Álvaro Núñez,es ESP,DFFW,Elche,es La Liga,25-118,2000,9.9,592,510,82,26,0,1,33,51,5,1,0,0,524,0,5,Matches
1543,Unai Núñez,es ESP,DF,Hellas Verona,it Serie A,28-276,1997,7.1,308,277,29,4,0,5,4,25,0,0,0,0,236,2,5,Matches
1544,Antonio Nusa,no NOR,FW,RB Leipzig,de Bundesliga,20-199,2005,5.9,152,143,9,4,5,1,7,2,3,2,0,0,121,0,3,Matches
1545,Ethan Nwaneri,eng ENG,MF,Arsenal,eng Premier League,18-226,2007,1.9,88,83,5,3,1,1,2,0,0,0,0,0,78,0,1,Matches
1546,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,35-053,1990,4.0,131,103,27,11,0,1,0,0,0,0,0,0,92,1,0,Matches
1547,Allan Nyom,cm CMR,FW,Getafe,es La Liga,37-176,1988,0.2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1548,Rabby Nzingoula,fr FRA,MF,Strasbourg,fr Ligue 1,19-342,2005,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
1549,M'Bala Nzola,ao ANG,FW,Pisa,it Serie A,29-076,1996,6.6,113,109,4,1,1,1,3,1,0,0,0,0,90,0,2,Matches
1550,Christian Nørgaard,dk DEN,MF,Arsenal,eng Premier League,31-237,1994,0.2,7,6,1,0,0,0,0,1,0,0,0,0,5,0,0,Matches
1551,Jake O'Brien,ie IRL,DF,Everton,eng Premier League,24-171,2001,8.7,380,282,97,1,2,1,22,96,0,0,0,0,253,1,16,Matches
1552,Matt O'Riley,dk DEN,MF,Brighton,eng Premier League,24-346,2000,2.0,61,54,6,0,0,0,6,0,2,2,0,0,51,1,1,Matches
1553,Matt O'Riley,dk DEN,MF,Marseille,fr Ligue 1,24-346,2000,6.4,371,355,15,5,0,2,1,0,2,0,0,0,331,1,4,Matches
1554,Adam Obert,sk SVK,DF,Cagliari,it Serie A,23-071,2002,8.6,424,367,56,17,1,3,8,36,3,0,3,0,350,1,4,Matches
1555,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,32-299,1993,11.0,369,261,108,28,0,0,0,0,0,0,0,0,281,0,0,Matches
1556,Jens Odgaard,dk DEN,MF,Bologna,it Serie A,26-216,1999,4.0,79,77,2,0,0,0,4,2,0,0,0,0,60,0,4,Matches
1557,Wilson Odobert,fr FRA,FW,Tottenham,eng Premier League,20-339,2004,3.7,126,125,1,0,0,0,7,1,0,0,0,0,106,0,2,Matches
1558,Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,29-323,1995,0.6,14,9,4,0,0,0,1,4,0,0,0,0,12,1,0,Matches
1559,Noah Okafor,ch SUI,FWMF,Leeds United,eng Premier League,25-162,2000,4.7,108,107,0,0,2,5,12,0,0,0,0,0,73,1,2,Matches
1560,David Okereke,ng NGA,FW,Cremonese,it Serie A,28-065,1997,0.9,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
1561,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,26-066,1999,4.0,140,105,35,14,0,0,0,0,0,0,0,0,93,0,0,Matches
1562,Olasagasti,es ESP,MF,Levante,es La Liga,25-078,2000,2.5,118,111,7,1,0,0,9,1,5,3,1,0,99,0,3,Matches
1563,Michael Olise,fr FRA,FWMF,Bayern Munich,de Bundesliga,23-325,2001,7.5,480,430,46,8,6,1,26,19,19,10,0,0,388,4,11,Matches
1564,Mathías Olivera,uy URU,DF,Napoli,it Serie A,28-002,1997,3.8,214,180,32,3,0,0,0,29,0,0,0,0,189,2,2,Matches
1565,Tuomas Ollila,fi FIN,DF,Paris FC,fr Ligue 1,25-192,2000,1.2,49,37,12,0,0,0,3,12,0,0,0,0,41,0,0,Matches
1566,Dani Olmo,es ESP,MF,Barcelona,es La Liga,27-179,1998,5.4,295,269,25,7,4,0,6,3,9,1,1,0,242,1,6,Matches
1567,Tani Oluwaseyi,ca CAN,FW,Villarreal,es La Liga,25-171,2000,3.7,40,37,2,0,0,0,0,1,0,0,0,0,26,1,2,Matches
1568,Warmed Omari,km COM,DF,Hamburger SV,de Bundesliga,25-193,2000,4.8,236,230,5,5,2,1,1,0,0,0,0,0,204,1,3,Matches
1569,Andrew Omobamidele,ie IRL,DF,Strasbourg,fr Ligue 1,23-132,2002,2.2,170,162,8,2,0,0,0,0,0,0,0,0,165,0,0,Matches
1570,Amadou Onana,be BEL,MF,Aston Villa,eng Premier League,24-078,2001,4.6,201,196,5,5,1,0,0,0,0,0,0,0,177,0,2,Matches
1571,Jean Onana,cm CMR,MF,Genoa,it Serie A,25-298,2000,0.1,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
1572,Frank Onyeka,ng NGA,MF,Brentford,eng Premier League,27-305,1998,1.0,36,36,0,0,0,0,0,0,0,0,0,0,28,0,0,Matches
1573,Loïs Openda,be BEL,FWMF,Juventus,it Serie A,25-259,2000,3.2,89,84,5,0,1,0,6,3,0,0,0,0,62,0,2,Matches
1574,Loïs Openda,be BEL,FW,RB Leipzig,de Bundesliga,25-259,2000,0.6,16,13,3,0,0,0,1,0,0,0,0,0,13,0,0,Matches
1575,Fredrik Oppegard,no NOR,DF,Auxerre,fr Ligue 1,23-087,2002,3.4,138,107,31,7,0,1,16,22,2,0,2,0,107,0,2,Matches
