,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1805,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-244,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1806,Javier Rueda Garcia,es ESP,DFMF,Celta Vigo,es La Liga,23-178,2002,4.2,7,1.67,5,1,0,0,1,0,2,0.48,1,0,0,0,1,0,Matches
1807,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31-096,1994,1.9,1,0.51,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1808,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23-114,2002,4.2,4,0.96,4,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
1809,Aitor Ruibal,es ESP,FWDF,Betis,es La Liga,29-225,1996,3.4,10,2.95,7,1,2,0,0,0,1,0.30,0,0,1,0,0,0,Matches
1810,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-213,1996,4.2,23,5.51,22,0,0,0,0,1,3,0.72,3,0,0,0,0,0,Matches
1811,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33-166,1992,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1812,Georginio Rutter,fr FRA,FWMF,Brighton,eng Premier League,23-196,2002,6.7,19,2.83,15,0,0,0,4,0,6,0.89,5,0,0,0,1,0,Matches
1813,Mathew Ryan,au AUS,GK,Levante,es La Liga,33-208,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1814,Julian Ryerson,no NOR,DFMF,Dortmund,de Bundesliga,27-350,1997,4.8,22,4.63,15,6,0,0,1,0,4,0.84,4,0,0,0,0,0,Matches
1815,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33-090,1992,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1816,Alexander Røssing-Lelesiit,no NOR,FWMF,Hamburger SV,de Bundesliga,18-286,2007,2.2,2,0.93,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1817,José Sá,pt POR,GK,Wolves,eng Premier League,32-289,1993,4.0,3,0.75,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1818,Elias Saad,tn TUN,MFFW,Augsburg,de Bundesliga,25-310,1999,5.1,20,3.90,15,0,4,0,1,0,2,0.39,2,0,0,0,0,0,Matches
1819,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-293,1993,2.8,2,0.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1820,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,28-339,1996,0.3,4,13.33,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1821,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31-230,1994,6.0,10,1.66,9,0,0,0,0,1,2,0.33,2,0,0,0,0,0,Matches
1822,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20-320,2004,8.9,14,1.57,9,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1823,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-273,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1824,Alexis Saelemaekers,be BEL,DFFW,Milan,it Serie A,26-128,1999,8.6,26,3.03,17,1,4,2,2,0,6,0.70,4,1,0,0,1,0,Matches
1825,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26-338,1998,1.3,2,1.50,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1826,Osame Sahraoui,ma MAR,FWMF,Lille,fr Ligue 1,24-144,2001,1.7,15,8.65,13,0,0,0,2,0,3,1.73,3,0,0,0,0,0,Matches
1827,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30-197,1995,7.0,17,2.42,13,0,3,1,0,0,2,0.29,2,0,0,0,0,0,Matches
1828,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,24-058,2001,6.6,29,4.42,19,2,3,3,2,0,1,0.15,0,0,0,0,1,0,Matches
1829,Mathis Saka,fr FRA,MF,Toulouse,fr Ligue 1,19-043,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1830,Álex Sala,es ESP,MF,Lecce,it Serie A,24-207,2001,1.2,5,4.13,4,0,0,0,0,1,1,0.83,1,0,0,0,0,0,Matches
1831,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,24-064,2001,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1832,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,33-140,1992,9.9,29,2.92,23,2,2,2,0,0,4,0.40,4,0,0,0,0,0,Matches
1833,Jan Salas,es ESP,MF,Mallorca,es La Liga,20-084,2005,0.2,1,5.29,1,0,0,0,0,0,1,5.29,1,0,0,0,0,0,Matches
1834,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-193,2002,4.0,4,1.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1835,Manolis Saliakas,gr GRE,DF,St. Pauli,de Bundesliga,29-051,1996,5.0,11,2.20,9,0,0,1,1,0,2,0.40,1,0,0,0,1,0,Matches
1836,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-223,2001,7.0,7,0.99,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1837,José Salinas,es ESP,DFFW,Espanyol,es La Liga,25-033,2000,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1838,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-199,1999,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1839,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-251,2002,4.1,25,6.11,17,5,0,3,0,0,2,0.49,1,0,0,1,0,0,Matches
1840,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32-314,1992,5.7,11,1.93,7,0,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
1841,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-361,1995,3.9,14,3.61,8,0,1,2,2,1,2,0.52,2,0,0,0,0,0,Matches
1842,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-191,1994,10.0,3,0.30,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1843,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,26-011,1999,2.6,15,5.84,11,1,1,1,1,0,2,0.78,2,0,0,0,0,0,Matches
1844,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-243,1996,4.2,2,0.48,0,0,1,1,0,0,1,0.24,0,0,0,1,0,0,Matches
1845,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-191,2000,6.9,20,2.92,12,0,0,3,2,3,2,0.29,0,0,0,0,1,1,Matches
1846,Alexis Sánchez,cl CHI,FWMF,Sevilla,es La Liga,36-318,1988,4.4,12,2.76,9,2,0,0,1,0,2,0.46,2,0,0,0,0,0,Matches
1847,Antonio Sánchez,es ESP,MFDF,Mallorca,es La Liga,28-305,1997,3.1,4,1.28,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1848,Juanlu Sánchez,es ESP,DFFW,Sevilla,es La Liga,22-079,2003,6.4,16,2.48,13,1,1,0,1,0,3,0.47,2,0,1,0,0,0,Matches
1849,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29-249,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1850,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-070,2000,8.6,22,2.55,18,3,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
1851,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-349,1997,9.0,3,0.33,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1852,Jadon Sancho,eng ENG,FW,Aston Villa,eng Premier League,25-222,2000,0.8,7,9.00,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1853,Álex Sancris,es ESP,FWMF,Getafe,es La Liga,28-288,1997,3.4,9,2.63,6,0,0,2,1,0,1,0.29,1,0,0,0,0,0,Matches
1854,Philipp Sander,de GER,MFDF,Gladbach,de Bundesliga,27-254,1998,6.7,8,1.20,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1855,James Sands,us USA,MF,St. Pauli,de Bundesliga,25-119,2000,7.3,11,1.50,9,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1856,Ibou Sané,sn SEN,FWMF,Metz,fr Ligue 1,20-219,2005,2.0,6,3.03,4,0,0,0,2,0,2,1.01,1,0,0,0,1,0,Matches
1857,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-145,2004,4.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1858,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-204,2002,8.7,7,0.81,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1859,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-335,1997,4.9,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1860,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-129,2002,8.3,19,2.29,15,0,1,3,0,0,1,0.12,0,0,0,1,0,0,Matches
1861,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19-248,2006,3.7,10,2.69,10,0,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
1862,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-274,2001,2.9,5,1.74,4,0,0,1,0,0,2,0.69,1,0,0,1,0,0,Matches
1863,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-307,2000,9.0,15,1.67,13,0,1,0,0,1,3,0.33,1,0,1,0,0,1,Matches
1864,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,31-076,1994,2.2,5,2.30,4,0,0,1,0,0,1,0.46,1,0,0,0,0,0,Matches
1865,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-238,1995,7.0,9,1.29,9,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1866,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21-161,2004,0.1,2,30.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1867,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-183,2004,2.5,6,2.40,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1868,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-205,2003,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1869,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-102,2002,1.2,2,1.73,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1870,Jeremy Sarmiento,ec ECU,MFFW,Cremonese,it Serie A,23-139,2002,1.4,5,3.52,2,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1871,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-236,2001,3.0,9,3.05,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1872,Ismaila Sarr,sn SEN,MFFW,Crystal Palace,eng Premier League,27-250,1998,7.8,16,2.05,8,0,1,2,3,2,2,0.26,2,0,0,0,0,0,Matches
1873,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-283,1999,9.0,4,0.44,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1874,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,20-065,2005,8.0,6,0.75,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1875,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-255,2001,3.1,9,2.89,5,0,1,2,0,1,2,0.64,1,0,0,1,0,0,Matches
1876,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-171,2004,4.6,14,3.07,8,1,1,2,1,1,3,0.66,0,0,1,2,0,0,Matches
1877,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-134,2002,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1878,Sávio,br BRA,MF,Manchester City,eng Premier League,21-206,2004,3.7,12,3.21,8,0,2,2,0,0,1,0.27,1,0,0,0,0,0,Matches
1879,Nicolò Savona,it ITA,DFMF,Nott'ham Forest,eng Premier League,22-228,2003,3.8,3,0.79,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1880,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-306,2002,7.0,15,2.16,11,0,1,1,1,1,2,0.29,2,0,0,0,0,0,Matches
1881,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-326,2003,3.2,10,3.12,10,0,0,0,0,0,2,0.62,2,0,0,0,0,0,Matches
1882,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-305,1999,2.5,5,2.00,4,0,0,1,0,0,1,0.40,0,0,0,1,0,0,Matches
1883,Oliver Scarles,eng ENG,DFMF,West Ham,eng Premier League,19-325,2005,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1884,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-340,2001,9.2,15,1.63,10,1,1,1,2,0,3,0.33,1,1,1,0,0,0,Matches
1885,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-203,1999,3.4,2,0.59,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1886,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-317,1991,4.2,3,0.71,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1887,Derry Scherhant,de GER,FW,Freiburg,de Bundesliga,22-357,2002,3.1,16,5.11,4,5,0,3,4,0,1,0.32,0,0,0,1,0,0,Matches
1888,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-282,1996,5.5,7,1.28,5,0,0,2,0,0,2,0.37,1,0,0,1,0,0,Matches
1889,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-188,1994,2.4,7,2.99,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1890,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-035,1997,2.8,11,3.94,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1891,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-188,1997,4.5,4,0.89,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1892,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-336,1999,5.0,10,2.00,8,0,0,1,0,1,3,0.60,3,0,0,0,0,0,Matches
1893,Romano Schmid,at AUT,MFFW,Werder Bremen,de Bundesliga,25-279,2000,8.6,43,5.00,35,3,0,2,1,2,3,0.35,3,0,0,0,0,0,Matches
1894,Isaac Schmidt,ch SUI,DFMF,Werder Bremen,de Bundesliga,25-330,1999,1.3,7,5.34,4,2,1,0,0,0,1,0.76,0,0,1,0,0,0,Matches
1895,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-040,1998,6.6,3,0.45,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1896,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-143,1999,7.4,12,1.61,9,0,0,1,2,0,2,0.27,2,0,0,0,0,0,Matches
1897,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-191,1995,8.0,2,0.25,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1898,Léo Scienza,br BRA,MFFW,Heidenheim,de Bundesliga,27-050,1998,2.0,5,2.50,3,1,0,0,1,0,1,0.50,0,0,0,0,1,0,Matches
1899,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-073,2003,6.6,19,2.88,10,3,0,1,3,2,1,0.15,1,0,0,0,0,0,Matches
1900,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-279,2000,7.1,13,1.83,10,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1901,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-163,2003,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1902,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-163,2003,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1903,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-151,2000,4.8,7,1.45,6,0,1,0,0,0,1,0.21,1,0,0,0,0,0,Matches
1904,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-182,2001,8.2,8,0.97,7,0,0,0,1,0,1,0.12,1,0,0,0,0,0,Matches
1905,Ayumu Seko,jp JPN,MFDF,Le Havre,fr Ligue 1,25-148,2000,9.2,12,1.31,12,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
1906,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-249,1992,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1907,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,25-299,2000,9.0,33,3.67,22,3,6,1,0,1,6,0.67,3,0,3,0,0,0,Matches
1908,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-294,1998,9.0,3,0.33,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1909,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-278,2001,10.6,14,1.32,10,2,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches
1910,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-176,1997,8.9,15,1.69,13,0,0,1,0,1,3,0.34,3,0,0,0,0,0,Matches
1911,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-205,1997,8.4,27,3.21,21,0,2,3,0,1,1,0.12,0,0,0,0,0,1,Matches
1912,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-242,2003,1.3,3,2.31,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1913,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-155,2003,6.5,13,1.99,10,0,0,2,0,1,2,0.31,1,0,0,1,0,0,Matches
1914,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-168,2000,8.3,13,1.57,11,0,0,1,0,1,1,0.12,1,0,0,0,0,0,Matches
1915,Stephan El Shaarawy,it ITA,MFFW,Roma,it Serie A,33-006,1992,1.4,1,0.71,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1916,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-113,1995,9.4,7,0.75,5,0,0,1,0,1,2,0.21,0,0,0,1,0,1,Matches
1917,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-131,1998,3.6,2,0.56,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1918,Djibril Sidibé,fr FRA,DFMF,Toulouse,fr Ligue 1,33-096,1992,6.1,11,1.81,11,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
1919,Armindo Sieb,de GER,FWMF,Mainz 05,de Bundesliga,22-258,2003,3.2,9,2.81,6,1,0,2,0,0,1,0.31,1,0,0,0,0,0,Matches
1920,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-214,2002,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1921,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-180,1997,8.6,5,0.58,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1922,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-238,2000,6.0,4,0.67,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1923,André Silva,pt POR,FW,Elche,es La Liga,29-361,1995,6.0,17,2.81,10,0,1,5,1,0,1,0.17,1,0,0,0,0,0,Matches
1924,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-084,1994,5.2,15,2.90,13,2,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
1925,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-094,1997,6.6,11,1.66,6,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1926,Fábio Silva,pt POR,FWMF,Dortmund,de Bundesliga,23-106,2002,0.4,6,16.36,3,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1927,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-093,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1928,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-245,1991,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1929,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-138,2001,1.4,4,2.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1930,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-120,1995,6.6,16,2.42,9,0,4,0,2,1,3,0.45,1,0,2,0,0,0,Matches
1931,Giuliano Simeone,ar ARG,MFFW,Atlético Madrid,es La Liga,22-319,2002,9.1,32,3.51,20,0,6,2,2,2,8,0.88,4,0,3,1,0,0,Matches
1932,Moses Simon,ng NGA,FWMF,Paris FC,fr Ligue 1,30-113,1995,9.2,23,2.50,13,4,3,3,0,0,3,0.33,3,0,0,0,0,0,Matches
1933,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-144,1997,11.0,2,0.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1934,Xavi Simons,nl NED,FWMF,Tottenham,eng Premier League,22-195,2003,5.0,11,2.18,9,1,0,0,1,0,1,0.20,0,1,0,0,0,0,Matches
1935,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-195,2003,1.0,3,3.00,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1936,Danel Sinani,lu LUX,MFFW,St. Pauli,de Bundesliga,28-211,1997,8.3,33,3.98,26,3,2,2,0,0,3,0.36,1,1,0,1,0,0,Matches
1937,Lassine Sinayoko,ml MLI,FWMF,Auxerre,fr Ligue 1,25-329,1999,10.2,28,2.74,21,0,2,1,2,2,3,0.29,1,0,0,0,1,1,Matches
1938,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-083,1996,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1939,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-323,2004,2.5,1,0.40,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1940,Tim Skarke,de GER,MFDF,Union Berlin,de Bundesliga,29-056,1996,3.5,5,1.45,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1941,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-176,1995,4.1,6,1.45,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
1942,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25-339,1999,6.5,6,0.92,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1943,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-181,1991,8.0,1,0.12,1,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1944,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-308,1999,4.0,13,3.27,12,0,1,0,0,0,1,0.25,1,0,0,0,0,0,Matches
1945,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-166,1996,2.4,5,2.05,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1946,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-187,1991,2.3,4,1.76,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1947,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-298,1997,9.0,9,1.00,6,1,1,1,0,0,2,0.22,1,0,1,0,0,0,Matches
1948,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-097,2000,2.5,7,2.84,5,0,0,2,0,0,1,0.41,0,0,0,1,0,0,Matches
1949,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-077,2000,5.6,7,1.24,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1950,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-205,2001,3.4,8,2.36,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1951,Alex Sola,es ESP,FW,Getafe,es La Liga,26-146,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1952,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-049,1997,0.4,1,2.81,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1953,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-304,1997,4.2,9,2.14,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1954,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-259,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1955,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-268,2000,9.7,18,1.86,18,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
1956,Jhon Solis,co COL,MF,Girona,es La Liga,21-030,2004,3.6,5,1.37,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1957,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26-101,1999,1.2,6,4.82,4,2,0,0,0,0,1,0.80,1,0,0,0,0,0,Matches
1958,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-320,1988,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1959,Oliver Sonne,pe PER,DFFW,Burnley,eng Premier League,24-357,2000,1.2,2,1.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1960,David Soria,es ESP,GK,Getafe,es La Liga,32-212,1993,11.0,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1961,Borna Sosa,hr CRO,DF,Crystal Palace,eng Premier League,27-285,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1962,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-318,2003,6.8,26,3.83,18,8,0,0,0,0,3,0.44,2,1,0,0,0,0,Matches
1963,Florian Sotoca,fr FRA,MFFW,Lens,fr Ligue 1,35-008,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1964,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-152,1999,2.7,5,1.84,3,1,1,0,0,0,2,0.73,1,0,1,0,0,0,Matches
1965,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-248,1995,4.1,3,0.74,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
1966,Matìas Soulé,ar ARG,MFFW,Roma,it Serie A,22-201,2003,7.3,35,4.77,24,6,0,1,4,0,3,0.41,2,1,0,0,0,0,Matches
