,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1225,Fermin López,es ESP,MFFW,Barcelona,es La Liga,22-175,2003,3.7,18,4.91,10,0,5,3,0,0,0,0.00,0,0,0,0,0,0,Matches
1226,Javi López,es ESP,DF,Oviedo,es La Liga,23-222,2002,1.5,3,1.94,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1227,Julien López,dz ALG,FWMF,Paris FC,fr Ligue 1,33-246,1992,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1228,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-333,1997,11.0,58,5.27,49,4,1,1,2,1,8,0.73,7,0,1,0,0,0,Matches
1229,Pau López,es ESP,GK,Betis,es La Liga,30-324,1994,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1230,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30-003,1995,6.3,23,3.63,15,6,0,1,0,1,2,0.32,1,1,0,0,0,0,Matches
1231,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20-239,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1232,Lorran,br BRA,MF,Pisa,it Serie A,19-121,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1233,Iker Losada,es ESP,MFFW,Levante,es La Liga,24-093,2001,0.4,1,2.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1234,Tom Louchet,fr FRA,DFMF,Nice,fr Ligue 1,22-182,2003,5.3,19,3.58,13,3,0,2,1,0,2,0.38,2,0,0,0,0,0,Matches
1235,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18-236,2007,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1236,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-219,1998,1.2,4,3.46,2,2,0,0,0,0,1,0.87,0,1,0,0,0,0,Matches
1237,Pol Lozano,es ESP,MF,Espanyol,es La Liga,26-027,1999,8.5,17,1.99,15,0,0,0,2,0,1,0.12,1,0,0,0,0,0,Matches
1238,Sergio Lozano,es ESP,MF,Levante,es La Liga,26-223,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1239,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25-053,2000,3.9,10,2.57,3,1,2,1,3,0,0,0.00,0,0,0,0,0,0,Matches
1240,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27-129,1998,6.6,8,1.22,7,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches
1241,Oier Luengo,es ESP,DF,Oviedo,es La Liga,27-356,1997,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1242,Florentino Luís,pt POR,MF,Burnley,eng Premier League,26-075,1999,6.3,7,1.11,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
1243,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30-161,1995,7.4,9,1.22,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1244,José Luis Morales,es ESP,MFFW,Levante,es La Liga,38-102,1987,2.4,13,5.34,9,0,2,2,0,0,1,0.41,0,0,0,1,0,0,Matches
1245,Douglas Luiz,br BRA,MF,Nott'ham Forest,eng Premier League,27-177,1998,2.1,4,1.95,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1246,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-320,2002,9.0,6,0.67,4,0,0,1,0,1,1,0.11,1,0,0,0,0,0,Matches
1247,Dodi Lukebakio,be BEL,FWMF,Sevilla,es La Liga,28-039,1997,2.0,10,5.00,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1248,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29-081,1996,7.0,22,3.13,11,8,0,1,1,1,2,0.28,0,1,0,1,0,0,Matches
1249,Kristoffer Lund,us USA,DF,Köln,de Bundesliga,23-172,2002,5.3,5,0.95,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1250,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-057,1996,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1251,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21-298,2004,2.2,1,0.45,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1252,Zito Luvumbo,ao ANG,MFFW,Cagliari,it Serie A,23-238,2002,1.7,5,2.92,2,0,0,0,3,0,1,0.58,1,0,0,0,0,0,Matches
1253,Charalampos Lykogiannis,gr GRE,DF,Bologna,it Serie A,32-011,1993,3.9,11,2.80,6,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1254,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-256,1999,7.8,11,1.40,10,0,0,1,0,0,3,0.38,2,0,0,1,0,0,Matches
1255,Mathias Løvik,no NOR,DF,Parma,it Serie A,21-331,2003,3.4,2,0.59,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1256,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-237,2002,2.0,9,4.66,5,2,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1257,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-313,1998,6.3,19,3.03,16,0,0,3,0,0,3,0.48,3,0,0,0,0,0,Matches
1258,Deiver Machado,co COL,DF,Lens,fr Ligue 1,32-061,1993,3.0,5,1.65,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1259,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-069,1997,0.5,2,4.09,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1260,Lanroy Machine,fr FRA,FWMF,Angers,fr Ligue 1,20-020,2005,2.0,2,1.02,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1261,Shuto Machino,jp JPN,FWMF,Gladbach,de Bundesliga,26-033,1999,4.3,8,1.88,6,1,0,1,0,0,1,0.23,0,0,0,1,0,0,Matches
1262,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,16-294,2009,1.7,1,0.60,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1263,Noni Madueke,eng ENG,FW,Arsenal,eng Premier League,23-237,2002,3.4,13,3.84,10,2,1,0,0,0,2,0.59,1,0,1,0,0,0,Matches
1264,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-113,1997,5.3,9,1.69,6,0,3,0,0,0,1,0.19,1,0,0,0,0,0,Matches
1265,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-318,1997,10.0,12,1.20,5,0,0,4,3,0,2,0.20,1,0,0,1,0,0,Matches
1266,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,22-025,2003,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1267,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-156,1998,8.6,8,0.93,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1268,Frank Magri,cm CMR,FWMF,Toulouse,fr Ligue 1,26-059,1999,8.6,19,2.20,12,0,3,3,0,1,3,0.35,0,0,3,0,0,0,Matches
1269,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-242,1993,3.0,4,1.31,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1270,Arne Maier,de GER,DF,Augsburg,de Bundesliga,26-298,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1271,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-122,1995,7.6,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1272,Linton Maina,de GER,DFMF,Köln,de Bundesliga,26-132,1999,1.5,3,2.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1273,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-361,1994,9.0,6,0.67,6,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
1274,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-197,2005,1.6,7,4.37,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1275,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,28-065,1997,10.0,17,1.70,14,1,2,0,0,0,2,0.20,2,0,0,0,0,0,Matches
1276,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,25-351,1999,7.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1277,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-289,1998,3.5,13,3.76,9,1,0,1,2,0,2,0.58,1,0,0,0,1,0,Matches
1278,Hamidou Makalou,ml MLI,MFFW,Brest,fr Ligue 1,19-110,2006,1.5,6,4.00,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1279,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-143,1998,3.8,10,2.63,4,1,0,3,2,0,1,0.26,1,0,0,0,0,0,Matches
1280,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-091,2001,5.9,10,1.69,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1281,Andrija Maksimović,rs SRB,MFFW,RB Leipzig,de Bundesliga,18-150,2007,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1282,Said El Mala,de GER,FWMF,Köln,de Bundesliga,19-068,2006,3.6,15,4.22,3,0,9,3,0,0,3,0.84,1,0,2,0,0,0,Matches
1283,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-155,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1284,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-022,2001,2.0,10,4.97,6,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1285,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27-072,1998,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1286,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-297,1999,3.7,7,1.91,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1287,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-182,1993,6.1,31,5.09,22,3,1,3,1,1,2,0.33,2,0,0,0,0,0,Matches
1288,Lennard Maloney,us USA,DFMF,Mainz 05,de Bundesliga,26-025,1999,1.5,2,1.32,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1289,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28-184,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1290,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-034,2000,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1291,Felix Mambimbi,ch SUI,MFFW,Le Havre,fr Ligue 1,24-288,2001,1.4,1,0.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1292,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-199,1996,8.9,7,0.78,4,1,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1293,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31-285,1994,5.4,2,0.37,2,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
1294,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34-011,1991,6.8,12,1.76,10,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1295,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-126,1997,7.1,16,2.25,7,3,0,3,2,1,1,0.14,0,0,0,1,0,0,Matches
1296,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20-239,2005,0.9,2,2.12,2,0,0,0,0,0,1,1.06,1,0,0,0,0,0,Matches
1297,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-019,2005,6.0,16,2.67,10,0,0,1,5,0,2,0.33,1,0,0,0,1,0,Matches
1298,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-095,2002,4.2,9,2.16,9,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
1299,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23-008,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1300,Marcão,br BRA,DF,Sevilla,es La Liga,29-150,1996,7.2,2,0.28,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1301,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-121,1997,3.6,11,3.06,6,0,3,2,0,0,1,0.28,0,0,0,1,0,0,Matches
1302,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-063,1993,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1303,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-286,1995,3.0,3,1.00,2,0,0,0,1,0,1,0.33,0,0,0,0,1,0,Matches
1304,Mariano,do DOM,FW,Alavés,es La Liga,32-093,1993,2.5,2,0.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1305,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-102,2004,1.0,7,7.00,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1306,Rafa Marín ,es ESP,DF,Villarreal,es La Liga,23-167,2002,8.0,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1307,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-064,1998,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1308,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-122,2003,5.8,8,1.37,5,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1309,João Mário Lopes,pt POR,DF,Juventus,it Serie A,25-303,2000,2.7,12,4.48,7,0,3,0,2,0,1,0.37,1,0,0,0,0,0,Matches
1310,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-180,1994,7.5,2,0.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1311,Omar Marmoush,eg EGY,FWMF,Manchester City,eng Premier League,26-268,1999,1.7,7,4.04,3,0,2,1,1,0,2,1.15,1,0,1,0,0,0,Matches
1312,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,31-172,1994,3.3,5,1.53,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1313,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20-339,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1314,Eric Martel,de GER,MFDF,Köln,de Bundesliga,23-187,2002,7.6,8,1.05,7,0,0,0,0,1,1,0.13,1,0,0,0,0,0,Matches
1315,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-194,1997,5.6,20,3.56,7,9,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
1316,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-305,2002,4.2,9,2.14,8,0,1,0,0,0,1,0.24,1,0,0,0,0,0,Matches
1317,Iván Martín,es ESP,MF,Girona,es La Liga,26-261,1999,7.8,8,1.02,7,0,1,0,0,0,1,0.13,1,0,0,0,0,0,Matches
1318,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-193,2006,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1319,Mario Martín,es ESP,MFFW,Getafe,es La Liga,21-242,2004,7.4,6,0.81,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1320,Gabriel Martinelli,br BRA,FWMF,Arsenal,eng Premier League,24-137,2001,2.4,3,1.23,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1321,Arnau Martinez,es ESP,DFMF,Girona,es La Liga,22-191,2003,6.6,5,0.76,3,1,0,0,1,0,2,0.30,2,0,0,0,0,0,Matches
1322,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-061,1992,8.0,2,0.25,2,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1323,Josep Martinez,es ESP,GK,Inter,it Serie A,27-159,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1324,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-072,1997,7.3,30,4.10,20,0,0,8,2,0,4,0.55,3,0,0,1,0,0,Matches
1325,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-253,1998,5.8,18,3.08,9,2,3,2,1,1,2,0.34,0,0,1,0,0,1,Matches
1326,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23-011,2002,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1327,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-125,1997,7.2,11,1.54,5,0,2,2,2,0,1,0.14,0,0,0,1,0,0,Matches
1328,Adam Marušić,me MNE,DF,Lazio,it Serie A,33-016,1992,6.6,8,1.22,8,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
1329,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-273,1993,1.8,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1330,Adam Masina,ma MAR,DF,Torino,it Serie A,31-304,1994,1.2,3,2.43,2,0,0,0,0,1,1,0.81,1,0,0,0,0,0,Matches
1331,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-279,2001,8.8,12,1.37,10,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1332,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-118,2001,8.5,18,2.11,12,0,2,0,3,1,3,0.35,3,0,0,0,0,0,Matches
1333,Franco Mastantuono,ar ARG,FWDF,Real Madrid,es La Liga,18-080,2007,6.1,20,3.30,10,5,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1334,Arthur Masuaku,cd COD,DFMF,Sunderland,eng Premier League,31-360,1993,1.4,4,2.86,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1335,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-360,1992,9.8,9,0.92,9,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
1336,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-216,2003,1.8,5,2.80,2,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1337,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,23-049,2002,5.4,8,1.49,7,0,0,0,0,1,5,0.93,4,0,0,0,0,1,Matches
1338,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-127,1997,9.7,14,1.45,7,0,2,5,0,0,1,0.10,1,0,0,0,0,0,Matches
1339,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-093,1988,7.9,19,2.41,15,2,0,1,1,0,2,0.25,2,0,0,0,0,0,Matches
1340,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-234,2008,1.2,3,2.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1341,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-171,2002,9.0,9,1.00,7,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
1342,Jean Mattéo Bahoya,fr FRA,FW,Eint Frankfurt,de Bundesliga,20-179,2005,4.4,13,2.98,9,1,1,0,2,0,1,0.23,1,0,0,0,0,0,Matches
1343,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-326,1997,5.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1344,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-198,2005,5.8,2,0.35,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1345,Eliezer Mayenda,es ESP,FW,Sunderland,eng Premier League,20-178,2005,2.9,4,1.38,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1346,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-211,1997,6.2,6,0.97,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1347,Senny Mayulu,fr FRA,MFFW,Paris S-G,fr Ligue 1,19-169,2006,5.5,16,2.89,13,1,0,1,1,0,2,0.36,1,0,0,1,0,0,Matches
1348,Ibrahim Maza,dz ALG,MFDF,Leverkusen,de Bundesliga,19-343,2005,3.4,11,3.20,6,0,1,3,1,0,1,0.29,0,0,0,1,0,0,Matches
1349,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-353,1997,1.6,4,2.48,4,0,0,0,0,0,1,0.62,1,0,0,0,0,0,Matches
1350,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,29-352,1995,0.5,2,3.83,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1351,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21-290,2004,6.2,16,2.58,14,0,0,0,2,0,3,0.48,1,0,0,0,2,0,Matches
1352,Ethan Mbappé,fr FRA,FW,Lille,fr Ligue 1,18-308,2006,0.4,6,14.59,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1353,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-317,1998,10.6,74,6.99,54,1,9,7,3,0,11,1.04,6,0,3,0,2,0,Matches
1354,Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,17-282,2008,4.8,20,4.13,18,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1355,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-086,1994,3.5,6,1.71,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1356,Bryan Mbeumo,cm CMR,MF,Manchester Utd,eng Premier League,26-087,1999,9.6,33,3.43,16,9,0,5,3,0,2,0.21,1,0,0,1,0,0,Matches
1357,Michel Mboula,ga GAB,DF,Metz,fr Ligue 1,22-186,2003,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1358,Pathé Mboup,sn SEN,FW,Brest,fr Ligue 1,22-068,2003,3.3,5,1.52,2,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1359,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25-239,2000,10.0,10,1.00,8,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1360,James Mcatee,eng ENG,MFFW,Nott'ham Forest,eng Premier League,23-015,2002,1.4,4,2.79,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1361,John McGinn,sct SCO,FWMF,Aston Villa,eng Premier League,31-015,1994,8.5,22,2.58,15,3,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1362,Weston McKennie,us USA,MFDF,Juventus,it Serie A,27-066,1998,5.2,22,4.22,21,0,0,1,0,0,2,0.38,2,0,0,0,0,0,Matches
1363,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-250,1999,9.3,13,1.40,5,8,0,0,0,0,4,0.43,1,3,0,0,0,0,Matches
1364,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,25-345,1999,0.3,1,3.60,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1365,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-329,1996,8.1,12,1.48,6,0,3,2,1,0,3,0.37,2,0,0,0,1,0,Matches
1366,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26-158,1999,1.6,5,3.12,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1367,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31-059,1994,0.9,2,2.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1368,Henrik Meister,dk DEN,FW,Pisa,it Serie A,21-350,2003,4.5,2,0.45,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1369,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23-334,2001,5.5,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1370,Mohamed Meité,fr FRA,FWDF,Rennes,fr Ligue 1,18-022,2007,2.8,8,2.82,3,0,1,2,1,1,0,0.00,0,0,0,0,0,0,Matches
1371,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22-285,2003,3.0,5,1.65,3,1,0,0,1,0,1,0.33,1,0,0,0,0,0,Matches
1372,Cléo Melieres,fr FRA,DF,Metz,fr Ligue 1,20-203,2005,0.3,1,3.00,1,0,0,0,0,0,1,3.00,1,0,0,0,0,0,Matches
1373,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,23-136,2002,5.4,17,3.12,9,4,2,1,1,0,2,0.37,1,0,0,1,0,0,Matches
1374,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-299,1997,6.5,17,2.62,13,3,0,1,0,0,3,0.46,2,0,0,1,0,0,Matches
1375,Rodrigo Mendoza,es ESP,MFFW,Elche,es La Liga,20-232,2005,4.6,12,2.63,10,1,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
1376,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-159,2004,8.7,4,0.46,3,0,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches
1377,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25-294,2000,5.5,4,0.72,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1378,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24-304,2001,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1379,Nobel Mendy,fr FRA,DF,Rayo Vallecano,es La Liga,21-060,2004,2.9,2,0.69,2,0,0,0,0,0,2,0.69,2,0,0,0,0,0,Matches
1380,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27-107,1998,9.4,16,1.70,14,2,0,0,0,0,2,0.21,2,0,0,0,0,0,Matches
1381,Khalis Merah,fr FRA,FWMF,Lyon,fr Ligue 1,18-251,2007,3.6,11,3.07,9,0,0,2,0,0,1,0.28,1,0,0,0,0,0,Matches
1382,Alex Meret,it ITA,GK,Napoli,it Serie A,28-225,1997,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1383,Mikel Merino,es ESP,MFFW,Arsenal,eng Premier League,29-133,1996,3.6,6,1.65,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1384,Quentin Merlin,fr FRA,DF,Rennes,fr Ligue 1,23-170,2002,8.6,25,2.92,15,7,2,1,0,0,2,0.23,2,0,0,0,0,0,Matches
1385,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22-188,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1386,Junior Messias,br BRA,FWMF,Genoa,it Serie A,34-173,1991,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1387,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-362,1999,1.6,15,9.18,12,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
