,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1193,Louis Leroux,fr FRA,DFMF,Nantes,fr Ligue 1,19-283,2006,8.3,387,15,135,184,72,9,387,12,6,50.0,6,50.0,191,825,410,7,2,1,7,5,211,21,Matches
1194,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37-073,1988,3.9,111,2,6,35,70,23,110,7,2,28.6,4,57.1,72,261,79,3,1,2,11,10,96,27,Matches
1195,Jamie Leweling,de GER,FWMF,Stuttgart,de Bundesliga,24-249,2001,6.1,279,8,32,96,156,20,279,18,7,38.9,10,55.6,195,1706,868,35,21,9,14,8,229,68,Matches
1196,Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,20-346,2004,1.9,160,6,37,90,34,7,160,1,0,0.0,0,0.0,94,383,175,2,1,0,3,3,113,9,Matches
1197,Keane Lewis-Potter,eng ENG,DFFW,Brentford,eng Premier League,24-253,2001,5.0,180,10,66,73,43,10,180,7,2,28.6,4,57.1,92,474,281,11,4,5,4,6,95,20,Matches
1198,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19-037,2006,1.0,72,4,18,41,15,2,72,3,2,66.7,1,33.3,35,143,78,1,2,0,1,1,43,6,Matches
1199,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29-114,1996,6.8,523,37,205,229,94,8,523,5,3,60.0,2,40.0,287,2078,1069,11,7,0,2,1,322,7,Matches
1200,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26-082,1999,10.0,576,61,267,284,27,9,576,2,1,50.0,1,50.0,291,1077,463,3,2,0,4,0,334,6,Matches
1201,Victor Lindelöf,se SWE,MFDF,Aston Villa,eng Premier League,31-108,1994,0.3,16,0,5,11,0,0,16,0,0,,0,,6,20,2,0,0,0,1,0,9,0,Matches
1202,Jesper Lindstrøm,dk DEN,MF,Wolfsburg,de Bundesliga,25-246,2000,0.0,6,0,1,3,3,0,6,1,1,100.0,0,0.0,5,51,41,2,1,0,0,2,6,2,Matches
1203,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20-168,2005,1.0,60,1,16,37,7,0,60,1,1,100.0,0,0.0,33,106,28,0,0,0,0,3,41,0,Matches
1204,Pol Lirola,es ESP,MFDF,Marseille,fr Ligue 1,28-081,1997,0.4,26,0,9,5,12,0,26,3,0,0.0,2,66.7,11,41,11,1,0,0,2,0,14,4,Matches
1205,Adrián Liso,es ESP,FWMF,Getafe,es La Liga,20-214,2005,7.7,222,2,19,86,121,21,222,16,4,25.0,10,62.5,106,572,243,10,6,4,23,10,139,42,Matches
1206,Joseph Liteta,zm ZAM,MF,Cagliari,it Serie A,19-253,2006,0.5,35,0,5,24,6,0,35,0,0,,0,,13,47,13,1,0,0,1,1,22,0,Matches
1207,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-355,2002,5.8,333,19,79,140,119,8,333,18,6,33.3,9,50.0,189,1013,587,14,10,3,7,5,190,38,Matches
1208,Javier Llabrés,es ESP,FWMF,Mallorca,es La Liga,23-052,2002,1.2,42,0,8,9,26,2,42,5,1,20.0,4,80.0,30,169,43,1,2,0,3,2,34,16,Matches
1209,Diego Llorente,es ESP,DF,Betis,es La Liga,32-078,1993,0.5,43,7,29,14,0,0,43,0,0,,0,,26,110,67,0,0,0,0,0,28,0,Matches
1210,Marcos Llorente,es ESP,DF,Atlético Madrid,es La Liga,30-276,1995,11.0,855,31,262,396,206,21,855,13,7,53.8,6,46.2,499,2562,1297,33,27,9,9,2,577,63,Matches
1211,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30-107,1995,8.4,605,72,289,304,16,5,605,1,1,100.0,0,0.0,401,2149,1053,7,1,0,2,1,442,1,Matches
1212,Giovani Lo Celso,ar ARG,MF,Betis,es La Liga,29-207,1996,7.0,488,5,47,234,214,18,488,19,7,36.8,9,47.4,281,1279,556,8,11,2,13,12,361,29,Matches
1213,Danny Loader,cm CMR,MFFW,Auxerre,fr Ligue 1,25-066,2000,8.1,320,8,39,145,142,28,320,35,8,22.9,20,57.1,192,1199,486,16,8,4,24,22,228,34,Matches
1214,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-342,1994,4.8,345,7,81,206,62,0,345,1,0,0.0,0,0.0,226,1166,498,5,10,0,3,2,281,2,Matches
1215,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-298,1998,7.5,626,26,151,381,99,3,626,4,2,50.0,2,50.0,337,1439,660,5,14,0,9,5,442,5,Matches
1216,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23-180,2002,8.9,477,18,173,202,106,4,477,16,8,50.0,8,50.0,222,1089,534,11,11,1,13,7,244,33,Matches
1217,Ruben Loftus-Cheek,eng ENG,MFFW,Milan,it Serie A,29-283,1996,3.6,166,7,15,86,70,28,166,8,1,12.5,6,75.0,109,849,455,18,8,6,11,4,133,22,Matches
1218,Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28-003,1997,7.9,439,9,88,248,106,8,439,4,0,0.0,3,75.0,189,822,351,2,4,1,6,9,248,13,Matches
1219,Ademola Lookman,ng NGA,FWMF,Atalanta,it Serie A,28-013,1997,4.1,171,0,7,52,114,28,171,22,8,36.4,11,50.0,118,820,391,20,8,11,10,8,132,34,Matches
1220,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35-032,1990,10.0,459,394,453,6,1,1,459,1,1,100.0,0,0.0,294,1323,824,0,0,0,0,0,271,0,Matches
1221,David López,es ESP,DF,Mallorca,es La Liga,22-272,2003,0.7,29,5,22,7,0,0,29,0,0,,0,,12,40,7,0,0,0,0,0,13,0,Matches
1222,David López,es ESP,DF,Girona,es La Liga,36-024,1989,2.2,185,22,92,91,2,1,185,1,1,100.0,0,0.0,128,869,614,4,0,0,1,0,129,0,Matches
1223,Diego López,es ESP,MFFW,Valencia,es La Liga,23-173,2002,8.9,286,11,36,135,117,21,286,17,3,17.6,9,52.9,164,1044,509,19,12,2,18,9,198,41,Matches
1224,Fer López,es ESP,MFFW,Wolves,eng Premier League,21-162,2004,1.3,90,1,8,44,38,5,90,5,2,40.0,3,60.0,51,314,160,5,3,1,6,3,65,10,Matches
1225,Fermin López,es ESP,MFFW,Barcelona,es La Liga,22-175,2003,3.7,208,1,14,78,120,19,208,16,11,68.8,5,31.3,135,701,424,13,8,7,10,6,170,28,Matches
1226,Javi López,es ESP,DF,Oviedo,es La Liga,23-222,2002,1.5,70,4,33,26,12,1,70,1,1,100.0,0,0.0,42,174,75,1,0,0,4,1,42,6,Matches
1227,Julien López,dz ALG,FWMF,Paris FC,fr Ligue 1,33-246,1992,0.3,10,0,1,4,5,0,10,1,0,0.0,1,100.0,6,17,9,0,0,0,0,1,8,3,Matches
1228,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-333,1997,11.0,1025,21,197,593,244,17,1025,15,3,20.0,12,80.0,582,2867,1300,36,22,8,11,7,842,37,Matches
1229,Pau López,es ESP,GK,Betis,es La Liga,30-324,1994,7.0,235,201,233,2,0,0,235,0,0,,0,,143,438,178,0,0,0,0,0,114,0,Matches
1230,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30-003,1995,6.3,476,16,113,294,75,3,476,7,5,71.4,2,28.6,228,1025,500,6,5,1,6,4,335,11,Matches
1231,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20-239,2005,0.3,12,0,3,6,3,0,12,0,0,,0,,4,9,0,0,0,0,0,2,5,1,Matches
1232,Lorran,br BRA,MF,Pisa,it Serie A,19-121,2006,0.1,12,0,1,7,5,1,12,1,0,0.0,1,100.0,6,16,8,0,1,0,1,0,8,1,Matches
1233,Iker Losada,es ESP,MFFW,Levante,es La Liga,24-093,2001,0.4,20,0,4,9,7,0,20,1,1,100.0,0,0.0,13,32,4,0,0,0,0,0,12,3,Matches
1234,Tom Louchet,fr FRA,DFMF,Nice,fr Ligue 1,22-182,2003,5.3,264,25,74,124,67,4,264,6,3,50.0,3,50.0,123,484,215,3,2,1,7,4,148,22,Matches
1235,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18-236,2007,0.1,16,0,2,6,8,0,16,0,0,,0,,11,37,28,0,0,0,1,0,9,2,Matches
1236,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-219,1998,1.2,84,1,10,51,24,2,84,1,0,0.0,1,100.0,45,214,96,3,3,1,2,2,57,6,Matches
1237,Pol Lozano,es ESP,MF,Espanyol,es La Liga,26-027,1999,8.5,376,10,56,252,71,0,376,4,0,0.0,3,75.0,209,855,398,4,6,0,6,5,250,3,Matches
1238,Sergio Lozano,es ESP,MF,Levante,es La Liga,26-223,1999,0.1,12,1,6,3,3,0,12,2,0,0.0,2,100.0,5,7,4,0,0,0,0,0,6,1,Matches
1239,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25-053,2000,3.9,96,1,6,36,54,17,96,5,4,80.0,1,20.0,66,312,129,6,1,3,14,8,82,26,Matches
1240,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27-129,1998,6.6,502,43,238,253,13,3,502,2,2,100.0,0,0.0,306,1392,680,3,5,0,3,3,349,1,Matches
1241,Oier Luengo,es ESP,DF,Oviedo,es La Liga,27-356,1997,1.5,62,7,48,13,1,1,62,0,0,,0,,39,132,57,0,0,0,0,0,47,0,Matches
1242,Florentino Luís,pt POR,MF,Burnley,eng Premier League,26-075,1999,6.3,330,24,112,175,45,2,330,7,2,28.6,5,71.4,176,590,282,2,2,0,2,4,200,4,Matches
1243,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30-161,1995,7.4,383,31,133,162,90,7,383,5,2,40.0,3,60.0,186,848,457,16,9,2,4,3,227,36,Matches
1244,José Luis Morales,es ESP,MFFW,Levante,es La Liga,38-102,1987,2.4,103,4,18,36,52,10,102,12,7,58.3,4,33.3,56,298,156,7,3,5,7,5,69,16,Matches
1245,Douglas Luiz,br BRA,MF,Nott'ham Forest,eng Premier League,27-177,1998,2.1,138,2,28,79,31,4,138,3,0,0.0,3,100.0,78,411,199,4,3,0,4,1,90,6,Matches
1246,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-320,2002,9.0,711,152,399,291,26,7,711,13,8,61.5,4,30.8,414,1842,974,6,2,1,5,1,447,3,Matches
1247,Dodi Lukebakio,be BEL,FWMF,Sevilla,es La Liga,28-039,1997,2.0,103,0,2,51,51,8,103,4,1,25.0,2,50.0,71,386,161,4,5,3,10,2,90,18,Matches
1248,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29-081,1996,7.0,337,21,66,164,112,13,337,4,1,25.0,1,25.0,173,868,472,14,9,1,5,4,192,21,Matches
1249,Kristoffer Lund,us USA,DF,Köln,de Bundesliga,23-172,2002,5.3,287,27,101,138,49,0,287,7,5,71.4,2,28.6,121,594,314,7,3,0,10,3,149,13,Matches
1250,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-057,1996,6.0,281,61,188,87,7,4,281,0,0,,0,,148,659,327,3,2,0,1,0,168,0,Matches
1251,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21-298,2004,2.2,106,26,57,44,6,4,106,2,1,50.0,1,50.0,47,235,150,1,0,0,1,0,59,0,Matches
1252,Zito Luvumbo,ao ANG,MFFW,Cagliari,it Serie A,23-238,2002,1.7,55,0,4,24,28,8,55,9,1,11.1,4,44.4,35,254,126,6,0,4,5,3,39,16,Matches
1253,Charalampos Lykogiannis,gr GRE,DF,Bologna,it Serie A,32-011,1993,3.9,290,10,71,142,78,6,290,4,3,75.0,1,25.0,129,452,165,4,3,2,8,3,160,17,Matches
1254,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-256,1999,7.8,466,40,176,259,37,1,466,3,1,33.3,2,66.7,218,754,313,1,4,0,9,2,257,4,Matches
1255,Mathias Løvik,no NOR,DF,Parma,it Serie A,21-331,2003,3.4,145,11,34,57,55,5,145,9,2,22.2,5,55.6,71,330,155,7,0,1,4,0,83,14,Matches
1256,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-237,2002,2.0,186,8,36,74,76,8,186,1,0,0.0,0,0.0,107,493,269,8,6,0,3,2,119,17,Matches
1257,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-313,1998,6.3,394,9,63,234,101,7,394,6,0,0.0,6,100.0,244,1063,572,13,9,2,8,5,275,18,Matches
1258,Deiver Machado,co COL,DF,Lens,fr Ligue 1,32-061,1993,3.0,153,7,44,69,42,7,153,4,2,50.0,2,50.0,71,380,203,7,6,1,4,5,94,15,Matches
1259,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-069,1997,0.5,43,5,17,25,1,1,43,0,0,,0,,23,73,33,0,0,0,0,0,30,0,Matches
1260,Lanroy Machine,fr FRA,FWMF,Angers,fr Ligue 1,20-020,2005,2.0,81,1,9,42,31,11,81,8,1,12.5,6,75.0,40,216,41,1,0,2,11,5,57,13,Matches
1261,Shuto Machino,jp JPN,FWMF,Gladbach,de Bundesliga,26-033,1999,4.3,137,5,14,69,55,18,137,3,0,0.0,3,100.0,62,274,83,4,3,3,15,3,89,13,Matches
1262,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,16-294,2009,1.7,32,1,5,19,8,6,32,1,0,0.0,1,100.0,18,95,37,2,1,0,7,2,23,1,Matches
1263,Noni Madueke,eng ENG,FW,Arsenal,eng Premier League,23-237,2002,3.4,159,1,15,35,110,29,159,17,7,41.2,7,41.2,88,629,419,18,3,11,10,4,101,44,Matches
1264,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-113,1997,5.3,318,28,119,140,68,1,318,12,9,75.0,3,25.0,151,772,349,5,9,0,5,4,158,22,Matches
1265,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-318,1997,10.0,757,94,317,390,51,13,757,2,1,50.0,1,50.0,449,1912,1153,6,8,0,5,0,553,1,Matches
1266,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,22-025,2003,1.9,107,8,40,51,16,0,107,2,1,50.0,1,50.0,50,208,105,1,0,0,2,1,60,3,Matches
1267,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-156,1998,8.6,397,18,140,201,59,2,397,4,4,100.0,0,0.0,223,857,308,1,5,0,8,5,245,5,Matches
1268,Frank Magri,cm CMR,FWMF,Toulouse,fr Ligue 1,26-059,1999,8.6,231,6,16,111,106,34,230,20,8,40.0,9,45.0,123,584,258,9,3,5,18,13,165,36,Matches
1269,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-242,1993,3.0,162,20,73,77,12,7,162,0,0,,0,,77,408,158,1,0,0,2,2,94,2,Matches
1270,Arne Maier,de GER,DF,Augsburg,de Bundesliga,26-298,1999,0.0,10,0,1,4,5,0,10,0,0,,0,,3,18,6,1,0,0,0,0,3,0,Matches
1271,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-122,1995,7.6,301,215,299,2,0,0,301,1,1,100.0,0,0.0,198,1009,654,0,0,0,0,0,181,0,Matches
1272,Linton Maina,de GER,DFMF,Köln,de Bundesliga,26-132,1999,1.5,58,1,8,20,31,5,58,1,1,100.0,0,0.0,37,367,226,7,3,2,3,1,42,8,Matches
1273,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-361,1994,9.0,489,68,249,219,28,12,489,2,2,100.0,0,0.0,200,996,642,2,2,0,2,0,253,4,Matches
1274,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-197,2005,1.6,109,2,13,65,32,1,109,6,2,33.3,3,50.0,53,330,187,5,2,0,4,3,64,4,Matches
1275,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,28-065,1997,10.0,600,30,201,259,149,14,599,12,5,41.7,7,58.3,328,1295,698,11,11,4,9,5,371,47,Matches
1276,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,25-351,1999,7.6,273,232,272,1,0,0,273,0,0,,0,,141,806,526,0,0,0,0,0,125,0,Matches
1277,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-289,1998,3.5,163,7,34,79,53,5,163,6,2,33.3,4,66.7,113,713,337,9,5,2,8,4,120,11,Matches
1278,Hamidou Makalou,ml MLI,MFFW,Brest,fr Ligue 1,19-110,2006,1.5,72,0,9,36,29,1,72,2,0,0.0,2,100.0,40,198,66,1,3,0,2,3,45,7,Matches
1279,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-143,1998,3.8,168,1,27,71,72,14,168,9,2,22.2,6,66.7,112,750,365,12,6,3,6,5,134,17,Matches
1280,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-091,2001,5.9,319,18,107,151,62,1,319,7,3,42.9,4,57.1,160,981,442,15,7,0,8,3,190,16,Matches
1281,Andrija Maksimović,rs SRB,MFFW,RB Leipzig,de Bundesliga,18-150,2007,0.3,15,1,3,11,1,1,15,0,0,,0,,9,72,37,1,0,0,0,0,14,1,Matches
1282,Said El Mala,de GER,FWMF,Köln,de Bundesliga,19-068,2006,3.6,163,1,15,39,112,32,163,31,13,41.9,18,58.1,99,879,352,12,8,15,16,9,109,29,Matches
1283,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-155,2001,1.0,50,7,20,25,5,2,50,2,1,50.0,1,50.0,22,89,33,1,0,1,2,1,26,3,Matches
1284,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-022,2001,2.0,91,1,6,33,54,10,91,15,8,53.3,6,40.0,55,332,181,8,6,2,5,2,60,11,Matches
1285,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27-072,1998,0.3,25,1,3,7,15,1,25,0,0,,0,,14,53,13,0,1,0,1,0,16,5,Matches
1286,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-297,1999,3.7,97,2,7,32,59,16,97,13,3,23.1,8,61.5,56,372,130,8,2,2,4,8,65,18,Matches
1287,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-182,1993,6.1,356,2,40,207,111,4,356,10,6,60.0,4,40.0,208,1050,399,8,8,2,10,10,248,15,Matches
1288,Lennard Maloney,us USA,DFMF,Mainz 05,de Bundesliga,26-025,1999,1.5,64,3,24,31,9,1,64,0,0,,0,,30,104,35,0,0,0,0,0,35,1,Matches
1289,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28-184,1997,0.8,36,31,36,0,0,0,36,0,0,,0,,16,68,41,0,0,0,0,0,12,0,Matches
1290,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-034,2000,4.0,183,135,179,4,0,0,183,0,0,,0,,119,477,266,0,0,0,1,0,104,0,Matches
1291,Felix Mambimbi,ch SUI,MFFW,Le Havre,fr Ligue 1,24-288,2001,1.4,43,3,10,12,22,6,43,2,1,50.0,1,50.0,22,109,29,1,1,1,4,2,23,4,Matches
1292,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-199,1996,8.9,550,53,241,277,36,11,550,3,2,66.7,0,0.0,285,1417,914,9,4,0,4,2,337,5,Matches
1293,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31-285,1994,5.4,320,18,98,176,49,2,320,7,3,42.9,2,28.6,178,951,485,12,12,1,5,3,193,8,Matches
1294,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34-011,1991,6.8,513,59,177,290,48,9,513,4,3,75.0,1,25.0,302,1661,887,9,6,2,0,0,336,3,Matches
1295,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-126,1997,7.1,338,11,82,178,79,6,338,3,1,33.3,2,66.7,140,421,179,2,2,0,7,5,200,13,Matches
1296,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20-239,2005,0.9,77,1,28,48,1,0,77,1,0,0.0,1,100.0,55,171,56,0,0,0,1,2,58,0,Matches
1297,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-019,2005,6.0,360,16,66,198,107,22,360,24,13,54.2,9,37.5,203,1478,637,17,19,6,21,7,240,27,Matches
1298,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-095,2002,4.2,118,2,4,65,52,10,118,11,4,36.4,5,45.5,67,340,102,5,4,1,10,2,86,13,Matches
1299,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23-008,2002,2.0,80,14,56,23,2,0,80,0,0,,0,,46,205,40,0,0,0,1,0,43,0,Matches
1300,Marcão,br BRA,DF,Sevilla,es La Liga,29-150,1996,7.2,392,41,194,185,15,11,392,2,1,50.0,0,0.0,227,1465,914,7,3,0,5,0,253,0,Matches
1301,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-121,1997,3.6,187,10,54,91,43,6,187,5,5,100.0,0,0.0,98,503,252,4,5,1,7,5,143,5,Matches
1302,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-063,1993,5.1,301,58,176,117,8,2,301,1,0,0.0,1,100.0,147,546,236,0,2,1,0,0,163,0,Matches
1303,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-286,1995,3.0,197,25,96,98,3,3,197,0,0,,0,,101,336,214,0,0,0,1,0,126,0,Matches
1304,Mariano,do DOM,FW,Alavés,es La Liga,32-093,1993,2.5,63,3,5,19,39,5,63,2,1,50.0,1,50.0,29,171,104,2,3,1,9,4,48,10,Matches
1305,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-102,2004,1.0,107,6,18,83,6,0,107,0,0,,0,,62,193,128,0,0,0,0,0,91,1,Matches
1306,Rafa Marín ,es ESP,DF,Villarreal,es La Liga,23-167,2002,8.0,516,86,273,222,22,6,516,0,0,,0,,298,1043,540,2,4,0,2,0,342,0,Matches
1307,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-064,1998,5.8,212,16,61,117,38,1,212,4,1,25.0,2,50.0,79,329,137,2,3,0,4,4,98,7,Matches
1308,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-122,2003,5.8,230,11,38,110,83,10,230,16,7,43.8,8,50.0,142,648,370,13,14,2,14,5,155,20,Matches
1309,João Mário Lopes,pt POR,DF,Juventus,it Serie A,25-303,2000,2.7,161,6,40,63,63,13,161,13,5,38.5,7,53.8,95,714,450,12,12,4,5,0,101,27,Matches
1310,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-180,1994,7.5,387,72,219,148,22,12,387,1,1,100.0,0,0.0,149,589,199,0,2,0,0,4,187,2,Matches
1311,Omar Marmoush,eg EGY,FWMF,Manchester City,eng Premier League,26-268,1999,1.7,74,2,10,29,36,14,74,9,5,55.6,2,22.2,45,273,129,7,0,6,5,6,53,15,Matches
1312,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,31-172,1994,3.3,329,12,69,230,32,2,329,1,1,100.0,0,0.0,200,1086,678,0,7,0,0,1,265,2,Matches
1313,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20-339,2004,0.7,12,0,1,7,5,1,12,2,1,50.0,1,50.0,4,31,12,0,0,0,3,2,4,0,Matches
1314,Eric Martel,de GER,MFDF,Köln,de Bundesliga,23-187,2002,7.6,439,70,182,210,49,7,439,1,1,100.0,0,0.0,203,788,232,1,4,0,2,7,242,6,Matches
1315,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-194,1997,5.6,362,10,106,166,93,4,362,5,5,100.0,0,0.0,190,1008,362,7,7,0,6,7,203,20,Matches
1316,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-305,2002,4.2,360,10,90,168,106,2,360,7,4,57.1,2,28.6,188,682,314,5,12,0,3,1,241,34,Matches
1317,Iván Martín,es ESP,MF,Girona,es La Liga,26-261,1999,7.8,451,15,119,263,73,3,451,17,8,47.1,8,47.1,279,1592,637,11,12,0,7,11,322,16,Matches
1318,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-193,2006,3.0,198,21,94,96,8,2,198,2,1,50.0,1,50.0,131,754,428,5,4,0,5,0,126,0,Matches
1319,Mario Martín,es ESP,MFFW,Getafe,es La Liga,21-242,2004,7.4,277,17,56,146,79,15,277,14,6,42.9,7,50.0,128,793,342,12,7,2,16,7,166,15,Matches
1320,Gabriel Martinelli,br BRA,FWMF,Arsenal,eng Premier League,24-137,2001,2.4,73,4,14,23,40,14,73,3,1,33.3,2,66.7,35,332,187,7,4,3,12,3,35,10,Matches
1321,Arnau Martinez,es ESP,DFMF,Girona,es La Liga,22-191,2003,6.6,444,33,199,193,56,12,444,6,4,66.7,2,33.3,232,1162,566,13,6,3,7,7,272,19,Matches
1322,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-061,1992,8.0,351,290,348,3,0,0,351,0,0,,0,,215,823,517,0,0,0,0,0,198,0,Matches
1323,Josep Martinez,es ESP,GK,Inter,it Serie A,27-159,1998,2.0,73,49,71,2,0,0,73,0,0,,0,,26,162,82,0,0,0,0,0,44,0,Matches
1324,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-072,1997,7.3,255,4,11,94,152,46,255,12,4,33.3,6,50.0,138,465,177,9,7,3,13,9,192,44,Matches
1325,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-253,1998,5.8,261,22,66,123,76,9,261,9,6,66.7,3,33.3,124,666,369,8,8,4,3,8,144,12,Matches
1326,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23-011,2002,1.1,70,7,39,31,0,0,70,0,0,,0,,52,183,86,1,0,0,1,1,53,0,Matches
1327,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-125,1997,7.2,220,8,21,105,96,28,220,13,4,30.8,5,38.5,102,355,123,3,3,0,16,6,155,28,Matches
1328,Adam Marušić,me MNE,DF,Lazio,it Serie A,33-016,1992,6.6,426,11,126,236,66,5,426,4,1,25.0,3,75.0,202,631,305,5,4,1,3,2,274,21,Matches
1329,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-273,1993,1.8,85,5,32,49,5,0,85,0,0,,0,,39,226,74,1,1,0,3,0,48,1,Matches
1330,Adam Masina,ma MAR,DF,Torino,it Serie A,31-304,1994,1.2,69,12,46,22,1,1,69,2,0,0.0,2,100.0,36,183,76,0,0,0,0,0,44,0,Matches
1331,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-279,2001,8.8,506,28,139,273,96,7,506,7,1,14.3,3,42.9,218,1133,520,11,9,0,14,8,243,11,Matches
1332,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-118,2001,8.5,472,23,101,281,93,6,472,18,9,50.0,7,38.9,255,1340,628,14,12,1,13,7,302,7,Matches
1333,Franco Mastantuono,ar ARG,FWDF,Real Madrid,es La Liga,18-080,2007,6.1,416,1,24,171,226,29,416,38,13,34.2,20,52.6,265,1626,485,7,9,4,24,13,323,69,Matches
1334,Arthur Masuaku,cd COD,DFMF,Sunderland,eng Premier League,31-360,1993,1.4,83,4,25,42,19,2,83,4,2,50.0,2,50.0,46,214,100,2,3,0,2,1,51,5,Matches
1335,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-360,1992,9.8,748,105,371,350,32,1,748,3,1,33.3,2,66.7,462,2050,942,3,5,0,9,1,536,3,Matches
1336,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-216,2003,1.8,76,6,17,39,22,5,75,10,5,50.0,4,40.0,34,134,47,0,0,0,13,2,44,9,Matches
