,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
870,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,34.4,6,0,0,43,53,3,91,22,39,0,1,0,239,13,43,23.2,Matches
871,Edimilson Fernandes,ch SUI,MFDF,Mainz 05,de Bundesliga,24,1996,9.3,1,0,0,7,5,1,13,23,5,0,0,0,86,8,5,61.5,Matches
872,Aitor Fernández,es ESP,GK,Levante,es La Liga,29,1991,29.0,0,0,0,0,2,0,0,0,0,0,0,0,148,0,1,0.0,Matches
873,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,21.6,1,0,0,11,31,1,41,21,15,0,0,0,186,22,28,44.0,Matches
874,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22,1998,22.0,0,0,0,0,3,0,0,0,0,0,0,0,108,0,0,,Matches
875,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33,1986,16.0,0,0,0,0,3,0,0,0,0,0,0,0,86,0,0,,Matches
876,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,4.1,1,0,0,6,2,0,0,11,6,0,0,0,42,2,5,28.6,Matches
877,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,24,1996,1.6,0,0,0,4,7,0,2,1,0,0,0,0,9,5,6,45.5,Matches
878,Carlos Fernández,es ESP,FWMF,Real Sociedad,es La Liga,24,1996,4.3,5,0,0,18,9,0,2,3,1,0,1,0,24,14,19,42.4,Matches
879,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,4,0,0,15,14,0,10,17,17,0,1,1,158,46,36,56.1,Matches
880,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,23.0,8,0,0,28,13,3,1,33,18,1,1,0,197,65,46,58.6,Matches
881,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,13.2,6,0,0,22,10,0,6,26,22,0,0,0,132,29,18,61.7,Matches
882,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,28.3,6,0,0,40,16,1,2,40,52,0,0,0,289,58,39,59.8,Matches
883,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,3,0,0,9,10,0,4,17,23,0,0,0,84,17,8,68.0,Matches
884,David Ferreiro,es ESP,MFFW,Huesca,es La Liga,32,1988,28.1,5,0,0,53,38,15,112,18,14,0,0,0,199,12,26,31.6,Matches
885,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,13.2,4,0,0,15,8,0,56,22,9,,,0,,,,,Matches
886,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,3.3,5,1,1,22,6,1,1,0,2,0,0,0,12,12,14,46.2,Matches
887,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,28.6,6,0,0,52,35,0,15,17,61,0,0,0,332,22,30,42.3,Matches
888,Marco Festa,it ITA,GK,Crotone,it Serie A,28,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
889,Fidel,es ESP,MFDF,Elche,es La Liga,30,1989,26.6,8,0,0,30,42,5,77,13,30,0,0,0,164,12,25,32.4,Matches
890,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,0.7,0,0,0,2,1,0,0,0,7,0,0,0,12,1,2,33.3,Matches
891,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,6.0,0,0,0,10,5,2,10,1,1,0,0,0,39,17,26,39.5,Matches
892,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,31.5,2,0,0,22,17,4,32,10,22,0,0,0,204,25,87,22.3,Matches
893,Junior Firpo,es ESP,DF,Barcelona,es La Liga,23,1996,3.2,2,0,0,9,6,3,4,4,2,0,0,0,20,2,2,50.0,Matches
894,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,28.6,4,0,0,33,28,1,35,39,27,0,0,0,235,9,19,32.1,Matches
895,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,1993,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,Matches
896,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4.0,1,0,0,4,2,0,0,6,7,0,0,0,38,5,8,38.5,Matches
897,Alexis Flips,fr FRA,MF,Reims,fr Ligue 1,20,2000,0.5,0,0,0,1,1,0,4,0,0,0,0,0,2,0,0,,Matches
898,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,17.1,1,0,0,10,7,2,71,16,19,0,0,0,132,11,24,31.4,Matches
899,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,0.5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
900,Phil Foden,eng ENG,FWMF,Manchester City,eng Premier League,20,2000,18.0,0,0,0,13,34,3,36,12,16,0,0,0,93,14,30,31.8,Matches
901,Mamadou Fofana,ml MLI,MFDF,Metz,fr Ligue 1,22,1998,11.9,2,0,0,13,2,0,0,15,14,0,1,0,115,5,12,29.4,Matches
902,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,25.7,2,0,0,21,23,1,21,32,11,1,1,0,207,27,22,55.1,Matches
903,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,25.1,7,0,0,37,29,2,1,51,41,1,1,0,279,94,56,62.7,Matches
904,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,3.5,1,0,0,6,5,1,1,4,5,0,0,0,34,10,7,58.8,Matches
905,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,31.9,10,1,1,46,34,0,12,43,80,0,1,0,298,20,17,54.1,Matches
906,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25,1994,36.9,4,0,0,34,34,4,51,57,46,1,0,1,261,29,43,40.3,Matches
907,Ramón Folch,es ESP,MF,Elche,es La Liga,30,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
908,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22,1998,24.2,8,0,0,45,16,0,3,42,49,0,1,0,243,30,36,45.5,Matches
909,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,1991,3.6,0,0,0,1,3,0,0,1,2,0,1,0,17,2,6,25.0,Matches
910,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20,2000,7.2,3,1,1,17,3,1,7,9,7,0,0,0,56,12,9,57.1,Matches
911,José Fonte,pt POR,DF,Lille,fr Ligue 1,36,1983,35.4,7,0,0,30,16,0,11,34,27,1,1,1,358,89,32,73.6,Matches
912,Fernando Forestieri,it ITA,FWMF,Udinese,it Serie A,30,1990,6.1,1,0,0,12,21,5,9,1,9,0,0,0,45,6,14,30.0,Matches
913,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,24,1996,28.6,3,0,0,29,17,7,33,33,29,0,0,0,216,25,37,40.3,Matches
914,Emil Forsberg,se SWE,FWMF,RB Leipzig,de Bundesliga,28,1991,17.1,0,0,0,15,25,7,13,7,8,2,0,0,70,12,27,30.8,Matches
915,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,32,1988,8.0,0,0,0,1,3,0,0,0,0,0,1,0,40,0,0,,Matches
916,Philipp Förster,de GER,FWMF,Stuttgart,de Bundesliga,25,1995,16.8,4,0,0,24,21,4,19,16,22,0,0,0,101,12,15,44.4,Matches
917,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,28,1992,15.9,7,1,1,25,8,0,1,28,20,0,0,1,124,42,21,66.7,Matches
918,Yassin Fortune,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
919,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,22,1998,0.9,1,0,0,1,0,1,5,1,1,0,0,0,11,1,0,100.0,Matches
920,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,22,1998,4.5,2,0,0,5,4,0,5,6,5,0,0,0,39,11,3,78.6,Matches
921,Daam Foulon,be BEL,DF,Benevento,it Serie A,21,1999,11.3,4,0,0,16,23,0,20,7,8,0,0,1,61,12,5,70.6,Matches
922,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,27,1993,29.6,7,0,0,29,24,3,33,32,28,0,1,1,218,24,42,36.4,Matches
923,Juan Foyth,ar ARG,DFMF,Villarreal,es La Liga,22,1998,13.0,6,0,0,20,14,0,2,19,26,0,1,0,129,35,22,61.4,Matches
924,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,21,1999,7.7,5,0,0,12,2,0,31,12,6,0,0,0,64,13,15,46.4,Matches
925,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,24,1995,17.1,6,1,1,13,12,1,42,27,16,0,2,1,157,22,32,40.7,Matches
926,Tyrese Francois,au AUS,DF,Fulham,eng Premier League,20,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
927,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,eng Premier League,26,1994,10.3,2,1,1,5,20,0,52,3,1,1,0,0,58,5,26,16.1,Matches
928,Fred,br BRA,MF,Manchester Utd,eng Premier League,27,1993,26.6,5,0,0,46,30,1,7,47,55,0,0,0,311,10,14,41.7,Matches
929,Ryan Fredericks,eng ENG,DFFW,West Ham,eng Premier League,27,1992,6.3,2,0,0,11,10,1,18,8,6,0,0,0,56,9,14,39.1,Matches
930,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,28,1992,30.1,5,0,0,40,31,1,18,50,56,0,0,0,383,27,29,48.2,Matches
931,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,22,1998,30.9,6,0,0,31,31,0,10,62,43,0,0,0,259,41,24,63.1,Matches
932,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,24,1995,34.0,1,0,0,26,22,2,9,44,39,0,1,0,348,93,68,57.8,Matches
933,Jeremie Frimpong,nl NED,DFFW,Leverkusen,de Bundesliga,19,2000,4.8,1,0,0,8,12,0,16,3,3,0,0,0,31,6,12,33.3,Matches
934,Jorge de Frutos,es ESP,MFFW,Levante,es La Liga,23,1997,24.3,3,0,0,38,28,3,73,24,31,2,0,0,119,15,32,31.9,Matches
935,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,34,1986,7.8,4,0,0,14,5,0,8,12,9,0,1,0,80,24,14,63.2,Matches
936,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,23,1996,30.3,4,0,0,29,130,3,44,15,14,0,0,0,233,19,47,28.8,Matches
937,Niclas Füllkrug,de GER,FWMF,Werder Bremen,de Bundesliga,27,1993,9.7,1,0,0,15,14,15,3,4,5,1,0,0,28,58,77,43.0,Matches
938,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,29,1991,8.1,1,0,0,7,3,0,2,14,3,0,0,0,70,24,12,66.7,Matches
939,Darnell Furlong,eng ENG,DF,West Brom,eng Premier League,24,1995,32.6,5,0,0,33,33,3,73,28,17,0,2,1,212,129,75,63.2,Matches
940,Daniel Fuzato,br BRA,GK,Roma,it Serie A,23,1997,5.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,,Matches
941,Baptiste Gabard,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2000,1.5,1,0,0,2,3,0,0,0,3,0,0,0,12,1,3,25.0,Matches
942,Matteo Gabbia,it ITA,DF,Milan,it Serie A,20,1999,6.2,2,0,0,5,5,0,0,5,4,0,0,0,66,22,8,73.3,Matches
943,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,28,1991,9.7,1,0,0,12,18,4,6,3,3,0,0,0,40,10,25,28.6,Matches
944,Mijat Gaćinović,rs SRB,DFMF,Hoffenheim,de Bundesliga,25,1995,9.1,5,0,0,14,7,0,18,17,9,0,0,0,99,7,11,38.9,Matches
945,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,26,1994,13.7,2,0,0,23,17,0,13,15,17,0,0,0,80,24,15,61.5,Matches
946,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,30,1990,21.7,6,0,0,28,34,0,39,30,29,0,0,0,174,27,28,49.1,Matches
947,Adolfo Gaich,ar ARG,FW,Benevento,it Serie A,21,1999,8.5,1,0,0,24,19,3,3,5,3,0,1,0,28,15,52,22.4,Matches
948,Andrey Galabinov,bg BUL,FW,Spezia,it Serie A,31,1988,4.8,0,0,0,5,4,3,1,0,1,0,0,0,17,9,24,27.3,Matches
949,Javi Galán,es ESP,DF,Huesca,es La Liga,25,1994,34.1,5,0,0,62,97,5,104,28,74,0,0,0,283,19,35,35.2,Matches
950,Conor Gallagher,eng ENG,MF,West Brom,eng Premier League,20,2000,28.1,11,0,0,43,63,0,32,39,53,0,0,0,272,24,37,39.3,Matches
951,Enric Gallego,es ESP,FW,Osasuna,es La Liga,33,1986,9.0,2,0,0,31,12,4,8,1,6,0,0,0,47,82,67,55.0,Matches
952,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,33,1987,12.0,0,0,0,9,8,9,2,0,6,0,0,0,36,9,28,24.3,Matches
953,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,30,1989,17.6,3,0,0,35,19,0,7,25,45,0,0,0,200,25,20,55.6,Matches
954,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,21,1999,14.5,0,0,0,15,46,11,17,10,3,3,0,0,46,22,31,41.5,Matches
955,Aleix García,es ESP,MF,Eibar,es La Liga,23,1997,4.9,1,0,0,4,1,0,3,4,4,0,0,0,40,6,2,75.0,Matches
956,Borja García,es ESP,MFFW,Huesca,es La Liga,29,1990,12.4,0,0,0,3,33,1,9,10,10,0,0,0,96,9,12,42.9,Matches
957,Dani García,es ESP,MF,Athletic Club,es La Liga,30,1990,21.3,8,0,0,29,22,0,5,29,23,0,1,0,261,47,38,55.3,Matches
958,David García,es ESP,DF,Osasuna,es La Liga,26,1994,35.0,8,0,0,45,25,1,4,53,29,0,1,1,435,172,54,76.1,Matches
959,Eric García,es ESP,DF,Manchester City,eng Premier League,19,2001,4.3,0,0,0,4,2,0,0,5,4,0,1,0,38,3,6,33.3,Matches
960,Manu García,es ESP,MF,Alavés,es La Liga,34,1986,12.5,9,1,1,18,28,1,7,13,18,0,0,0,103,44,34,56.4,Matches
961,Raúl García,es ESP,DFMF,Valladolid,es La Liga,31,1989,5.6,2,0,0,5,8,1,20,5,3,0,0,0,57,18,13,58.1,Matches
962,Raúl García,es ESP,FWMF,Athletic Club,es La Liga,34,1986,19.4,8,2,1,52,50,11,17,10,21,0,0,0,123,110,72,60.4,Matches
963,Rubén García,es ESP,MFFW,Osasuna,es La Liga,27,1993,30.2,2,0,0,42,41,6,91,27,39,1,0,0,200,59,69,46.1,Matches
964,Sergi García,es ESP,MF,Alavés,es La Liga,21,1999,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
965,Unai García,es ESP,DF,Osasuna,es La Liga,28,1992,13.8,3,0,0,14,4,0,3,17,14,0,0,1,136,18,23,43.9,Matches
966,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,29,1990,20.6,3,1,0,20,10,0,30,26,19,1,1,0,119,35,35,50.0,Matches
967,Manuel Gasparini,it ITA,GK,Udinese,it Serie A,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
968,Dwight Gayle,eng ENG,FWMF,Newcastle Utd,eng Premier League,29,1990,5.7,0,0,0,6,6,3,2,1,4,0,0,0,28,7,16,30.4,Matches
969,Paulo Gazzaniga,ar ARG,GK,Elche,es La Liga,28,1992,8.0,3,0,0,0,1,0,0,0,0,0,0,0,47,0,0,,Matches
970,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,24,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,Matches
971,Yann Gboho,fr FRA,MFFW,Rennes,fr Ligue 1,19,2001,3.4,0,0,0,8,7,1,5,1,4,0,0,0,26,2,5,28.6,Matches
972,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,29,1990,25.5,0,0,0,0,3,0,0,0,0,0,0,0,83,0,0,,Matches
973,Christian Gebauer,at AUT,MFFW,Arminia,de Bundesliga,26,1993,7.6,0,0,0,7,9,0,8,8,6,0,1,0,67,9,22,29.0,Matches
974,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,33,1986,33.7,3,0,0,26,45,7,33,61,34,0,0,0,241,73,69,51.4,Matches
975,Emrehan Gedikli,de GER,FW,Leverkusen,de Bundesliga,17,2003,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
976,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,22,1998,7.3,4,1,0,15,9,0,12,5,11,0,1,0,55,2,7,22.2,Matches
977,Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,34,1985,11.5,0,0,0,7,16,2,8,13,12,0,0,0,89,11,11,50.0,Matches
978,Yannick Gerhardt,de GER,MFFW,Wolfsburg,de Bundesliga,26,1994,21.5,3,0,0,36,27,5,25,17,37,0,0,0,191,27,45,37.5,Matches
979,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,30,1990,9.5,1,0,0,9,20,2,10,9,2,0,0,0,36,43,47,47.8,Matches
980,Gervinho,ci CIV,FW,Parma,it Serie A,33,1987,22.5,0,0,0,9,12,20,20,13,4,0,0,0,93,0,7,0.0,Matches
981,Willem Geubbels,fr FRA,FWMF,Monaco,fr Ligue 1,18,2001,3.3,3,1,0,10,2,1,4,4,6,0,0,0,24,9,9,50.0,Matches
982,Hamadi Al Ghaddioui,ma MAR,FWMF,Stuttgart,de Bundesliga,29,1990,0.5,0,0,0,1,3,0,0,0,0,0,0,0,6,1,2,33.3,Matches
983,Anwar El Ghazi,nl NED,FW,Aston Villa,eng Premier League,25,1995,17.9,2,0,0,19,28,5,61,10,10,0,0,0,81,30,50,37.5,Matches
984,Paolo Ghiglione,it ITA,DFMF,Genoa,it Serie A,23,1997,15.1,4,0,0,18,13,3,55,16,15,0,0,0,90,17,19,47.2,Matches
985,Faouzi Ghoulam,dz ALG,DFFW,Napoli,it Serie A,29,1991,3.2,1,0,0,2,7,1,19,2,1,0,0,0,26,7,2,77.8,Matches
986,Kieran Gibbs,eng ENG,DF,West Brom,eng Premier League,30,1989,9.0,1,1,0,7,2,0,11,14,6,0,0,0,80,10,12,45.5,Matches
987,Morgan Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,20,2000,4.6,1,0,0,5,10,1,8,4,6,0,0,0,38,2,7,22.2,Matches
988,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,28,1991,4.8,3,0,0,4,10,1,19,8,9,0,0,0,38,13,9,59.1,Matches
989,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,32,1987,34.0,3,0,0,1,3,0,0,0,0,0,0,0,222,0,0,,Matches
990,David Gil,es ESP,GK,Cádiz,es La Liga,26,1994,4.0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,,Matches
991,Billy Gilmour,sct SCO,MF,Chelsea,eng Premier League,19,2001,2.9,0,0,0,2,2,0,3,5,1,0,1,0,25,2,1,66.7,Matches
992,Álvaro Giménez,es ESP,FWMF,Cádiz,es La Liga,29,1991,4.5,0,0,0,8,6,4,1,3,2,0,0,0,18,20,29,40.8,Matches
993,Daniel Ginczek,de GER,FWMF,Wolfsburg,de Bundesliga,29,1991,2.4,0,0,0,2,1,1,1,0,2,0,0,0,22,15,9,62.5,Matches
994,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,26,1994,34.0,2,0,0,11,35,2,16,39,18,0,0,0,338,94,58,61.8,Matches
995,Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,28,1992,29.6,3,1,0,31,26,0,6,30,49,0,1,0,340,83,53,61.0,Matches
996,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,33,1986,8.3,1,0,0,16,6,6,3,4,4,0,0,0,38,20,33,37.7,Matches
997,Robert Glatzel,de GER,FW,Mainz 05,de Bundesliga,26,1994,4.0,0,0,0,14,7,1,3,2,1,0,0,0,36,23,41,35.9,Matches
998,Kamil Glik,pl POL,DF,Benevento,it Serie A,32,1988,35.6,10,1,1,31,21,0,1,39,34,0,0,1,248,91,49,65.0,Matches
999,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,25,1995,18.3,4,0,0,22,22,7,47,23,23,1,0,0,114,6,20,23.1,Matches
1000,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,22,1998,29.8,4,0,0,15,17,3,7,45,29,0,1,1,238,71,36,66.4,Matches
1001,Diego Godín,uy URU,DF,Cagliari,it Serie A,34,1986,27.9,3,0,0,31,28,2,6,44,33,0,0,0,265,83,40,67.5,Matches
1002,Akaki Gogia,de GER,FW,Union Berlin,de Bundesliga,28,1992,1.6,1,0,0,5,4,0,3,0,1,1,0,0,11,1,2,33.3,Matches
1003,Amer Gojak,ba BIH,MFFW,Torino,it Serie A,23,1997,5.3,1,0,0,12,9,3,15,4,4,0,0,0,33,3,13,18.8,Matches
1004,Edoardo Goldaniga,it ITA,DF,Genoa,it Serie A,26,1993,20.6,8,0,0,30,24,1,25,29,21,0,0,0,137,32,33,49.2,Matches
1005,Vladimir Golemić,si SVN,DF,Crotone,it Serie A,29,1991,26.0,4,1,0,32,9,0,4,27,18,0,2,0,212,56,43,56.6,Matches
1006,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,25,1995,24.0,0,1,0,1,4,0,0,1,0,0,0,0,105,0,0,,Matches
1007,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,24,1996,11.9,2,0,0,19,13,3,36,17,16,0,0,0,88,11,17,39.3,Matches
1008,Tomislav Gomelt,hr CRO,MF,Crotone,it Serie A,25,1995,0.2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,Matches
1009,André Gomes,pt POR,MF,Everton,eng Premier League,27,1993,17.4,3,0,0,34,14,2,17,15,34,0,1,0,175,19,17,52.8,Matches
1010,Dani Gómez,es ESP,FW,Levante,es La Liga,22,1998,18.5,3,0,0,29,38,12,11,3,5,1,0,0,74,15,54,21.7,Matches
1011,Ibai Gómez,es ESP,MF,Athletic Club,es La Liga,30,1989,4.7,0,0,0,2,1,1,15,2,3,0,0,0,22,6,6,50.0,Matches
1012,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,23,1997,6.6,0,0,0,6,6,0,0,5,2,0,1,0,107,26,23,53.1,Matches
1013,Maxi Gómez,uy URU,FW,Valencia,es La Liga,23,1996,29.9,7,1,1,53,70,32,15,2,9,4,0,0,96,113,104,52.1,Matches
1014,Moi Gómez,es ESP,MFFW,Villarreal,es La Liga,26,1994,28.5,1,0,0,20,32,9,45,21,15,0,1,0,192,11,38,22.4,Matches
1015,Papu Gómez,ar ARG,FWMF,Atalanta,it Serie A,32,1988,7.4,0,0,0,10,19,0,6,3,4,0,0,0,64,2,3,40.0,Matches
1016,Papu Gómez,ar ARG,MFFW,Sevilla,es La Liga,32,1988,10.2,0,0,0,15,22,2,23,19,7,1,0,0,57,7,9,43.8,Matches
1017,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,28,1992,8.0,2,0,0,1,1,0,0,3,3,0,0,0,51,23,22,51.1,Matches
1018,Sergio Gómez,es ESP,MFFW,Huesca,es La Liga,19,2000,8.8,1,0,0,7,9,1,36,18,17,0,0,0,57,0,9,0.0,Matches
1019,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,26,1993,5.0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,,Matches
1020,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,26,1993,22.0,1,0,0,1,3,0,0,0,0,0,1,0,109,0,0,,Matches
1021,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,31,1989,16.4,7,1,0,30,27,2,4,24,50,0,1,0,199,35,21,62.5,Matches
1022,Vagner Gonçalves,cv CPV,FWMF,Metz,fr Ligue 1,24,1996,10.7,3,0,0,27,26,9,10,4,11,1,0,0,69,12,39,23.5,Matches
1023,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,30,1990,31.5,14,0,0,31,29,2,0,31,20,1,1,0,265,50,37,57.5,Matches
1024,Bruno González,es ESP,DF,Valladolid,es La Liga,30,1990,25.1,8,0,0,31,17,0,0,29,15,0,0,0,208,58,43,57.4,Matches
1025,Diego González,es ESP,DF,Elche,es La Liga,25,1995,14.2,5,0,0,19,4,0,1,15,12,0,0,1,107,37,20,64.9,Matches
1026,Nicolás González,ar ARG,FWDF,Stuttgart,de Bundesliga,22,1998,10.4,5,0,0,13,33,7,14,3,5,1,0,0,56,32,27,54.2,Matches
1027,Sergio González,es ESP,MF,Cádiz,es La Liga,23,1997,1.0,0,0,0,1,1,0,0,2,0,0,0,0,13,2,3,40.0,Matches
1028,Urko González,es ESP,MF,Real Sociedad,es La Liga,19,2001,0.5,1,0,0,4,1,0,0,0,0,0,0,0,6,1,1,50.0,Matches
1029,Anthony Gordon,eng ENG,FWMF,Everton,eng Premier League,19,2001,1.0,0,0,0,0,2,1,1,1,2,0,0,0,9,1,2,33.3,Matches
1030,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,25,1995,18.9,2,0,0,26,18,0,8,49,28,0,0,0,235,43,21,67.2,Matches
1031,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,23,1996,26.5,3,0,0,38,29,0,62,26,35,0,1,0,212,16,35,31.4,Matches
1032,Robin Gosens,de GER,DF,Atalanta,it Serie A,26,1994,28.0,9,1,1,51,26,9,58,43,28,0,2,1,213,35,21,62.5,Matches
1033,Amine Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,30.5,5,0,0,45,36,8,55,16,22,1,0,0,139,20,29,40.8,Matches
1034,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,29,1991,31.5,9,0,0,26,8,3,4,51,32,0,0,1,323,60,64,48.4,Matches
1035,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,27,1992,31.4,9,1,1,51,62,0,4,48,31,0,2,0,235,62,50,55.4,Matches
1036,Karlan Grant,eng ENG,FWMF,West Brom,eng Premier League,22,1997,12.5,1,0,0,9,13,7,9,11,3,0,0,0,53,13,63,17.1,Matches
1037,Alberto Grassi,it ITA,MFDF,Parma,it Serie A,25,1995,13.1,3,0,0,16,27,1,7,22,13,0,0,1,105,14,14,50.0,Matches
1038,Andrew Gravillon,fr FRA,DF,Lorient,fr Ligue 1,22,1998,25.2,3,1,0,20,36,0,7,50,16,0,1,1,223,63,42,60.0,Matches
1039,Demarai Gray,eng ENG,FW,Leicester City,eng Premier League,24,1996,0.2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,,Matches
1040,Demarai Gray,eng ENG,FW,Leverkusen,de Bundesliga,24,1996,4.9,0,0,0,4,5,1,22,2,3,0,0,0,29,0,6,0.0,Matches
1041,Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,23,1996,10.7,2,0,0,23,18,2,1,2,7,2,0,0,51,30,41,42.3,Matches
1042,Jack Grealish,eng ENG,FWMF,Aston Villa,eng Premier League,24,1995,24.3,6,0,0,41,109,7,59,13,19,2,0,0,199,24,40,37.5,Matches
1043,Etienne Green,fr FRA,GK,Saint-Étienne,fr Ligue 1,20,2000,8.0,0,0,0,2,1,0,0,0,0,0,2,0,42,0,0,,Matches
