,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
1568,Marco Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1569,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1570,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,40,1.32,34,1,1,1,1,2,1,0.03,0,0,0,1,0,0,Matches
1571,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,8,0.60,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1572,Adilson Malanda,fr FRA,MF,Nîmes,fr Ligue 1,18,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1573,Filip Malbašić,rs SRB,FWMF,Cádiz,es La Liga,27,1992,9.6,8,0.84,6,0,1,0,0,1,3,0.31,2,0,1,0,0,0,Matches
1574,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,1991,2.3,3,1.30,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1575,Kévin Malcuit,ma MAR,MFFW,Napoli,it Serie A,29,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1576,Daniel Maldini,it ITA,FWMF,Milan,it Serie A,18,2001,0.3,3,9.31,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1577,Ruslan Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27,1993,20.8,126,6.04,84,23,5,6,7,1,16,0.77,14,2,0,0,0,0,Matches
1578,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1579,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0,Matches
1580,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26.0,29,1.12,23,0,0,2,1,3,1,0.04,0,0,0,0,0,1,Matches
1581,Dennis Man,ro ROU,FWMF,Parma,it Serie A,21,1998,7.8,16,2.06,12,0,3,0,1,0,4,0.52,3,0,1,0,0,0,Matches
1582,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,20,1999,5.1,4,0.79,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1583,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,28,1.09,23,5,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
1584,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,29,0.92,24,0,0,3,0,2,3,0.09,3,0,0,0,0,0,Matches
1585,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1586,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,34,1.40,30,1,1,0,0,2,3,0.12,3,0,0,0,0,0,Matches
1587,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,8,0.30,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0,Matches
1588,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
1589,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,38,2.24,24,4,1,3,4,2,5,0.30,2,1,0,2,0,0,Matches
1590,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,4,1.70,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1591,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,124,3.97,88,1,10,9,14,2,12,0.38,7,0,0,3,1,1,Matches
1592,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1593,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1594,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,53,2.26,41,0,3,1,6,2,5,0.21,3,0,0,0,1,1,Matches
1595,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,66,2.21,47,15,1,1,0,2,6,0.20,4,2,0,0,0,0,Matches
1596,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1597,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,18,0.70,10,1,1,2,3,1,2,0.08,0,0,0,1,1,0,Matches
1598,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,8,0.87,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1599,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,5,1.53,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1600,Myziane Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,32,2.67,22,0,5,2,2,1,4,0.33,1,0,1,1,1,0,Matches
1601,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,19,1.46,14,0,0,3,0,2,2,0.15,1,0,0,1,0,0,Matches
1602,Sekou Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,4,1.57,2,0,1,1,0,0,2,0.79,2,0,0,0,0,0,Matches
1603,Maranhão,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,18,1.38,12,0,2,1,3,0,4,0.31,3,0,0,0,1,0,Matches
1604,Fernando Marçal,br BRA,DF,Wolves,eng Premier League,31,1989,6.9,4,0.58,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1605,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1606,Marcelo,br BRA,DF,Real Madrid,es La Liga,32,1988,11.7,38,3.26,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0,Matches
1607,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,27,0.84,25,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1608,Solly March,eng ENG,DF,Brighton,eng Premier League,26,1994,18.6,52,2.80,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0,Matches
1609,Federico Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1610,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,24,1.38,17,7,0,0,0,0,3,0.17,2,1,0,0,0,0,Matches
1611,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,35,1.05,27,1,0,4,2,1,5,0.15,4,0,0,0,1,0,Matches
1612,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,22,0.75,20,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1613,Óscar de Marcos,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,20,1.18,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0,Matches
1614,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1615,José Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,13,0.81,10,0,1,0,1,1,1,0.06,1,0,0,0,0,0,Matches
1616,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,2,0.20,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1617,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,6,0.31,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1618,Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,9,1.58,4,0,2,3,0,0,1,0.18,1,0,0,0,0,0,Matches
1619,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,13,0.82,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1620,Adrián Marín,es ESP,DFMF,Alavés,es La Liga,23,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1621,Adrián Marín,es ESP,DFFW,Granada,es La Liga,23,1997,3.0,5,1.67,4,1,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches
1622,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,98,2.97,55,38,1,1,1,2,7,0.21,4,3,0,0,0,0,Matches
1623,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,13,0.56,11,0,0,0,0,2,2,0.09,1,0,0,0,0,1,Matches
1624,Marlon,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,12,0.62,10,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1625,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1626,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,14,0.59,13,0,0,1,0,0,5,0.21,4,0,0,1,0,0,Matches
1627,Luca Marrone,it ITA,DF,Crotone,it Serie A,30,1990,17.6,4,0.23,2,0,0,0,0,2,1,0.06,0,0,0,0,0,1,Matches
1628,Roger Martí,es ESP,FW,Levante,es La Liga,29,1991,24.4,33,1.35,26,0,2,3,1,1,7,0.29,7,0,0,0,0,0,Matches
1629,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,43,2.61,28,0,3,4,7,1,8,0.49,2,0,0,2,4,0,Matches
1630,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,23,1997,2.9,5,1.72,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1631,Aarón Martín,es ESP,DF,Celta Vigo,es La Liga,23,1997,17.1,13,0.76,10,0,0,1,1,1,3,0.18,3,0,0,0,0,0,Matches
1632,Álex Martín,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1633,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0,Matches
1634,Martinelli,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,21,3.21,15,0,3,2,1,0,1,0.15,1,0,0,0,0,0,Matches
1635,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,15,0.91,10,0,2,1,1,1,1,0.06,1,0,0,0,0,0,Matches
1636,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38.0,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1637,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,29,1991,28.0,15,0.54,13,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1638,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,20,1999,5.1,10,1.96,9,0,1,0,0,0,1,0.20,1,0,0,0,0,0,Matches
1639,Javi Martínez,es ESP,DFMF,Bayern Munich,de Bundesliga,31,1988,5.2,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1640,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1641,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,22,1997,28.5,80,2.81,52,0,6,7,10,5,15,0.53,9,0,0,2,3,1,Matches
1642,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1643,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,25,1995,17.2,45,2.61,32,0,5,3,4,1,8,0.46,4,0,1,1,2,0,Matches
1644,Adam Marušić,me MNE,DF,Lazio,it Serie A,27,1992,33.0,58,1.76,50,1,1,5,0,1,6,0.18,5,0,0,1,0,0,Matches
1645,Sylvain Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,34,1986,2.2,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0,Matches
1646,Marvin,es ESP,DFFW,Real Madrid,es La Liga,20,2000,1.5,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0,Matches
1647,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,12,0.61,8,4,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
1648,Andrea Masiello,it ITA,DF,Genoa,it Serie A,34,1986,28.5,14,0.49,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1649,Jordi Masip,es ESP,GK,Valladolid,es La Liga,31,1989,25.0,3,0.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1650,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,19,2000,8.4,22,2.62,12,0,4,4,2,0,3,0.36,1,0,0,1,1,0,Matches
1651,Giuseppe Mastinu,it ITA,FW,Spezia,it Serie A,28,1991,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1652,Arthur Masuaku,cd COD,DFFW,West Ham,eng Premier League,26,1993,11.2,32,2.86,23,2,4,2,1,0,4,0.36,4,0,0,0,0,0,Matches
1653,Jaime Mata,es ESP,FW,Getafe,es La Liga,31,1988,22.6,41,1.81,33,0,1,4,3,0,3,0.13,1,0,1,1,0,0,Matches
1654,Juan Mata,es ESP,FWMF,Manchester Utd,eng Premier League,32,1988,5.7,18,3.18,12,4,0,2,0,0,5,0.88,3,1,0,1,0,0,Matches
1655,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,38,2.15,29,2,1,1,3,2,4,0.23,3,0,0,0,1,0,Matches
1656,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,6,1.72,4,0,1,1,0,0,3,0.86,2,0,1,0,0,0,Matches
1657,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,3,1.22,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1658,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,25,2.26,18,1,5,0,1,0,4,0.36,3,0,0,0,1,0,Matches
1659,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,20,1.63,18,0,0,2,0,0,3,0.24,3,0,0,0,0,0,Matches
1660,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0,Matches
1661,Rabbi Matondo,wls WAL,FWMF,Schalke 04,de Bundesliga,19,2000,2.4,4,1.64,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1662,Ryder Matos,br BRA,MF,Udinese,it Serie A,27,1993,0.1,3,20.77,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1663,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1664,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,18,2002,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1665,Federico Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1666,Neal Maupay,fr FRA,FWMF,Brighton,eng Premier League,23,1996,27.9,79,2.83,52,1,10,5,8,3,8,0.29,5,0,0,1,2,0,Matches
1667,Tony Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,30,5.38,17,8,2,2,1,0,5,0.90,1,4,0,0,0,0,Matches
1668,Stephy Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22,1998,22.6,42,1.86,22,1,6,5,7,1,5,0.22,1,0,2,2,0,0,Matches
1669,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,9,0.55,6,0,0,2,0,1,2,0.12,1,0,0,1,0,0,Matches
1670,Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,31,1989,9.1,21,2.30,17,0,2,0,2,0,1,0.11,0,0,0,0,1,0,Matches
1671,Borja Mayoral,es ESP,FW,Real Madrid,es La Liga,23,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1672,Borja Mayoral,es ESP,FW,Roma,it Serie A,23,1997,17.2,51,2.96,34,0,4,7,3,3,8,0.46,3,0,2,1,2,0,Matches
1673,Youssef Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,2.9,11,3.85,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1674,Antonio Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1675,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,30,1.64,25,1,0,1,3,0,2,0.11,2,0,0,0,0,0,Matches
1676,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,107,4.05,69,0,19,7,10,2,28,1.06,13,0,7,2,5,1,Matches
1677,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,3,0.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1678,Jean-Manuel Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,12.9,19,1.47,11,2,1,0,4,1,2,0.16,1,0,0,0,1,0,Matches
1679,Nathanael Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,24.6,60,2.44,42,4,3,4,6,1,6,0.24,3,0,0,2,1,0,Matches
1680,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,19,1.17,18,0,0,0,1,0,2,0.12,2,0,0,0,0,0,Matches
1681,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,29,1.97,24,0,0,4,1,0,3,0.20,1,0,0,1,1,0,Matches
1682,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,30,1989,30.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1683,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,12,1.32,10,1,0,0,0,1,1,0.11,0,0,0,0,0,1,Matches
1684,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,25,1994,37.0,100,2.70,82,2,3,2,9,2,12,0.32,8,1,1,1,1,0,Matches
1685,David McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,26.6,52,1.95,31,1,8,4,5,3,1,0.04,1,0,0,0,0,0,Matches
1686,Weston McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,53,2.80,44,0,4,4,1,0,4,0.21,3,0,0,1,0,0,Matches
1687,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,80,2.35,42,27,2,1,6,2,9,0.26,4,3,1,0,0,1,Matches
1688,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,33,1.40,24,0,0,1,6,2,3,0.13,1,0,0,0,1,1,Matches
1689,Gary Medel,cl CHI,DFMF,Bologna,it Serie A,32,1987,5.7,4,0.70,4,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
1690,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,24,1.08,22,2,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
1691,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,5,0.70,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1692,Ben Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,11,0.37,6,2,0,2,1,0,1,0.03,1,0,0,0,0,0,Matches
1693,Joshua Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1694,Admir Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,9.1,41,4.50,34,1,1,2,2,1,3,0.33,3,0,0,0,0,0,Matches
1695,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,26,1994,10.2,18,1.76,14,0,2,2,0,0,3,0.29,1,0,0,2,0,0,Matches
1696,Soualiho Meïté,fr FRA,MF,Milan,it Serie A,26,1994,6.5,17,2.60,12,0,2,1,1,1,2,0.31,2,0,0,0,0,0,Matches
1697,Hannibal Mejbri,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1698,Farid El Melali,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,4.6,12,2.61,5,0,2,1,3,1,3,0.65,1,0,1,0,1,0,Matches
1699,Filippo Melegoni,it ITA,MFDF,Genoa,it Serie A,21,1999,4.3,9,2.08,3,3,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1700,Gonzalo Melero,es ESP,MFFW,Levante,es La Liga,26,1994,20.6,42,2.04,36,1,0,2,2,1,4,0.19,3,0,0,1,0,0,Matches
1701,Birger Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,36,1.39,29,2,3,0,1,1,9,0.35,6,0,2,0,1,0,Matches
1702,Arthur Melo,br BRA,MF,Juventus,it Serie A,23,1996,12.9,26,2.02,24,0,0,0,1,1,1,0.08,0,0,0,0,0,1,Matches
1703,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,14.4,10,0.69,7,1,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
1704,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,6,0.33,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1705,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,53,2.13,48,1,1,1,1,1,5,0.20,5,0,0,0,0,0,Matches
1706,Brais Méndez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,29.7,57,1.92,42,2,2,4,5,2,15,0.51,8,0,1,3,2,1,Matches
1707,Édgar Méndez,es ESP,MFFW,Alavés,es La Liga,30,1990,23.2,36,1.55,25,0,3,1,5,2,2,0.09,1,0,0,0,1,0,Matches
1708,Eñaut Mendía,es ESP,FW,Eibar,es La Liga,21,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1709,Batista Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1710,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,17,1.61,13,0,4,0,0,0,3,0.28,2,0,1,0,0,0,Matches
1711,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1712,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,30.5,3,0.10,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1713,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,46,1.87,43,0,1,0,2,0,1,0.04,1,0,0,0,0,0,Matches
1714,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,15,0.93,11,0,0,0,2,2,2,0.12,2,0,0,0,0,0,Matches
1715,Hamza Mendyl,ma MAR,FW,Schalke 04,de Bundesliga,22,1997,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1716,Levent Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1717,Jorge Meré,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,5,0.35,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1718,Alex Meret,it ITA,GK,Napoli,it Serie A,23,1997,22.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1719,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,23.9,52,2.17,38,1,1,5,3,4,8,0.33,6,0,0,1,0,1,Matches
1720,Martín Merquelanz,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,6.1,20,3.28,12,6,0,1,0,1,1,0.16,0,1,0,0,0,0,Matches
1721,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,4.6,1,0.22,0,0,1,0,0,0,1,0.22,0,0,1,0,0,0,Matches
1722,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,16.2,64,3.95,53,3,2,2,1,3,10,0.62,8,0,0,0,1,1,Matches
1723,Roque Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,19.6,42,2.15,32,4,4,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1724,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1725,Lionel Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,33.6,241,7.17,140,19,39,11,30,2,38,1.13,24,1,8,3,2,0,Matches
1726,Junior Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,35.7,109,3.05,49,11,20,15,9,5,14,0.39,5,2,2,3,1,1,Matches
1727,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,24,1.47,18,1,1,2,1,1,1,0.06,0,0,0,1,0,0,Matches
1728,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1729,Max Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,6,1.54,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1730,Omenuke Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1731,Míchel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,31,2.95,22,6,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
1732,Jonas Michel Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1733,Jonas Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1734,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,28,2.18,20,5,0,2,0,1,4,0.31,4,0,0,0,0,0,Matches
