,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
1735,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1736,Petar Mićin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1737,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,3,0.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1738,Valentin Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,7.8,22,2.84,15,0,5,1,1,0,4,0.52,3,0,0,0,1,0,Matches
1739,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,18,0.53,14,0,1,3,0,0,3,0.09,1,0,0,2,0,0,Matches
1740,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,22,1.62,13,0,3,3,2,1,4,0.30,3,0,1,0,0,0,Matches
1741,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,81,2.65,68,1,1,4,3,4,16,0.52,14,0,0,0,1,1,Matches
1742,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,23,1997,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1743,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,7,0.56,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
1744,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,39,1.49,22,13,1,1,1,1,3,0.11,2,1,0,0,0,0,Matches
1745,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1,Matches
1746,Pere Milla,es ESP,FWMF,Elche,es La Liga,27,1992,22.0,39,1.77,20,0,2,7,8,2,8,0.36,5,0,1,1,1,0,Matches
1747,Alejandro Millán,es ESP,FW,Villarreal,es La Liga,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1748,Vincenzo Millico,it ITA,FWMF,Torino,it Serie A,19,2000,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1749,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,1,2.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1750,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,11.9,22,1.85,17,3,1,0,0,1,1,0.08,0,1,0,0,0,0,Matches
1751,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,38,1.42,21,0,3,5,8,1,9,0.34,4,0,0,1,4,0,Matches
1752,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,4,0.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1753,Takumi Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,7.9,11,1.39,8,0,0,1,2,0,1,0.13,1,0,0,0,0,0,Matches
1754,Takumi Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,3.3,6,1.84,3,0,1,1,1,0,1,0.31,0,0,1,0,0,0,Matches
1755,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,14,0.39,12,0,1,1,0,0,2,0.06,2,0,0,0,0,0,Matches
1756,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,20,0.95,17,0,0,1,1,1,5,0.24,5,0,0,0,0,0,Matches
1757,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,32.0,28,0.88,18,1,2,2,2,3,2,0.06,1,0,0,0,1,0,Matches
1758,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,19.2,38,1.97,34,1,1,1,1,0,6,0.31,5,0,0,0,1,0,Matches
1759,Aleksei Miranchuk,ru RUS,FWMF,Atalanta,it Serie A,24,1995,7.5,31,4.13,23,2,2,1,3,0,6,0.80,5,0,1,0,0,0,Matches
1760,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,21,1.14,16,3,0,1,1,0,3,0.16,3,0,0,0,0,0,Matches
1761,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,1983,12.8,3,0.23,3,0,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19.0,9,0.47,9,0,0,0,0,0,3,0.16,3,0,0,0,0,0,Matches
1763,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,47,3.02,36,1,5,1,2,2,5,0.32,3,0,1,1,0,0,Matches
1764,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,11,0.36,7,0,1,2,1,0,1,0.03,1,0,0,0,0,0,Matches
1765,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,20.0,37,1.85,30,2,2,1,0,2,2,0.10,2,0,0,0,0,0,Matches
1766,Henrikh Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,30.5,109,3.57,84,2,5,7,7,4,15,0.49,13,0,0,1,1,0,Matches
1767,Jakub Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,11,1.53,7,1,1,1,0,1,1,0.14,1,0,0,0,0,0,Matches
1768,Anthony Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,2.5,4,1.63,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1769,Anthony Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,3.3,2,0.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1770,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,95,3.13,74,11,6,1,1,2,7,0.23,6,0,1,0,0,0,Matches
1771,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23.0,61,2.65,42,0,7,4,4,4,8,0.35,2,0,2,2,1,1,Matches
1772,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,29,1.68,21,5,0,2,1,0,3,0.17,3,0,0,0,0,0,Matches
1773,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,3,0.22,3,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1774,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1.0,6,5.74,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1775,Johan Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,14,1.05,11,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1776,Johan Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,4,1.20,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1777,Guillem Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1778,Jorge Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,40,2.23,35,0,1,0,4,0,7,0.39,6,0,1,0,0,0,Matches
1779,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,42,2.07,36,2,3,1,0,0,12,0.59,10,0,2,0,0,0,Matches
1780,Salvatore Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,44,1.71,36,4,2,0,1,1,7,0.27,7,0,0,0,0,0,Matches
1781,Victor Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,5,6.25,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1782,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,66,2.52,39,17,0,0,8,2,8,0.31,4,3,0,0,1,0,Matches
1783,Jayson Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1784,Alkhaly Momo Cissé,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1785,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,32,1.08,30,1,0,1,0,0,2,0.07,2,0,0,0,0,0,Matches
1786,Gabriele Moncini,it ITA,FW,Benevento,it Serie A,24,1996,4.0,6,1.51,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1787,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,26,2.03,16,2,3,3,1,1,1,0.08,0,0,0,1,0,0,Matches
1788,Kévin Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,6.3,8,1.28,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1789,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,20,0.86,19,0,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches
1790,Cristóbal Montiel Rodríguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1791,Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,24,1996,37.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1792,Ángel Montoro,es ESP,MF,Granada,es La Liga,32,1988,15.1,40,2.64,21,14,0,1,3,1,1,0.07,1,0,0,0,0,0,Matches
1793,Martín Montoya,es ESP,DF,Betis,es La Liga,29,1991,2.7,5,1.88,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1794,Emre Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23,1997,5.6,5,0.90,2,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1795,Luca Mora,it ITA,MF,Spezia,it Serie A,32,1988,1.3,1,0.80,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1796,Wesley Moraes,br BRA,MFFW,Aston Villa,eng Premier League,23,1996,0.2,1,5.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1797,Álvaro Morata,es ESP,FW,Juventus,it Serie A,27,1992,22.4,74,3.31,56,0,4,6,6,2,15,0.67,12,0,0,2,1,0,Matches
1798,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,3.0,5,1.69,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1799,Jon Morcillo,es ESP,MFFW,Athletic Club,es La Liga,21,1998,15.1,42,2.77,28,10,1,0,2,1,4,0.26,3,1,0,0,0,0,Matches
1800,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,27.7,16,0.58,12,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1801,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,2.1,5,2.33,1,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1802,Álex Moreno,es ESP,DF,Betis,es La Liga,27,1993,19.8,31,1.56,25,0,5,0,0,1,4,0.20,3,0,1,0,0,0,Matches
1803,Gerard Moreno,es ESP,FWMF,Villarreal,es La Liga,28,1992,29.7,81,2.73,62,0,9,7,2,1,18,0.61,12,0,3,2,0,1,Matches
1804,Tete Morente,es ESP,MFFW,Elche,es La Liga,23,1996,22.4,34,1.52,20,3,5,1,5,0,9,0.40,5,1,1,1,1,0,Matches
1805,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,9.2,19,2.06,17,0,0,0,2,0,3,0.33,3,0,0,0,0,0,Matches
1806,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1807,Raúl Moro,es ESP,MF,Lazio,it Serie A,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1808,Loren Morón,es ESP,FWMF,Betis,es La Liga,26,1993,11.0,19,1.73,10,0,4,1,3,1,1,0.09,0,0,0,0,1,0,Matches
1809,Pedro Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,22.8,23,1.01,20,1,0,1,1,0,3,0.13,2,0,0,1,0,0,Matches
1810,Aimen Moueffek,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,19,2001,8.3,15,1.82,11,0,1,0,2,1,0,0.00,0,0,0,0,0,0,Matches
1811,Youssoufa Moukoko,de GER,FWMF,Dortmund,de Bundesliga,15,2004,4.7,17,3.63,6,0,2,4,3,2,2,0.43,1,0,1,0,0,0,Matches
1812,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,22,1997,25.3,13,0.51,9,1,0,3,0,0,3,0.12,0,0,0,3,0,0,Matches
1813,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1814,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,25,1994,29.8,51,1.71,35,0,3,5,6,2,7,0.24,6,0,0,0,1,0,Matches
1815,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,21,1999,32.1,163,5.08,89,47,10,7,8,2,14,0.44,5,5,1,2,1,0,Matches
1816,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,27,1992,15.7,36,2.30,27,2,1,1,3,2,8,0.51,6,0,0,1,0,1,Matches
1817,Lys Mousset,fr FRA,FWMF,Sheffield Utd,eng Premier League,24,1996,3.3,4,1.22,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1818,João Moutinho,pt POR,MF,Wolves,eng Premier League,33,1986,28.1,91,3.24,55,29,0,2,2,3,4,0.14,1,2,0,0,1,0,Matches
1819,Samuel Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,23,1996,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1820,Loris Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,19,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1821,Javi Moyano,es ESP,DF,Valladolid,es La Liga,34,1986,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1822,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,22,1997,18.6,26,1.40,22,1,0,0,3,0,3,0.16,2,0,0,0,1,0,Matches
1823,Benoît Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,25,0.78,22,0,0,2,0,1,3,0.09,3,0,0,0,0,0,Matches
1824,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,21,1999,18.6,22,1.18,20,1,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
1825,Florian Müller,de GER,GK,Freiburg,de Bundesliga,22,1997,31.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1826,Sebastian Müller,de GER,MFDF,Arminia,de Bundesliga,19,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1827,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,30,1989,29.7,143,4.81,128,1,5,4,3,2,29,0.98,25,0,1,2,1,0,Matches
1828,Joel Mumbongo,se SWE,FW,Burnley,eng Premier League,21,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1829,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,24,1996,21.4,20,0.93,18,0,0,1,1,0,1,0.05,0,0,0,0,1,0,Matches
1830,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,27,1992,21.6,76,3.52,48,11,5,2,10,0,12,0.56,6,1,1,1,3,0,Matches
1831,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,22,1997,13.4,16,1.19,14,0,0,0,2,0,3,0.22,2,0,0,0,1,0,Matches
1832,Joaquín Muñoz,es ESP,FW,Huesca,es La Liga,21,1999,0.5,2,4.39,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1833,Luis Muriel,co COL,FW,Atalanta,it Serie A,29,1991,16.0,99,6.20,64,9,15,6,4,1,18,1.13,10,1,4,2,0,1,Matches
1834,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,28,1992,30.0,9,0.30,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1835,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,26,1994,9.2,22,2.38,16,0,1,4,1,0,2,0.22,1,0,0,1,0,0,Matches
1836,Jacob Murphy,eng ENG,DFMF,Newcastle Utd,eng Premier League,25,1995,18.1,37,2.05,23,4,4,2,2,2,4,0.22,4,0,0,0,0,0,Matches
1837,Nicola Murru,it ITA,DF,Torino,it Serie A,25,1994,6.3,9,1.42,5,0,2,1,1,0,1,0.16,1,0,0,0,0,0,Matches
1838,Petar Musa,hr CRO,FW,Union Berlin,de Bundesliga,22,1998,7.9,16,2.01,14,0,0,0,2,0,2,0.25,2,0,0,0,0,0,Matches
1839,Mateo Musacchio,ar ARG,DF,Lazio,it Serie A,29,1990,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1840,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,29,1990,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1841,Yunus Musah,us USA,MF,Valencia,es La Liga,17,2002,17.0,25,1.47,16,1,5,1,1,1,1,0.06,1,0,0,0,0,0,Matches
1842,Jamal Musiala,de GER,FWMF,Bayern Munich,de Bundesliga,17,2003,9.8,34,3.47,22,1,6,1,2,2,6,0.61,4,0,2,0,0,0,Matches
1843,Juan Musso,ar ARG,GK,Udinese,it Serie A,26,1994,35.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1844,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,28,1992,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1845,Shkodran Mustafi,de GER,DF,Schalke 04,de Bundesliga,28,1992,11.5,4,0.35,1,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1846,Yoshinori Mutō,jp JPN,FWMF,Eibar,es La Liga,28,1992,12.5,28,2.25,13,0,3,3,6,3,2,0.16,1,0,0,0,1,0,Matches
1847,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,26,1994,18.6,37,1.99,21,10,1,1,3,1,3,0.16,2,1,0,0,0,0,Matches
1848,Joakim Mæhle,dk DEN,DF,Atalanta,it Serie A,23,1997,13.5,34,2.52,26,3,2,3,0,0,5,0.37,4,1,0,0,0,0,Matches
1849,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,20,1999,22.7,19,0.84,16,1,0,1,0,1,3,0.13,2,1,0,0,0,0,Matches
1850,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,24,1996,3.4,3,0.88,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1851,Stanley N'Soki,fr FRA,DF,Nice,fr Ligue 1,21,1999,13.8,5,0.36,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1852,Nacho,es ESP,DF,Real Madrid,es La Liga,30,1990,22.2,14,0.63,14,0,0,0,0,0,4,0.18,4,0,0,0,0,0,Matches
1853,Nacho,es ESP,DF,Valladolid,es La Liga,31,1989,20.1,44,2.18,37,4,0,0,3,0,3,0.15,2,0,0,0,1,0,Matches
1854,Yuto Nagatomo,jp JPN,DF,Marseille,fr Ligue 1,33,1986,17.7,12,0.68,10,1,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches
1855,Kenny Nagera,fr FRA,FW,Paris S-G,fr Ligue 1,18,2002,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1856,Radja Nainggolan,be BEL,MF,Cagliari,it Serie A,32,1988,20.5,53,2.59,41,2,4,3,2,1,4,0.20,4,0,0,0,0,0,Matches
1857,Radja Nainggolan,be BEL,MF,Inter,it Serie A,32,1988,0.5,4,7.83,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1858,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,26,1994,8.3,4,0.48,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1859,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,24,1995,30.4,73,2.40,55,2,7,4,4,1,13,0.43,9,0,3,1,0,0,Matches
1860,Nano,es ESP,FWMF,Cádiz,es La Liga,25,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1861,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,26,1994,23.0,3,0.13,2,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
1862,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,27,1993,13.6,3,0.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1863,Roberto Navarro,es ESP,MF,Real Sociedad,es La Liga,18,2002,0.4,1,2.57,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1864,Ximo Navarro,es ESP,DF,Alavés,es La Liga,30,1990,26.4,22,0.83,16,3,1,0,2,0,4,0.15,1,1,1,0,1,0,Matches
1865,Jesús Navas,es ESP,DF,Sevilla,es La Liga,34,1985,31.4,98,3.12,91,2,3,1,1,0,9,0.29,8,0,1,0,0,0,Matches
1866,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,33,1986,28.0,3,0.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1867,Raúl Navas,es ESP,DF,Osasuna,es La Liga,32,1988,1.9,2,1.07,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1868,Papa Ndiaga Yade,sn SEN,FWMF,Metz,fr Ligue 1,20,2000,11.1,40,3.60,30,1,5,1,2,1,5,0.45,4,0,1,0,0,0,Matches
1869,Iliman Ndiaye,fr FRA,MF,Sheffield Utd,eng Premier League,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1870,Wilfred Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,23,1996,24.2,33,1.36,27,0,0,0,1,5,8,0.33,7,0,0,0,0,1,Matches
1871,Bridge Ndilu,fr FRA,FWMF,Nantes,fr Ligue 1,20,2000,0.5,2,4.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1872,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,23,1996,23.2,57,2.45,42,0,4,2,7,2,8,0.34,7,0,0,1,0,0,Matches
1873,Dan Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,19,2000,6.1,12,1.96,5,0,2,2,3,0,1,0.16,0,0,0,1,0,0,Matches
1874,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,17,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1875,Álvaro Negredo,es ESP,FW,Cádiz,es La Liga,34,1985,24.4,35,1.43,26,1,4,3,0,1,8,0.33,6,0,0,1,0,1,Matches
1876,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,20,1999,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1877,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,30,1990,7.8,20,2.57,18,0,1,1,0,0,2,0.26,1,0,0,1,0,0,Matches
1878,Neto,br BRA,GK,Barcelona,es La Liga,31,1989,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1879,Pedro Neto,pt POR,FWMF,Wolves,eng Premier League,20,2000,28.3,111,3.92,59,24,13,6,8,1,9,0.32,4,2,1,2,0,0,Matches
1880,Luca Netz,de GER,DF,Hertha BSC,de Bundesliga,17,2003,3.4,6,1.75,4,0,0,1,0,1,1,0.29,0,0,0,1,0,0,Matches
1881,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,34,1986,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1882,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,23,1997,29.1,63,2.16,49,1,5,4,3,1,9,0.31,7,1,0,1,0,0,Matches
1883,Carlos Neva,es ESP,DF,Granada,es La Liga,24,1996,20.0,15,0.75,10,2,0,2,0,1,2,0.10,1,1,0,0,0,0,Matches
1884,Rúben Neves,pt POR,MF,Wolves,eng Premier League,23,1997,29.7,62,2.09,50,3,3,2,1,3,2,0.07,2,0,0,0,0,0,Matches
1885,Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,28,1992,15.7,130,8.27,80,16,15,5,14,0,16,1.02,9,2,2,1,2,0,Matches
1886,Yvan Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,23,1997,27.1,41,1.51,31,0,4,3,2,1,3,0.11,3,0,0,0,0,0,Matches
1887,Jessic Ngankam,de GER,FW,Hertha BSC,de Bundesliga,20,2000,3.3,3,0.91,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1888,Muzinga Ngonda,cd COD,DF,Dijon,fr Ligue 1,25,1994,25.6,32,1.25,29,1,2,0,0,0,2,0.08,1,0,1,0,0,0,Matches
1889,Ahmad Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,19,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1890,Opa Nguette,sn SEN,FWMF,Metz,fr Ligue 1,26,1994,12.6,24,1.91,14,0,4,1,5,0,3,0.24,1,0,1,0,1,0,Matches
1891,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,24,1996,31.8,38,1.19,25,5,3,2,1,2,2,0.06,2,0,0,0,0,0,Matches
1892,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,21,1999,7.4,18,2.44,8,0,2,3,5,0,2,0.27,0,0,1,0,1,0,Matches
1893,M'Baye Niang,sn SEN,FW,Rennes,fr Ligue 1,25,1994,4.7,3,0.64,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1894,Mamor Niang,sn SEN,FWMF,Getafe,es La Liga,18,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1895,Florian Niederlechner,de GER,FW,Augsburg,de Bundesliga,29,1990,19.3,28,1.45,20,0,3,0,4,1,5,0.26,5,0,0,0,0,0,Matches
1896,Nieto,es ESP,FWMF,Cádiz,es La Liga,22,1998,0.2,1,6.43,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1897,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,es La Liga,25,1994,22.6,35,1.55,31,0,2,1,1,0,3,0.13,3,0,0,0,0,0,Matches
1898,Joakim Nilsson,se SWE,DF,Arminia,de Bundesliga,26,1994,24.0,7,0.29,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1899,Casimir Ninga,td CHA,FW,Angers,fr Ligue 1,27,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1900,Nino,es ESP,FWMF,Elche,es La Liga,40,1980,3.2,3,0.95,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
